,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Zysk przed opodatkowaniem,,,,,72.73,-41.19,57.14,-187.82,276.19,-25.47,322.73,109.78,159.46,-81.65,-95.05,978.57,-127.29,-181.03,186.96,-97.82,125.95,497.87,207.58,2413.04,264.71,109.63,124.63,-63.67,-162.1,-173.21,-90.35,-450.95,472.73,107.32,697.73,205.7,-33.45,-395.24,-79.77,-66.11,2.09,114.52,1073.24,-68.18,101.54,-9666.67,-5.76,-3127.38,-19.08,-3.72,61.4,98.51,-165.09,93.17,-36.94,3334.21,-187.92,-242.62,-142.18,-69.98,28.86,-35.41,437.09,-597.02,0.47,-42.76,-241.46,-309.98,-136.73,80.45,110.52,127.6
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,73.52,-52.21,126.79,-208.81,241.75,-41.4,172.44,125.96,180.14,-45.65,-101.16,153.23,-132.03,-222.0,625.0,-50.75,106.87,173.77,761.9,90.55,222.22,283.33,96.13,-74.72,-413.79,-185.51,-95.49,-536.08,347.25,92.2,706.25,183.74,-44.0,-334.78,-117.83,-71.06,-14.29,61.0,2956.52,-91.02,191.67,-1761.54,-0.3,-18593.33,-29.52,-22.04,87.79,98.05,-222.52,98.08,-51.46,2048.15,-116.91,-1370.59,-131.16,-81.18,7.63,-20.8,858.06,-759.09,28.99,-75.17,-214.26,-566.59,-145.22,106.43,116.7,123.65
Zysk netto akcjonariuszy jednostki dominującej,,,,,73.52,-52.21,126.79,-208.81,241.75,-41.4,172.44,125.96,180.14,-45.65,-101.16,153.23,-132.03,-222.0,625.0,-50.75,106.11,173.77,761.9,90.85,262.5,283.33,95.03,-74.76,-413.79,-185.51,-95.47,-536.08,347.25,92.2,706.25,183.74,-44.0,-334.78,-117.83,-71.06,-14.29,61.0,2956.52,-91.02,191.67,-1761.54,-0.3,-18593.33,-29.52,-22.04,87.79,98.05,-222.52,98.08,-51.46,2048.15,-116.91,-1370.59,-131.16,-81.18,7.63,-20.8,858.06,-759.09,28.99,-75.17,-214.26,-566.59,-145.22,106.43,116.7,123.65
Aktywa trwałe,,,,,710.59,1628.31,1900.17,731.49,203.6,39.23,13.23,17.0,9.3,3.03,5.51,4.59,4.36,3.92,-1.57,-4.21,-3.84,-1.76,-2.0,3.86,3.51,2.68,2.96,-5.87,-6.11,-5.01,-5.97,-7.7,-5.32,-7.91,-8.34,-4.39,-5.12,-3.18,5.99,9.71,6.93,6.06,-0.93,-6.51,-5.77,-7.39,-5.31,-25.92,-22.97,-11.34,-13.58,19.61,28.18,13.53,13.25,3.51,-8.01,-3.32,-6.41,-6.76,-7.47,-17.72,-11.26,-2.7,1.19,2.99,1.01,-24.11,-24.42,-19.13,-20.13,215.39
Wartości niematerialne i prawne,,,,,7325.0,,,26769.57,106.1,2.04,-22.77,-4.95,19.91,23.4,28.57,17.74,16.72,15.91,9.55,3.98,3.74,4.97,4.77,-4.77,-4.6,-6.26,-0.43,-0.86,-1.39,-1.75,-8.16,-8.19,-8.48,-8.37,-8.35,-6.34,-5.24,-4.27,1.37,1.99,1.95,2.31,-2.27,-1.97,-2.0,-6.94,-4.13,-50.3,-49.09,-46.57,-48.39,-1.21,-4.03,-4.4,-4.45,-11.83,-11.51,-11.27,-8.45,-0.28,0.28,0.48,-1.97,-1.87,-2.07,-0.6,-0.6,-0.12,0.2,-0.81,3.4,658.95
Rzeczowe składniki majątku trwałego,,,,,259.03,753.12,836.22,300.36,242.25,37.97,20.62,28.7,20.38,6.95,4.89,-7.65,-6.32,-6.34,-8.92,-10.05,-8.07,-5.64,-6.81,4.66,1.68,1.37,-4.53,-10.56,-10.7,-7.92,-3.26,-4.71,2.25,-2.96,-1.25,0.56,-1.76,-0.05,8.74,12.22,5.82,4.42,-2.63,-8.29,-7.07,-7.53,-6.22,-6.62,-0.22,14.1,11.71,12.52,27.12,9.72,7.54,9.58,-12.6,-12.32,-14.19,-21.58,-21.21,-20.82,-17.09,-12.11,-5.58,-4.94,-4.31,-2.3,-3.32,-3.98,-6.69,9.1
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwestycje długoterminowe,,,,,,,,,,,,,,,,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,,,-8.04,-11.21,-13.33,-17.39,-100.0,-100.0,-100.0,-100.0,,,,,,,,,-49.36,-47.95,-47.86,-6.8,-6.74,-6.74,0.91,0.91,286.75,284.94,278.01,284.34,7.4,17.14,51.39,39.73,37.06,31.53,-24.11,-13.46,-22.86,-21.08,-9.57,-14.71,-41.22,-45.88,-35.58,-36.17,-23.92
Pozostałe aktywa trwałe,,,,,2350.0,,,,3583.67,1760.58,2860.94,596.67,-74.9,-78.14,-69.08,35.41,13.47,90.31,28.16,24.2,15.18,-27.7,-21.97,19.91,42.74,48.63,44.71,-10.32,-7.81,-5.2,0.0,26.06,17.33,5.49,-14.86,-19.52,-25.05,-15.38,23.27,-40.81,-41.75,-38.25,-20.45,24.01,29.57,45.13,-6.92,24.69,19.34,72.1,70.41,31.62,53.32,2.66,9.17,7.36,2.01,8.11,-8.97,11.09,-2.28,-29.77,0.0,72.69,90.46,75.23,48.12,-92.59,-92.32,-77.69,-78.16,187.94
Aktywa obrotowe,,,,,309.64,234.98,-23.81,-32.52,-32.11,-16.11,15.23,-4.87,-4.17,-9.23,-17.91,11.2,-11.7,-16.1,-20.4,-20.7,-8.01,-13.11,-1.98,7.51,-0.2,18.16,23.13,4.24,9.98,-1.01,-25.78,-27.54,-6.13,9.34,39.4,80.99,25.02,20.29,-8.37,-33.87,-8.01,4.85,32.26,20.74,40.58,-15.62,-25.9,12.64,-15.02,25.53,9.38,-21.92,-9.09,-17.47,16.25,45.83,34.72,24.89,10.83,-33.56,-23.76,-19.96,-10.56,25.09,-0.08,-3.98,-34.15,-62.46,-39.51,-42.14,-24.07,275.02
Zapasy,,,,,175.19,135.79,202.72,39.04,-20.13,-3.54,12.31,-12.89,3.61,3.25,-11.33,-60.24,-46.14,-55.07,-65.75,-12.14,1.97,-7.77,64.76,64.47,100.07,40.54,3.9,21.4,-9.47,-18.21,-28.47,-44.85,-38.37,22.33,-16.54,-11.87,43.92,21.25,16.99,126.53,34.68,16.45,34.05,-44.0,-28.49,-53.92,-54.53,-37.68,-49.67,-14.91,-38.57,-44.59,-43.94,-9.35,55.32,65.57,18.61,-38.33,-44.22,-63.08,-59.84,-59.86,-55.22,-54.43,-70.86,-53.95,-62.59,-37.5,-27.27,-64.76,-63.37,142.22
Należności krótkoterminowe,,,,,322.55,187.49,200.81,64.66,1.37,-7.0,14.17,11.57,-15.06,6.0,-10.99,39.48,8.5,-11.34,-0.93,-25.43,-10.95,-17.34,-5.35,-21.75,-19.78,39.96,53.93,25.86,37.35,4.16,-36.82,-8.43,16.86,10.99,74.5,131.05,36.89,24.07,-23.57,-52.17,-21.88,11.3,63.71,53.92,65.54,-32.3,-26.46,12.59,-12.35,87.76,22.86,-28.38,-10.93,-33.14,12.86,69.45,43.57,39.58,7.92,-45.58,-25.39,-23.24,-13.19,43.4,1.66,1.31,-20.66,-57.76,-38.63,-46.86,-42.87,138.46
Inwestycje krótkoterminowe,,,,,418.36,485.42,-75.14,-71.56,-58.32,-31.39,20.5,-21.59,7.24,-40.45,-51.0,25.21,-22.28,5.24,30.52,-17.55,-12.71,-6.74,-30.17,56.73,-21.23,-29.23,-40.0,-85.35,-35.32,-37.48,1.59,82.95,3.56,44.14,54.61,3.88,-32.76,13.49,40.0,-4.63,-4.0,-47.39,-70.14,-46.0,55.62,139.73,27.61,62.84,-25.99,-67.5,35.29,50.27,62.78,174.97,30.36,23.67,88.5,24.18,43.87,48.54,-19.7,-6.13,19.41,-11.01,8.37,-9.3,-80.82,-85.85,-89.37,-64.19,108.06,2000.77
Środki pieniężne i inne aktywa pieniężne,,,,,383.81,432.2,-81.0,-78.71,-70.53,-61.64,-18.6,-4.06,51.39,17.17,-5.07,36.71,-16.56,5.24,30.52,-17.55,-12.71,-6.74,-30.17,56.73,-21.23,-29.23,-40.0,-85.35,-35.32,-37.48,1.59,82.95,3.56,44.14,54.61,3.88,-32.76,13.49,40.0,-4.63,-4.0,-52.23,-73.52,-46.0,55.62,163.98,43.9,62.84,-25.99,-76.32,29.41,39.04,52.82,257.27,27.73,26.54,93.48,25.55,46.8,52.23,-18.88,-3.4,24.86,-8.29,11.33,-7.89,-80.82,-85.85,-89.37,-64.19,108.06,2000.77
Pozostałe aktywa obrotowe,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,405.56,-54.01,58.92,30.79,-16.92,-12.26,-53.26,-9.38,-1.32,28.68,1582.12,121.15,171.58,174.86,-81.5,-49.27,-59.33,-69.23,-63.02,-20.08,-24.51,39.86,103.4,8.72,42.77,119.32,105.73,158.02,249.32,13.88,60.56,44.61,-79.05,-78.05,-10.91,-18.9,130.77,-26.43,-91.57,-80.2,-64.0,229.34,193.27,107.87,77.78,-37.09,13.11,-26.89,-55.21,-48.27,-35.94,280.83,399.07,521.79,157.47
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,353.65,379.22,35.08,18.02,14.11,4.55,14.32,5.32,2.86,-3.13,-7.39,7.78,-2.8,-5.51,-10.77,-12.42,-5.53,-6.51,-1.99,5.51,2.05,8.7,11.75,-1.23,0.09,-3.32,-15.48,-17.32,-5.67,-0.44,11.79,31.86,7.58,7.98,-1.56,-15.69,-0.39,5.42,15.31,5.95,15.19,-11.72,-16.86,-5.83,-18.58,7.22,-2.09,-6.27,6.71,-4.74,14.92,25.48,12.97,11.09,3.34,-22.93,-17.01,-19.0,-10.83,11.75,0.51,-0.96,-20.38,-46.43,-32.49,-31.79,-22.11,239.72
Kapitał własny akcjonariuszy jednostki dominującej,,,,,431.62,366.05,2.79,-3.73,-1.25,-3.5,-1.61,-2.34,-2.37,-5.85,-0.9,7.67,3.98,4.8,-2.34,-11.66,-9.46,-5.35,-5.92,5.03,3.45,1.07,3.57,0.69,0.22,-5.37,-7.32,-13.34,-11.46,-5.69,-4.83,5.49,4.75,3.09,2.07,-0.85,-3.79,-5.99,-1.89,-2.47,1.78,-1.6,-1.26,-19.78,-20.21,-22.42,-17.59,0.85,-2.86,8.13,2.18,10.78,8.38,6.45,-3.29,-9.06,-9.12,-9.87,6.09,-6.16,-0.16,-1.97,-24.89,-91.66,-99.84,-99.53,-96.68,2831.71
Kapitał (fundusz) podstawowy,,,,,80.75,80.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.33
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,-200.0,0.0,0.0,100.0,100.0,100.0,100.0,,,,
Kapitał (fundusz) zapasowy,,,,,1039.57,1039.57,-5.4,0.0,0.0,-3.72,-3.72,-0.09,-3.32,-27.8,-27.8,-30.42,-28.09,0.0,0.0,2.2,2.2,2.2,2.13,-0.06,-0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,42.8,42.8,42.8,0.0,0.0,0.0,-1.36,-1.36,-8.99,-8.99,-7.74,-7.67,9.88,9.88,9.88,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.54,0.54,0.0,0.0,0.0,162.3
Udziały niekontrolujące,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,98.0,,,,200.0,100.0,,-200.0,-400.0,,,-300.0,0.0,0.0,0.0,25.0,0.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,-31.58,-32.14,55.0,10286.36,2767.03,3717.11,2399.19,44.29,18.17,-2.0,-12.39,-26.75,-28.58,-28.1,-28.62,-23.06,-26.25,-23.43,-23.74,-11.3,-3.82,-9.65,4.53,-12.2,-12.42,4.6,-7.77,-10.85,1.9,-13.46,-12.35,-6.43,-16.21,-16.17,31.87,24.94,13.87,10.34,-29.93,-37.67,-32.41,-29.39,-8.84,30.11,47.5,72.97,20.91,14.23,58.45,31.26,44.65,14.24,-31.75,-10.59,-5.43,-0.56,1.74,-3.01,-22.07,-14.49,-27.35,-28.49,-44.25,-45.98,-26.42,-27.78,8.6,56.75
Z tytułu dostaw i usług,,,,,,,,36.79,17.81,39.07,59.95,36.48,-21.85,1.82,-21.77,6.74,-20.64,-50.96,-29.32,-6.73,58.61,31.91,26.37,29.59,4.75,85.94,47.98,-20.95,33.35,-10.19,-40.55,-23.06,-22.57,26.21,59.22,139.87,46.14,26.73,-17.31,-46.32,0.73,11.27,72.88,39.66,81.09,-32.11,-33.12,12.5,-15.27,86.9,11.9,-26.51,-19.81,-42.47,18.96,36.91,40.03,43.39,-17.17,-49.76,-26.91,-36.86,26.27,103.45,4.15,14.58,-42.73,-70.27,-45.37,-68.17,-50.87,143.32
Kredyty i pożyczki,,,,,,,,144.07,-84.19,-86.42,-84.62,-60.88,664.86,772.73,289.13,-1.78,-41.34,-13.54,-7.26,0.0,0.0,1.2,1.2,10.84,11.45,9.52,158.93,830.98,-10.27,265.76,-61.84,-90.37,414.46,-75.33,446.99,553.33,-62.88,180.72,-17.62,-51.58,317.35,276.18,168.45,108.81,64.55,21.33,-62.1,45.5,-59.76,-73.95,30.09,-40.35,88.93,126.35,-19.8,32.14,-43.81,7.97,344.08,99.68,165.91,102.22,-81.23,-59.29,-12.09,-23.05,454.98,504.04,195.63,290.46,150.73,-22.39
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,-1.9,-25.0,3.01,41.38,187.38,221.79,156.2,157.72,36.49,52.19,132.76,2.52,-47.52,-64.66,-85.8,-77.85,-12.74,37.04,62.07,163.89,0.54,6.49,35.11,25.79,8.06,84.26,27.17,7.11,41.29,-11.29,3.41,116.02,94.72,59.32,46.71,-13.2,-24.95,-21.64,-30.2,-15.21,-15.9,10.95,48.25,22.6,54.73,114.8,91.12,95.79,65.93,-16.39,-18.58,-27.94,-58.71,-71.79,-74.14,-74.57,-60.0,-47.79,71.08,34.08,-66.89,75.42,-57.02,-39.17,234.69
Inne zobowiązania długoterminowe,,,,,,,,,4846.15,5390.32,3331.82,-28.36,-32.19,-29.14,-29.01,-29.96,-33.64,-27.53,-18.94,-10.23,-22.12,-24.6,-29.46,-36.02,-17.6,-25.04,16.15,25.54,15.8,20.85,-17.13,-24.07,-10.85,-8.38,-15.76,-2.83,-10.78,-6.95,26.56,26.6,20.47,23.18,-3.97,-9.36,-4.21,-7.81,-1.99,40.44,26.18,44.98,30.91,12.05,25.97,16.35,37.16,0.65,-2.87,30.56,-8.0,15.17,14.77,-19.48,-4.81,-3.34,-19.35,-31.41,-25.24,-33.97,-26.12,2.13,-9.05,-1.31
Zobowiązania krótkoterminowe,,,,,158.46,466.1,564.91,69.21,24.3,-15.43,14.39,13.47,17.94,4.86,-19.62,25.76,-12.11,-23.86,-26.1,-10.33,26.28,-3.36,20.35,10.15,-0.84,44.48,36.1,-3.09,3.82,0.38,-34.07,-27.3,12.88,15.87,67.33,110.24,21.61,22.23,-12.31,-39.48,5.24,24.53,58.33,33.35,53.89,-23.06,-36.51,12.78,-21.81,50.31,24.06,-16.64,12.69,-19.88,27.03,47.3,28.87,20.48,11.29,-39.89,-27.73,-30.58,-24.22,44.83,6.07,5.64,-11.79,-0.92,52.72,51.6,53.1,31.7
Inne zobowiązania krótkoterminowe,,,,,,,,270.57,156.05,-53.73,-33.99,-33.51,89.75,-10.62,-30.79,123.18,-6.5,7.77,-23.88,-12.97,18.25,-3.45,33.89,-37.62,-12.52,-19.14,-20.5,-35.92,-43.88,-4.58,2.89,76.92,62.42,28.62,52.17,-18.79,33.4,-6.05,-11.04,-4.08,-45.53,-0.27,-14.48,-3.5,-26.45,-28.0,-27.76,-8.63,6.44,127.17,91.74,80.79,119.37,11.79,61.24,85.7,88.69,-6.04,9.13,-65.13,-71.75,-69.2,-50.15,103.76,75.26,33.33,-52.91,26.5,173.07,253.7,237.58,50.18
Rozliczenia międzyokresowe,,,,,,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,353.65,379.22,35.08,18.02,14.11,4.55,14.32,5.32,2.86,-3.13,-7.39,7.78,-2.8,-5.51,-10.77,-12.42,-5.53,-6.51,-1.99,5.51,2.05,8.7,11.75,-1.23,0.09,-3.32,-15.48,-17.32,-5.67,-0.44,11.79,31.86,7.58,7.98,-1.56,-15.69,-0.39,5.42,15.31,5.95,15.19,-11.72,-16.86,-5.83,-18.58,7.22,-2.09,-6.27,6.71,-4.74,14.92,25.48,12.97,11.09,3.34,-22.93,-17.01,-19.0,-10.83,11.75,0.51,-0.96,-20.38,-46.43,-32.49,-31.79,-22.11,239.72
Przepływy pieniężne z działalności operacyjnej,,,,,-7767.57,318.34,-1486.67,87.43,88.19,-4.48,208.4,7870.83,388.06,-135.05,347.67,-22.41,-142.69,74.58,8.66,-81.48,27.91,578.95,-80.4,1247.76,-761.95,-78.57,-80.08,-155.73,188.01,-687.18,2810.2,108.99,-124.1,343.45,-126.79,-346.41,206.63,-5.56,358.64,-5.61,-191.19,-102.94,-114.98,436.09,46.02,3796.77,270.27,-108.46,369.12,-30.54,27.38,650.75,-161.15,36.31,46.42,-89.3,390.19,-156.59,-619.57,2858.23,-121.38,17.43,176.95,-121.87,-404.47,-9.86,-250.19,-426.03,103.75,-119.57,93.02,156.66
