,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,352.0,352.0,352.0,352.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,455.0,450.0,437.0,423.0,404.0,390.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,684.0,631.0,353.0,356.0,356.0,329.0,329.0,332.0,332.0,332.0,332.0,1284.0,1278.0,1255.0,1276.0,1379.0,1497.0,1900.0,1783.0,1890.0,1969.0,1442.0,1543.0,1458.0,1554.0,1304.0,1316.0,857.0,841.0,840.0,840.0,652.0
Pozostałe aktywa trwałe,2.0,0.0,0.0,0.0,49.0,104.0,64.0,60.0,1805.0,1935.0,1895.0,418.0,453.0,423.0,586.0,566.0,514.0,805.0,751.0,703.0,592.0,582.0,586.0,843.0,845.0,865.0,848.0,756.0,779.0,820.0,848.0,953.0,914.0,865.0,722.0,767.0,685.0,732.0,890.0,454.0,399.0,452.0,708.0,563.0,517.0,656.0,659.0,702.0,617.0,1129.0,1123.0,924.0,946.0,1159.0,1226.0,992.0,965.0,1253.0,1116.0,1102.0,943.0,880.0,1116.0,1903.0,1796.0,1542.0,1653.0,141.0,138.0,344.0,361.0,406.0
Aktywa obrotowe,4137.0,4711.0,18620.0,20132.0,16947.0,15781.0,14186.0,13586.0,11505.0,13238.0,16346.0,12924.0,11025.0,12016.0,13419.0,14372.0,9735.0,10082.0,10682.0,11397.0,8955.0,8760.0,10470.0,12253.0,8937.0,10351.0,12892.0,12772.0,9829.0,10246.0,9568.0,9254.0,9226.0,11203.0,13338.0,16749.0,11534.0,13476.0,12222.0,11076.0,10610.0,14130.0,16165.0,13373.0,14916.0,11923.0,11979.0,15064.0,12675.0,14967.0,13103.0,11762.0,11523.0,12352.0,15232.0,17153.0,15524.0,15427.0,16881.0,11396.0,11835.0,12348.0,15099.0,14255.0,11826.0,11856.0,9943.0,5352.0,7154.0,6860.0,7550.0,20071.0
Zapasy,1161.0,1341.0,1506.0,2874.0,3195.0,3162.0,4559.0,3996.0,2552.0,3050.0,5120.0,3481.0,2644.0,3149.0,4540.0,1384.0,1424.0,1415.0,1555.0,1216.0,1452.0,1305.0,2562.0,2000.0,2905.0,1834.0,2662.0,2428.0,2630.0,1500.0,1904.0,1339.0,1621.0,1835.0,1589.0,1180.0,2333.0,2225.0,1859.0,2673.0,3142.0,2591.0,2492.0,1497.0,2247.0,1194.0,1133.0,933.0,1131.0,1016.0,696.0,517.0,634.0,921.0,1081.0,856.0,752.0,568.0,603.0,316.0,302.0,228.0,270.0,144.0,88.0,105.0,101.0,90.0,64.0,37.0,37.0,218.0
Należności krótkoterminowe,1277.0,2182.0,1968.0,3523.0,5396.0,6273.0,5920.0,5801.0,5470.0,5834.0,6759.0,6472.0,4646.0,6184.0,6016.0,9027.0,5041.0,5483.0,5960.0,6731.0,4489.0,4532.0,5641.0,5267.0,3601.0,6343.0,8683.0,6629.0,4946.0,6607.0,5486.0,6070.0,5780.0,7333.0,9573.0,14025.0,7912.0,9098.0,7317.0,6708.0,6181.0,10126.0,11979.0,10325.0,10232.0,6855.0,8809.0,11625.0,8968.0,12871.0,10823.0,8326.0,7988.0,8605.0,12215.0,14108.0,11468.0,12011.0,13183.0,7678.0,8556.0,9220.0,11444.0,11010.0,8698.0,9341.0,9080.0,4651.0,5338.0,4964.0,5187.0,11091.0
Inwestycje krótkoterminowe,1612.0,1084.0,14911.0,13321.0,8356.0,6346.0,3707.0,3789.0,3483.0,4354.0,4467.0,2971.0,3735.0,2593.0,2189.0,3720.0,2903.0,2729.0,2857.0,3067.0,2534.0,2545.0,1995.0,4807.0,1996.0,1801.0,1197.0,704.0,1291.0,1126.0,1216.0,1288.0,1337.0,1623.0,1880.0,1338.0,899.0,1842.0,2632.0,1276.0,863.0,969.0,786.0,689.0,1343.0,2323.0,1003.0,1122.0,994.0,755.0,1357.0,1686.0,1618.0,2076.0,1769.0,2085.0,3050.0,2578.0,2545.0,3097.0,2449.0,2420.0,3039.0,2756.0,2654.0,2195.0,583.0,390.0,282.0,786.0,1213.0,8193.0
Środki pieniężne i inne aktywa pieniężne,1612.0,1084.0,14911.0,13321.0,7799.0,5769.0,2833.0,2836.0,2298.0,2213.0,2306.0,2721.0,3479.0,2593.0,2189.0,3720.0,2903.0,2729.0,2857.0,3067.0,2534.0,2545.0,1995.0,4807.0,1996.0,1801.0,1197.0,704.0,1291.0,1126.0,1216.0,1288.0,1337.0,1623.0,1880.0,1338.0,899.0,1842.0,2632.0,1276.0,863.0,880.0,697.0,689.0,1343.0,2323.0,1003.0,1122.0,994.0,550.0,1298.0,1560.0,1519.0,1965.0,1658.0,1974.0,2939.0,2467.0,2434.0,3005.0,2384.0,2383.0,3039.0,2756.0,2654.0,2195.0,583.0,390.0,282.0,786.0,1213.0,8193.0
Pozostałe aktywa obrotowe,87.0,104.0,235.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,674.0,241.0,367.0,455.0,310.0,383.0,480.0,378.0,272.0,179.0,435.0,373.0,350.0,3011.0,962.0,1013.0,962.0,557.0,488.0,412.0,296.0,206.0,390.0,311.0,414.0,419.0,424.0,444.0,908.0,862.0,1094.0,1551.0,1034.0,1384.0,1582.0,325.0,227.0,1233.0,1283.0,750.0,167.0,104.0,254.0,270.0,550.0,305.0,528.0,480.0,346.0,345.0,386.0,215.0,179.0,221.0,1470.0,1073.0,1113.0,569.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,4647.0,5255.0,19208.0,21558.0,21081.0,25183.0,25947.0,25443.0,24056.0,26328.0,29663.0,26797.0,24743.0,25503.0,27470.0,28882.0,24051.0,24098.0,24512.0,25296.0,22721.0,22529.0,24024.0,26689.0,23186.0,24489.0,26847.0,26361.0,23207.0,23676.0,22690.0,21796.0,21892.0,23571.0,25366.0,28740.0,23551.0,25451.0,24970.0,24231.0,23460.0,26831.0,28794.0,25672.0,27024.0,23686.0,23938.0,24175.0,22002.0,25396.0,23438.0,22660.0,23478.0,24192.0,26936.0,28433.0,26522.0,26874.0,27835.0,21913.0,22011.0,21767.0,24820.0,24488.0,22123.0,21557.0,19762.0,13118.0,14936.0,14705.0,15392.0,44564.0
Kapitał własny akcjonariuszy jednostki dominującej,3409.0,3956.0,17971.0,18150.0,18123.0,18437.0,18473.0,17473.0,17897.0,17792.0,18175.0,17064.0,17473.0,16751.0,18012.0,18373.0,18169.0,17555.0,17591.0,16230.0,16450.0,16616.0,16549.0,17047.0,17017.0,16793.0,17139.0,17165.0,17055.0,15891.0,15885.0,14876.0,15101.0,14987.0,15117.0,15693.0,15819.0,15450.0,15430.0,15559.0,15219.0,14525.0,15138.0,15175.0,15490.0,14293.0,14948.0,12174.0,12360.0,11088.0,12318.0,12278.0,12006.0,11989.0,12586.0,13602.0,13012.0,12762.0,12172.0,12370.0,11825.0,11503.0,12913.0,11608.0,11806.0,11276.0,9699.0,968.0,19.0,53.0,322.0,28379.0
Kapitał (fundusz) podstawowy,1486.0,1486.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2686.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,2735.0,6956.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,513.0,-513.0,-513.0,-513.0,-513.0,-513.0,-513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,1155.0,1155.0,13914.0,13162.0,13162.0,13162.0,13162.0,13162.0,13162.0,12673.0,12673.0,13150.0,12725.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9351.0,9351.0,9351.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,9345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13164.0,13164.0,12145.0,12145.0,12145.0,12154.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13345.0,13417.0,13417.0,13417.0,13417.0,13417.0,13417.0,13417.0,35193.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,11.0,7.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-3.0,-3.0,-3.0,-4.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,133.0,112.0,80.0,22.0,91.0,76.0,124.0,2285.0,2609.0,2901.0,3099.0,3297.0,3083.0,2843.0,2715.0,2415.0,2202.0,2044.0,1938.0,1858.0,1624.0,1565.0,1478.0,1648.0,1562.0,1414.0,1545.0,1447.0,1368.0,1479.0,1425.0,1290.0,1394.0,1280.0,1249.0,1207.0,1168.0,1073.0,1647.0,1508.0,1330.0,1184.0,1154.0,940.0,899.0,836.0,1052.0,1223.0,1326.0,1446.0,1272.0,1397.0,2101.0,1898.0,1840.0,1596.0,1434.0,1697.0,1740.0,1587.0,1459.0,1646.0,1356.0,1357.0,1060.0,1177.0,756.0,733.0,780.0,850.0,821.0,1149.0
Z tytułu dostaw i usług,0.0,0.0,0.0,2669.0,2179.0,2726.0,3868.0,3651.0,2567.0,3791.0,6187.0,4983.0,2006.0,3860.0,4840.0,5319.0,1592.0,1893.0,3421.0,4961.0,2525.0,2497.0,4323.0,6429.0,2645.0,4643.0,6397.0,5082.0,3527.0,4170.0,3803.0,3910.0,2731.0,5263.0,6055.0,9379.0,3991.0,6670.0,5007.0,5035.0,4020.0,7422.0,8656.0,7032.0,7280.0,5039.0,5789.0,7911.0,6168.0,9418.0,6478.0,5814.0,4946.0,5418.0,7706.0,7960.0,6926.0,7769.0,6383.0,3999.0,5062.0,4905.0,8060.0,8136.0,5272.0,5620.0,4616.0,2419.0,2880.0,1789.0,2268.0,5886.0
