,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Koszty finansowe,0.0,0.0,0.0,77.0,8.0,8.0,-3.0,0.0,10.0,22.0,8.0,51.0,4.0,23.0,19.0,23.0,27.0,99.0,157.0,189.0,48.0,176.0,222.0,-107.0,178.0,380.0,471.0,914.0,1057.0,3648.0,-454.0,909.0,687.0,-448.0,2311.0,-1437.0,3650.0,-1401.0,-816.0,236.0,3120.0,-2009.0,-163.0,423.0,620.0,536.0,241.0,5065.0,1785.0,2444.0,197.0,1594.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,-576.0,-19.0,137.0,-810.0,-264.0,-494.0,-291.0,-1125.0,-333.0,-1254.0,-852.0,-1439.0,-695.0,-1042.0,-1160.0,-1557.0,-1398.0,-687.0,-2261.0,-177.0,-2047.0,-2510.0,-1967.0,-49302.0,-12851.0,-12518.0,-13231.0,-19287.0,-14349.0,-26833.0,-11104.0,-16584.0,-14985.0,-16711.0,-16733.0,-15309.0,-19845.0,-10984.0,-9119.0,-15824.0,-17075.0,-2497.0,-15631.0,24948.0,7442.0,5118.0,-5061.0,14541.0,16469.0,15245.0,10855.0,7326.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-576.0,-19.0,137.0,-810.0,-264.0,-494.0,-291.0,-1125.0,-333.0,-1254.0,-852.0,-1439.0,-695.0,-1042.0,-1160.0,-1557.0,-1398.0,-687.0,-2261.0,-177.0,-2047.0,-2510.0,-1967.0,-49302.0,-12851.0,-12518.0,-13231.0,-19287.0,-14349.0,-26833.0,-11104.0,-16584.0,-14985.0,-16711.0,-16733.0,-15309.0,-19845.0,-10984.0,-9119.0,-15824.0,-17075.0,-2497.0,-15631.0,24948.0,7442.0,5118.0,-5061.0,14541.0,16469.0,15245.0,10855.0,7326.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-578.0,-19.0,117.0,-874.0,-266.0,-499.0,-294.0,-1062.0,-336.0,-1236.0,-853.0,-1466.0,-702.0,-1064.0,-1165.0,-1530.0,-1398.0,-590.0,-2336.0,-273.0,-2121.0,-2509.0,-1894.0,-49302.0,-12851.0,-12518.0,-13231.0,-19287.0,-14349.0,-26833.0,-11104.0,-16584.0,-14985.0,-16711.0,-16733.0,-15309.0,-19845.0,-10984.0,-9119.0,-15824.0,-17075.0,-2497.0,-15631.0,37106.0,7442.0,5118.0,-5061.0,15693.0,16470.0,15244.0,10855.0,-1300.0
Zysk netto akcjonariuszy jednostki dominującej,-578.0,-19.0,117.0,-874.0,-266.0,-499.0,-294.0,-1062.0,-336.0,-1236.0,-853.0,-1466.0,-702.0,-1064.0,-1165.0,-1530.0,-1398.0,-590.0,-2336.0,-273.0,-2121.0,-2509.0,-1894.0,-49302.0,-12851.0,-12518.0,-13231.0,-19287.0,-14349.0,-26833.0,-11104.0,-16584.0,-14985.0,-16711.0,-16733.0,-15309.0,-19845.0,-10984.0,-9119.0,-15824.0,-17075.0,-2497.0,-15631.0,37106.0,7442.0,5118.0,-5061.0,15693.0,16470.0,15244.0,10855.0,-1300.0
Aktywa trwałe,3479.0,4817.0,5348.0,16650.0,18102.0,28404.0,28908.0,33267.0,35763.0,39009.0,54889.0,63687.0,74073.0,95248.0,114134.0,133330.0,143120.0,154038.0,170005.0,181142.0,187647.0,197314.0,208504.0,68217.0,67780.0,71276.0,71750.0,72470.0,72000.0,71142.0,71250.0,72555.0,73474.0,73335.0,71846.0,73246.0,72020.0,70778.0,68545.0,66546.0,65614.0,71142.0,79402.0,101847.0,102852.0,102022.0,103169.0,103991.0,103323.0,107268.0,116972.0,117804.0
Wartości niematerialne i prawne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,1376.0,1299.0,1185.0,1071.0,953.0,930.0,869.0,811.0,850.0,863.0,790.0,741.0,684.0,771.0,575.0,493.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,5214.0,5655.0,7773.0,7195.0,7178.0,6957.0,7763.0,13155.0,19054.0,25551.0,40091.0,52308.0,63259.0,65583.0,71838.0,71158.0,72055.0,70765.0,69517.0,68098.0,68107.0,67670.0,70997.0,71467.0,72276.0,71806.0,70945.0,71054.0,72445.0,73364.0,73335.0,71846.0,71688.0,70534.0,69284.0,67165.0,65280.0,64466.0,70006.0,78327.0,88672.0,89638.0,88787.0,90005.0,89720.0,89104.0,92928.0,102824.0,112358.0
Należności długoterminowe,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,116.0,110.0,110.0,110.0,110.0,110.0,110.0,279.0,283.0,194.0,194.0,197.0,196.0,110.0,110.0,0.0,0.0,110.0,110.0,195.0,195.0,195.0,195.0,206.0,206.0,206.0,206.0,214.0,216.0,220.0,225.0,259.0,264.0,268.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,11326.0,12337.0,20521.0,21603.0,25979.0,28696.0,31136.0,41624.0,44523.0,48412.0,55047.0,61716.0,70071.0,77537.0,82200.0,98731.0,108977.0,116772.0,127674.0,140254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12158.0,12158.0,12158.0,12158.0,13310.0,13310.0,13310.0,13309.0,4685.0
Aktywa obrotowe,21385.0,21020.0,21499.0,10292.0,7854.0,4237.0,7662.0,6391.0,2575.0,34032.0,17834.0,11781.0,5065.0,26494.0,31636.0,14786.0,11474.0,9797.0,7925.0,12405.0,10169.0,6401.0,6688.0,23030.0,22001.0,37454.0,18394.0,9975.0,189202.0,99931.0,83011.0,72162.0,54817.0,44619.0,35749.0,40299.0,27623.0,16260.0,12071.0,11775.0,147728.0,156276.0,112718.0,82390.0,64978.0,52436.0,111275.0,82184.0,95271.0,67455.0,113468.0,90450.0
Zapasy,61.0,61.0,66.0,49.0,41.0,48.0,32.0,98.0,99.0,78.0,77.0,1072.0,843.0,3120.0,5480.0,4563.0,4533.0,7074.0,1903.0,3119.0,3119.0,3119.0,3119.0,4232.0,6221.0,7508.0,8722.0,7159.0,8769.0,9590.0,9579.0,10298.0,10322.0,8950.0,7866.0,8806.0,7856.0,6061.0,6062.0,5976.0,4288.0,11913.0,19405.0,8445.0,9024.0,7088.0,6844.0,8477.0,8200.0,7639.0,7749.0,6843.0
Należności krótkoterminowe,990.0,2080.0,1811.0,1743.0,1647.0,2446.0,2061.0,1216.0,1719.0,1720.0,6942.0,6611.0,3493.0,4373.0,6180.0,2459.0,4943.0,1722.0,4201.0,2693.0,2693.0,1797.0,2911.0,3831.0,2514.0,4760.0,4894.0,1649.0,3698.0,21974.0,5097.0,2606.0,2948.0,4313.0,3144.0,2841.0,3427.0,1546.0,2369.0,2641.0,137120.0,66633.0,7284.0,18724.0,31200.0,17517.0,88851.0,14268.0,9388.0,14046.0,18949.0,32659.0
Inwestycje krótkoterminowe,18337.0,15342.0,12863.0,8235.0,5972.0,1295.0,5296.0,4499.0,372.0,31783.0,10561.0,3606.0,43.0,17621.0,18713.0,6953.0,1175.0,46.0,1541.0,6074.0,3709.0,915.0,64.0,14826.0,13017.0,25019.0,2355.0,1038.0,173338.0,68097.0,67990.0,58418.0,40701.0,30810.0,23880.0,27970.0,15620.0,8174.0,2882.0,2395.0,3404.0,77301.0,85078.0,48707.0,18114.0,22299.0,10632.0,53638.0,69465.0,38468.0,83518.0,47817.0
Środki pieniężne i inne aktywa pieniężne,18337.0,15342.0,12863.0,8235.0,5972.0,1295.0,5296.0,4499.0,372.0,31783.0,10561.0,3606.0,43.0,17621.0,18713.0,6953.0,1175.0,46.0,1541.0,6074.0,3709.0,915.0,64.0,14826.0,13017.0,25019.0,2355.0,1038.0,173338.0,68097.0,67990.0,58418.0,40701.0,30810.0,23880.0,27970.0,15620.0,8174.0,2882.0,2395.0,3404.0,77301.0,85078.0,48707.0,18114.0,22299.0,10632.0,53638.0,69465.0,38468.0,83518.0,47817.0
Pozostałe aktywa obrotowe,1997.0,3537.0,6759.0,265.0,194.0,448.0,273.0,578.0,385.0,451.0,254.0,492.0,686.0,1380.0,1263.0,811.0,823.0,955.0,280.0,519.0,648.0,570.0,594.0,141.0,249.0,167.0,2423.0,129.0,3397.0,270.0,345.0,840.0,846.0,546.0,859.0,682.0,720.0,479.0,758.0,763.0,2916.0,429.0,951.0,6514.0,6640.0,5532.0,4948.0,5801.0,8218.0,7302.0,3208.0,3131.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
Aktywa razem,24864.0,25837.0,26847.0,26942.0,25956.0,32641.0,36570.0,39658.0,38338.0,73041.0,72723.0,75468.0,79138.0,121742.0,145770.0,148116.0,154594.0,163835.0,177930.0,193547.0,197816.0,203715.0,215192.0,91247.0,89781.0,108730.0,90144.0,82445.0,261202.0,171073.0,154261.0,144717.0,128291.0,117954.0,107595.0,113545.0,99643.0,87038.0,80616.0,78321.0,213342.0,227418.0,192120.0,184237.0,167830.0,154458.0,214444.0,186175.0,198594.0,174723.0,230440.0,208254.0
Kapitał własny akcjonariuszy jednostki dominującej,21142.0,21121.0,21239.0,20365.0,20099.0,19599.0,19305.0,18244.0,17907.0,54373.0,53520.0,52055.0,51354.0,81578.0,80404.0,99784.0,98386.0,97796.0,95460.0,127636.0,125515.0,137105.0,135212.0,3729.0,-9122.0,-21640.0,-34871.0,-54158.0,-68507.0,69113.0,58009.0,42139.0,27129.0,10430.0,-6289.0,-21580.0,-41441.0,-52433.0,-61542.0,-77388.0,39293.0,31827.0,16201.0,53313.0,60757.0,65876.0,60814.0,76507.0,92977.0,108221.0,119076.0,117776.0
Kapitał (fundusz) podstawowy,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,950.0,950.0,950.0,950.0,1029.0,1029.0,1080.0,1080.0,1080.0,1080.0,1116.0,1116.0,1150.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1372.0,1372.0,1372.0,1372.0,1372.0,1372.0,1372.0,1372.0,1373.0,1373.0,1373.0,1373.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,21278.0,21278.0,21278.0,19924.0,19924.0,19924.0,55245.0,55245.0,55245.0,55245.0,82565.0,82555.0,103414.0,103414.0,98953.0,98953.0,115386.0,115386.0,126735.0,140805.0,140805.0,140805.0,2549.0,2549.0,2549.0,2549.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,108923.0,237443.0,237443.0,237443.0,237443.0,237443.0,237443.0,237443.0,237443.0,260635.0,260635.0,260635.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,39.0,39.0,39.0,20.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,52.0,155.0,155.0,138.0,99.0,14060.0,14570.0,14461.0,15236.0,16233.0,15738.0,33562.0,32881.0,36069.0,35216.0,42313.0,45487.0,48743.0,47745.0,49343.0,49873.0,51138.0,50865.0,57376.0,57443.0,34787.0,35993.0,36195.0,40052.0,35365.0,35053.0,34635.0,34961.0,35156.0
Z tytułu dostaw i usług,0.0,0.0,0.0,1294.0,0.0,0.0,0.0,3617.0,0.0,0.0,0.0,1414.0,0.0,0.0,0.0,4468.0,0.0,0.0,0.0,11645.0,0.0,0.0,0.0,13697.0,14509.0,20309.0,16910.0,18495.0,20335.0,18937.0,14724.0,16770.0,15358.0,15506.0,15714.0,20908.0,23895.0,23127.0,20445.0,18124.0,27096.0,15245.0,16104.0,23242.0,11007.0,19947.0,40469.0,12812.0,11513.0,3532.0,4436.0,7941.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,25000.0,52577.0,50581.0,60910.0,253314.0,835.0,907.0,900.0,879.0,935.0,854.0,15810.0,15798.0,15481.0,21799.0,31180.0,18716.0,15573.0,15515.0,15250.0,15322.0,15129.0,10132.0,136.0,132.0,135.0,47392.0,31303.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,39.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,172.0,153.0,742.0,518.0,955.0,971.0,1235.0,1155.0,1324.0,1329.0,1567.0,1582.0,2115.0,2058.0,2139.0,1929.0,2358.0,1958.0,2004.0,1856.0,955.0,1193.0,2008.0,1976.0,1846.0,945.0,334.0,1678.0,1543.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14012.0,13516.0,13045.0,12556.0,12067.0,11578.0,29762.0,29266.0,32656.0,32266.0,38871.0,42502.0,44728.0,44235.0,45962.0,47043.0,47995.0,48037.0,54531.0,54483.0,32159.0,32680.0,33580.0,35493.0,31172.0,31115.0,31059.0,31201.0,32208.0
Zobowiązania krótkoterminowe,302.0,1300.0,924.0,1484.0,826.0,345.0,352.0,3708.0,4678.0,887.0,673.0,3723.0,7945.0,8138.0,31782.0,7691.0,14824.0,22308.0,26037.0,12219.0,22376.0,16182.0,29821.0,73458.0,84333.0,115909.0,109779.0,120370.0,313971.0,68398.0,63371.0,66509.0,65946.0,65211.0,68397.0,86382.0,93339.0,90128.0,92285.0,104571.0,123184.0,138215.0,118476.0,96137.0,71080.0,52387.0,113578.0,74303.0,70564.0,31867.0,76403.0,55322.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,151.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2309.0,0.0,0.0,0.0,3191.0,0.0,0.0,0.0,419.0,0.0,0.0,0.0,47089.0,44671.0,42281.0,41770.0,40010.0,39351.0,47391.0,46585.0,47515.0,48380.0,47203.0,50247.0,47549.0,51588.0,49381.0,48112.0,52909.0,75414.0,105393.0,85001.0,56690.0,43558.0,15303.0,61001.0,59509.0,57974.0,27866.0,22897.0,14535.0
Rozliczenia międzyokresowe,3381.0,3377.0,4645.0,5073.0,5012.0,12678.0,16894.0,17706.0,15753.0,17781.0,18530.0,19690.0,19839.0,32026.0,33584.0,40577.0,41320.0,43667.0,56381.0,53537.0,49770.0,50290.0,50060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,24864.0,25837.0,26847.0,26942.0,25956.0,32641.0,36570.0,39658.0,38338.0,73041.0,72723.0,75468.0,79138.0,121742.0,145770.0,148116.0,154594.0,163835.0,177930.0,193547.0,197816.0,203715.0,215192.0,91247.0,89781.0,108730.0,90144.0,82445.0,261202.0,171073.0,154261.0,144717.0,128291.0,117954.0,107595.0,113545.0,99643.0,87038.0,80616.0,78321.0,213342.0,227418.0,192120.0,184237.0,167830.0,154458.0,214444.0,186175.0,198594.0,174723.0,230440.0,208254.0
Przepływy pieniężne z działalności operacyjnej,0.0,0.0,0.0,-11737.0,-1770.0,-7778.0,-2672.0,-1295.0,-3231.0,-1662.0,-19969.0,-2727.0,1445.0,-8867.0,-9825.0,-7139.0,-4311.0,-2807.0,-14536.0,-12315.0,-10747.0,-8752.0,-3690.0,7968.0,-12106.0,-11240.0,-20245.0,-10536.0,-18804.0,-15410.0,1488.0,-6212.0,-13601.0,-5723.0,-5429.0,-9002.0,-10400.0,-5213.0,-10424.0,-9202.0,14480.0,-43877.0,18402.0,-21915.0,-27188.0,6645.0,-3711.0,63093.0,17551.0,-24923.0,6499.0,-1460.0
Amortyzacja,103.0,139.0,221.0,255.0,223.0,244.0,247.0,251.0,250.0,263.0,271.0,287.0,275.0,276.0,293.0,292.0,293.0,754.0,1593.0,1638.0,1630.0,1633.0,1592.0,2084.0,1769.0,1912.0,2129.0,2235.0,2251.0,2865.0,2716.0,2830.0,2703.0,2813.0,2771.0,2823.0,2667.0,2610.0,2268.0,2284.0,2182.0,2145.0,2114.0,2405.0,2533.0,2524.0,2010.0,1910.0,1790.0,1719.0,1976.0,1715.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,0.0,-3502.0,-486.0,-2649.0,331.0,-251.0,-30.0,-1078.0,-5658.0,-4207.0,-5008.0,-16431.0,-11629.0,-11286.0,-1728.0,-6066.0,-2745.0,-2088.0,-340.0,-398.0,-202.0,-1551.0,-1906.0,-1181.0,-2284.0,-1740.0,-726.0,-1636.0,-1246.0,-3159.0,-3637.0,-3404.0,-837.0,-1281.0,-1140.0,-1527.0,-647.0,309.0,-14.0,-7963.0,-9801.0,-13505.0,-2393.0,-1685.0,-2455.0,-9531.0,-1120.0,-5545.0,-12277.0,-19040.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,3502.0,486.0,2649.0,-331.0,144.0,30.0,1078.0,5634.0,3306.0,890.0,9448.0,17457.0,12062.0,1728.0,6066.0,2745.0,2088.0,340.0,398.0,202.0,1551.0,1906.0,1012.0,2280.0,1913.0,726.0,1633.0,1247.0,3245.0,3666.0,3404.0,862.0,1281.0,1156.0,1527.0,647.0,31.0,14.0,7963.0,10120.0,13518.0,2918.0,1685.0,2455.0,9673.0,1120.0,5545.0,12277.0,19055.0
Przepływy pieniężne z działalności finansowej,0.0,0.0,0.0,6005.0,-5.0,7806.0,4286.0,746.0,-864.0,39716.0,-1161.0,-16.0,0.0,42876.0,22546.0,6666.0,268.0,7743.0,18771.0,18934.0,8723.0,6356.0,3040.0,8345.0,12203.0,24424.0,791.0,10032.0,191961.0,-88326.0,-349.0,-200.0,-479.0,-764.0,-664.0,14373.0,-810.0,-706.0,-16.0,14201.0,-13457.0,125737.0,-824.0,-951.0,-1012.0,-775.0,-5501.0,-10556.0,-604.0,-529.0,50828.0,-15201.0
