,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Koszty finansowe,,,,,84.26,-10.98,111.99,414.15,83.63,154.07,-83.73,-64.84,99.03,-87.6,1889.52,92.62,77.7,323.33,-24.75,3.98,-33.7,154.82,-36.86,126.5,-61.94,38.05,-14.16,-62.17,244.19,-77.5,117.55,-82.14,13.41,377.99,-15.03,1177.73,86.23,-217.62,-96.03,-8.86,-87.47,93.56,1894.4,13.74,238.97,1456.7,-2.09,11.15,100.98,-25.84,9.63,-2.04,-13.49,-7.17,-24.81,-2.4,12.76,98.49,155.52,132.87,62.63,172.2,27.45,104.13
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,-250.0,0.0,66.67,-100.0,33.33,0.0,-100.0,0.0,-2850.0,-10933.33,-50.0,25.0,-191.53,311.48,12166.67,-8066.67,-6.98,942.71,719.06,1833.47,-1797.83,47.54,-81.75,-78.93,71.42,-69.21,-20.52,258.1,540.88,-146.11,-135.81,-119.75,7.14,5.89,4503.25,126.7,-134.54,314.38,-92.66,-1583.43,-80.59,-287.94,-162.85,125.41,-55.75,-76.41
Zysk z działalności gospodarczej,,,,,-26.4,-50.15,-60.03,5.96,-3.47,18.31,94.61,0.64,-46.1,-2.3,-39.33,62.09,6.84,-45.63,36.35,-84.24,5.99,116.85,7.35,135.71,50.36,-3.13,-3.78,51.89,31.01,16.5,28.68,-29.02,12.35,50.51,19.11,83.7,-36.44,39.75,-15.33,-0.96,438.0,-57.54,-69.67,-74.75,-89.34,28.87,568.51,214.18,46.74,34.03,56.76,14.47,197.99,-21.22,-50.55,166.49,53.53,245.51,-0.51,-167.35,-63.76,-81.36,-340.65,-675.78
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-26.4,-50.15,-60.03,5.96,-3.47,18.31,94.61,0.64,-46.1,-2.3,-39.33,62.09,6.84,-45.63,36.35,-84.24,5.99,116.85,7.35,135.71,50.36,-3.13,-3.78,51.89,31.01,16.5,28.68,-29.02,12.35,50.51,19.11,83.7,-36.44,39.75,-15.33,-0.96,438.0,-57.54,-69.67,-74.75,-89.34,28.87,568.51,214.18,46.74,34.03,56.76,14.47,197.99,-21.22,-50.55,166.49,53.53,245.51,-0.51,-167.35,-63.76,-81.36,-340.65,-675.78
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-42.05,-43.57,-53.78,-10.76,5.59,19.56,88.01,13.5,-44.1,-14.23,-38.41,42.44,13.27,58.36,4.95,-66.65,12.9,-32.99,12.72,22.55,9.94,7.85,16.5,74.39,57.43,13.7,12.1,-8.68,9.6,68.68,32.71,35.84,1.68,5.14,9.09,-68.33,255.25,-40.26,-72.39,-79.24,-89.22,-10.54,446.94,1421.66,62.8,40.69,51.66,-31.93,195.32,-10.48,-55.11,232.96,53.59,269.4,23.18,-180.44,-70.63,-80.05,-337.79,-686.67
Zysk netto akcjonariuszy jednostki dominującej,,,,,-42.05,-43.57,-53.78,-10.77,5.59,19.76,87.95,13.76,-40.16,-15.3,-40.07,42.16,5.94,60.21,7.67,-65.66,12.77,-40.34,9.06,-32.51,3.81,25.46,20.64,207.56,66.72,9.72,12.1,-8.68,9.6,68.68,32.71,31.13,1.68,5.14,9.09,-67.19,255.25,-40.26,-72.39,-121.94,-89.91,-8.24,412.54,1556.91,69.05,26.36,60.75,-23.97,210.43,0.52,-68.08,37.96,-2.81,127.81,-65.54,-288.39,-56.08,-42.88,-2063.04,-598.73
Aktywa trwałe,,,,,119.56,131.83,88.97,72.5,26.61,6.02,13.02,25.73,14.37,17.15,32.15,11.86,9.26,5.87,-5.51,5.03,2.49,17.6,25.25,35.14,37.13,24.21,23.98,18.89,10.4,10.2,20.27,21.78,41.49,38.44,22.52,6.96,-7.51,-10.17,-14.32,-1.83,10.27,14.62,10.1,2.08,-6.87,3.14,10.44,9.65,14.13,15.76,6.59,19.4,21.52,13.24,22.98,12.29,12.22,24.75,27.27,21.32,18.47,1.43,-1.74,-12.53
Wartości niematerialne i prawne,,,,,414.61,571.53,445.66,393.58,64.9,22.73,30.26,74.48,33.51,34.28,35.31,-29.12,-29.11,-46.66,-46.54,-3.56,-4.21,28.59,-1.67,-2.11,65.92,-1.61,0.31,-20.77,-51.52,-14.51,75.1,32.37,175.64,143.21,54.15,114.6,2.01,11.59,13.28,21.81,20.83,21.47,22.18,17.13,17.47,2.79,0.65,-7.25,-8.73,3.23,2.25,-2.24,-2.88,-4.4,-3.31,-0.55,1.22,0.53,-1.02,-2.15,-3.9,-3.56,-3.55,3.04
Rzeczowe składniki majątku trwałego,,,,,128.19,443.7,453.61,121.35,163.27,9.63,7.7,18.6,12.12,8.69,8.69,-1.02,-1.35,-1.92,0.64,-1.92,-2.4,-3.56,-6.45,15.87,17.94,18.35,18.85,-1.08,-1.75,0.07,10.42,17.3,16.03,15.34,3.9,2.59,3.54,3.09,2.73,11.69,17.19,20.32,21.46,7.84,6.32,10.28,24.57,25.28,20.88,18.1,6.0,9.14,11.68,14.24,12.81,9.96,10.55,7.66,7.62,7.87,7.05,1.92,0.44,-3.6
Należności długoterminowe,,,,,,,,,,,,,,,,,104.57,80.38,51.08,27.38,-74.77,60.77,22.58,9.63,356.0,-64.0,-5.95,42.79,67.73,248.35,63.01,40.78,39.19,21.76,15.82,20.12,-11.94,21.18,24.86,15.76,47.55,21.62,0.25,-5.05,-9.06,-16.49,-7.02,-27.09,-23.37,-11.97,-36.56,-10.58,-12.78,-21.89,4.89,-7.21,-76.48,-71.94,-71.6,-71.15,7.48,2.08,13.19,52.76
Inwestycje długoterminowe,,,,,0.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,,,,,-1.9,-5.01,89.63,0.61,-0.86,-100.0,-15.4,72.54,1032.91,,918.25,952.15,61.18,0.51,-25.85,-6.36,15.2,92.22,83.37,36.7,-60.5,-66.74,-54.9,-66.54,34.0,98.94,41.7,47.93,-32.68,-66.43,6.47,19.67,67.47,188.39,65.95,72.54,134.57,131.11,41.37,68.44,35.69,55.87,101.56,64.83,55.39,22.9,-9.83,0.67,-52.71
Pozostałe aktywa trwałe,,,,,100.95,-4.2,-37.46,-11.24,-42.04,-6.58,21.49,11.07,-28.39,-17.45,25.59,13.93,34.27,23.3,-23.76,15.18,76.51,47.23,117.3,15.16,-36.45,1.45,-32.33,23.26,46.73,17.31,37.63,22.3,26.69,37.73,37.27,59.83,37.8,-13.57,-21.65,-46.47,-42.89,-18.33,-18.34,13.19,2.75,10.24,-2.75,2.4,8.26,4.01,5.9,5.87,7.59,14.09,21.05,3.61,11.85,15.07,86.93,65.08,52.65,35.46,-10.42,34.46
Aktywa obrotowe,,,,,44.31,-12.66,0.78,-11.33,6.02,43.21,44.47,40.48,59.5,36.07,43.6,46.44,3.3,19.44,8.25,13.13,28.36,-1.38,-5.02,-13.42,-10.65,-2.63,15.29,20.82,18.61,18.7,12.14,12.65,-1.18,-5.54,3.51,51.77,54.77,59.81,41.35,-7.45,-9.46,-10.57,-12.09,-6.51,16.45,16.97,10.78,17.43,7.66,1.52,3.02,8.62,6.98,19.2,39.1,28.39,29.04,27.63,15.37,17.9,11.3,3.87,7.64,3.14
Zapasy,,,,,281.41,162.83,126.94,-0.67,-17.72,6.53,-10.95,-1.69,42.47,4.23,24.32,13.41,-6.94,1.43,-11.04,5.24,-2.39,-9.18,8.07,-7.26,-5.0,-5.07,4.41,-2.31,31.89,35.41,7.3,35.47,2.85,-13.66,2.34,56.34,70.69,103.58,106.41,-11.98,-27.48,-30.48,-33.72,12.57,41.16,55.16,29.82,16.02,11.11,0.14,0.6,17.34,24.57,40.68,71.62,32.64,31.91,36.83,7.59,33.66,8.1,-16.03,1.56,-15.75
Należności krótkoterminowe,,,,,-19.56,-41.71,-16.7,29.26,99.12,125.94,148.23,113.64,80.57,63.23,81.73,85.15,9.26,26.49,14.81,10.92,9.24,-9.44,-11.47,-30.14,-4.86,-5.84,-5.43,22.98,28.23,23.34,29.65,9.11,-7.7,4.18,9.0,63.71,48.06,32.18,19.1,-8.92,8.07,9.22,8.71,5.16,-31.54,-20.75,-9.2,-12.54,25.83,0.64,-10.1,-0.82,0.62,26.49,31.78,42.45,48.24,43.12,51.56,40.46,30.2,22.22,8.74,-18.8
Inwestycje krótkoterminowe,,,,,20.99,-69.45,-71.85,-70.31,-65.98,-11.14,86.15,55.67,95.34,108.88,-21.95,56.51,-1.75,17.83,46.4,-18.58,248.3,47.38,-32.86,152.21,-19.47,22.35,345.75,47.7,-20.51,-14.84,-18.54,-0.06,32.03,-16.47,-10.47,25.21,45.96,108.24,24.35,7.54,-29.14,-31.67,-33.29,-52.12,215.53,123.02,89.2,161.73,-16.78,4.6,49.42,14.9,-3.72,-15.76,14.08,4.78,-10.7,-28.11,-50.38,-46.88,-37.27,-7.33,26.31,179.94
Środki pieniężne i inne aktywa pieniężne,,,,,20.99,-65.15,-72.29,-70.97,-66.24,-12.32,87.54,59.21,80.64,100.29,-35.08,48.58,-5.54,18.38,52.11,-14.62,227.28,53.61,-25.02,147.56,-3.13,15.27,329.48,39.28,-34.02,-11.9,-16.27,3.05,9.84,-40.46,-31.1,15.51,60.97,146.42,33.26,10.19,-31.72,-34.77,-46.18,-66.02,79.29,134.55,102.68,217.49,51.3,9.71,84.52,48.04,26.27,-3.66,35.14,2.8,-13.33,-30.56,-52.98,-49.18,-40.15,-9.89,26.32,125.49
Pozostałe aktywa obrotowe,,,,,-49.93,26.1,-36.56,26.13,46.69,74.15,22.03,2.09,-54.64,-75.08,-45.6,-72.9,48.78,202.77,-16.59,554.81,272.52,60.32,216.95,-73.37,-52.26,-50.82,-56.56,-20.14,-31.5,53.47,-20.91,33.39,-70.83,-70.5,-42.94,31.58,106.77,41.12,45.56,-76.3,-39.85,-41.35,-54.56,-15.91,-11.6,45.22,47.93,36.6,21.5,6.99,25.96,-74.93,-100.0,-100.0,-100.0,-100.0,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,-92.06,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktywa razem,,,,,57.03,5.46,14.54,1.68,10.89,32.96,36.37,36.6,47.32,31.91,41.16,38.05,4.55,16.79,5.51,11.54,22.7,1.98,0.39,-4.44,-1.92,2.85,17.23,20.31,16.51,16.6,14.06,15.01,9.15,4.71,8.24,39.5,35.22,38.26,25.67,-6.27,-5.23,-5.53,-7.83,-4.62,10.62,13.62,10.7,15.6,9.02,4.66,3.84,11.03,10.18,17.75,35.31,24.53,24.95,26.96,17.91,18.64,12.87,3.31,5.48,-0.32
Kapitał własny akcjonariuszy jednostki dominującej,,,,,370.91,22.38,16.17,6.35,11.95,15.84,19.25,26.79,18.37,13.96,10.75,12.9,12.71,14.22,12.49,7.13,7.34,6.53,6.82,6.78,5.98,6.56,7.12,10.6,14.15,11.59,10.77,8.44,7.54,5.65,10.87,7.54,8.12,12.32,6.46,8.91,10.97,7.35,7.81,1.87,-3.58,-4.94,-2.24,4.77,1.13,4.39,7.49,1.81,4.93,11.06,4.03,11.9,14.6,8.64,5.25,-2.08,-2.41,-6.12,-14.15,-54.69
Kapitał (fundusz) podstawowy,,,,,24.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.29,0.0,0.0,0.0,0.5,0.5,1.18,1.18,2.57,2.57,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,1826.05,38.98,38.44,37.9,39.76,14.36,14.92,14.34,12.94,18.09,17.69,18.05,17.95,7.61,14.42,14.66,13.28,7.07,1.02,1.89,2.42,22.28,21.28,20.24,22.93,7.95,7.07,6.69,6.2,1.0,5.43,2.32,2.94,10.59,4.5,-5.45,-8.52,-11.68,-8.6,5.71,6.76,7.04,5.21,4.03,-1.14,9.55,10.35,-71.15,-69.45,-73.87,-73.84,0.0,0.0,2.8,2.8,2.8,2.8,0.0,2.99,2.99
Udziały niekontrolujące,,,,,,200.0,0.0,0.0,56000.0,55200.0,55400.0,53400.0,-31.73,-22.78,-72.61,-71.96,-61.62,-42.86,1625.66,1688.67,1886.39,1192.62,23.14,92.69,82.81,77.3,80.46,-37.18,-84.17,-83.8,-81.21,-83.07,-102.49,-102.54,-101.92,425.27,12628.57,13782.61,16085.71,32.85,75.14,51.76,43.64,34.16,14.54,19.62,24.47,14.39,13.32,14.44,11.2,833.68,815.83,727.81,750.81,24.5,36.09,33.02,42.56,19.49,9.95,10.55,-1.35,-6.83
Zobowiązania długoterminowe,,,,,30.17,64.54,64.31,68.65,55.97,24.41,112.1,123.14,217.2,144.29,73.28,32.86,-4.46,-28.5,-34.83,-24.39,-26.33,56.45,50.71,21.11,67.04,9.99,30.04,19.54,-9.85,12.7,-5.27,29.43,12.72,-5.01,9.92,57.77,56.25,-3.88,-19.93,-35.17,-23.6,57.45,29.52,27.02,58.53,38.45,57.91,27.97,-7.95,-28.88,-22.71,6.25,29.37,32.5,19.97,26.45,11.1,32.39,56.65,15.52,-2.95,-2.19,0.13,37.69
Z tytułu dostaw i usług,,,,,12.14,-16.86,40.73,-8.83,-12.41,49.23,83.05,45.1,134.47,61.38,61.09,48.07,-27.28,10.76,-15.34,-0.55,78.54,12.11,10.37,7.79,-18.27,-4.27,18.79,29.65,29.24,10.71,15.44,11.49,-11.8,-8.43,3.41,54.97,69.89,43.23,14.71,-6.55,-24.09,10.9,5.03,-31.39,-7.18,-9.02,-4.32,6.48,-4.69,-8.04,-6.24,4.37,-11.74,-6.29,2.72,3.15,47.09,51.52,39.91,54.1,35.08,17.49,25.94,0.34
Kredyty i pożyczki,,,,,-46.66,52.83,241.18,174.21,247.98,116.18,-70.85,-43.66,-59.81,-47.99,310.56,491.89,330.2,552.32,512.52,142.7,-7.22,-87.95,-81.84,-86.16,-59.47,60.6,-6.13,88.73,57.13,21.85,30.71,-22.13,40.56,90.83,34.7,67.42,-29.83,27.72,68.66,19.55,282.98,-58.01,54.13,18.62,-48.1,147.97,-63.62,-40.32,-27.78,-9.46,72.57,18.07,62.51,-10.38,30.44,62.69,-18.28,160.48,9.54,-32.68,159.82,0.82,45.03,8.43
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,9.13,15.3,12.62,11.27,14.74,-1.42,-1.83,-5.36
Inne zobowiązania długoterminowe,,,,,35.41,23.09,19.75,20.37,23.53,33.04,67.12,50.53,84.71,22.29,38.52,46.34,19.36,33.54,-6.97,-9.89,-7.77,13.67,28.1,5.78,6.19,-6.06,-0.79,27.15,32.94,31.09,19.16,12.2,8.21,6.23,5.72,23.64,10.0,8.9,6.84,12.15,25.31,32.87,21.64,2.9,-7.09,8.51,18.35,8.45,8.7,-2.4,0.91,20.98,18.5,10.81,12.32,7.74,12.49,19.22,16.18,0.05,0.08,2.68,6.44,26.82
Zobowiązania krótkoterminowe,,,,,10.02,-8.9,7.98,-8.75,4.58,45.96,35.54,26.8,39.18,25.5,52.11,60.34,3.19,31.06,13.6,23.57,49.78,-9.25,-11.3,-15.21,-18.8,-1.66,18.38,27.5,29.59,22.24,23.31,15.94,9.38,7.15,6.92,50.11,43.78,60.81,45.34,-3.79,-6.94,-19.49,-18.52,-13.45,6.22,15.08,5.9,17.36,18.47,16.22,11.03,8.78,-0.05,10.8,44.5,28.99,33.11,31.53,12.77,26.63,23.02,6.92,12.62,4.65
Inne zobowiązania krótkoterminowe,,,,,18.81,-7.08,-18.72,-21.54,2.39,28.8,18.08,19.84,-25.46,6.74,27.82,30.18,44.61,-15.82,-19.89,5.04,32.49,37.71,38.31,31.14,-5.89,-3.39,21.77,16.59,26.14,44.47,32.75,30.86,43.68,17.31,7.55,41.43,26.77,89.22,75.52,-3.12,-9.31,-39.48,-46.12,6.3,46.68,38.05,49.41,38.94,44.5,47.07,20.26,3.27,-4.72,18.33,68.5,46.13,34.22,9.46,1.56,20.16,6.17,1.2,1.52,7.69
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,57.03,5.46,14.54,1.68,10.89,32.96,36.37,36.6,47.32,31.91,41.16,38.05,4.55,16.79,5.51,11.54,22.7,1.98,0.39,-4.44,-1.92,2.85,17.23,20.31,16.51,16.6,14.06,15.01,9.15,4.71,8.24,39.5,35.22,38.26,25.67,-6.27,-5.23,-5.53,-7.83,-4.62,10.62,13.62,10.7,15.6,9.02,4.66,3.84,11.03,10.18,17.75,35.31,24.53,24.95,26.96,17.91,18.64,12.87,3.31,5.48,-0.32
Przepływy pieniężne z działalności operacyjnej,,,,,-137.52,-95.18,133.71,-1058.07,-332.84,244.29,1387.69,23.63,-60.67,4.28,-168.83,607.71,81.39,-10.87,60.2,-48.14,563.01,-86.14,-553.76,234.56,-219.11,699.35,126.51,-37.15,-181.75,-6.48,150.33,14.27,-0.59,-164.61,-117.89,33.71,64.64,527.43,-379.5,44.1,-481.66,-7.44,-126.01,-62.4,102.7,58.93,76.84,205.91,194.81,-22.85,6.03,-46.19,-1051.75,-42.09,476.32,-81.6,40.56,-312.08,-30.11,726.36,14.05,122.8,-61.34,86.14
Amortyzacja,,,,,42.59,129.74,287.89,276.57,114.94,55.58,-9.99,9.98,26.28,21.38,19.49,-91.15,-21.11,-20.92,-16.31,814.56,8.57,7.85,3.88,6.99,17.53,19.13,16.49,15.33,4.46,9.37,18.85,21.26,16.38,12.39,4.77,3.1,15.93,15.76,18.04,9.87,7.59,5.64,2.92,12.45,32.05,50.31,60.64,59.01,23.53,13.62,14.36,15.69,27.07,21.07,15.38,13.09,13.33,21.04,15.8,15.9,13.43,8.71,11.87,10.26
Przepływy pieniężne z działalności inwestycyjnej,,,,,-5399.7,-26.79,-145.84,347.53,78.83,121.31,-22.42,-116.13,25.87,-156.53,79.2,-1238.16,-299.13,-1049.87,-4010.77,86.6,994.25,95.3,74.48,-119.88,-99.18,-342.84,11.37,94.65,-155.45,38.7,-106.07,-2801.81,-259.6,380.59,51.09,47.43,317.19,-49.26,164.93,61.48,-470.42,-286.21,-76.99,109.94,108.82,66.28,-1109.28,-3175.16,-558.36,-453.05,70.76,218.68,32.32,32.53,149.32,-109.21,345.18,-553.23,-1039.77,-302.4,-85.46,103.16,108.83,100.07
CAPEX (niematerialne i rzeczowe),,,,,1258.09,1045.33,-93.06,-115.63,-86.45,-80.2,874.57,157.26,-13.98,-34.69,-80.42,73.1,90.45,-8.48,9.31,3684.66,-69.83,63.9,448.4,-88.41,109.04,-67.35,-66.47,-92.46,-41.7,14.45,-73.04,225.3,-3.83,79.29,412.41,256.02,472.64,24.87,64.88,118.44,197.96,188.41,-44.6,-48.98,-89.4,-62.46,22.85,-109.29,317.88,109.29,11.46,2234.92,-53.79,-27.33,-60.52,-73.17,94.44,-51.71,5531.23,195.66,-61.06,-35.97,-94.85,-78.99
Przepływy pieniężne z działalności finansowej,,,,,74.66,-83.46,-37.53,-84.98,1256.76,-206.67,-173.06,270.71,470.69,31.32,107.58,182.09,-181.29,729.66,264.22,-122.48,-318.65,-102.53,-412.09,398.17,110.98,-41.82,248.2,-375.84,-207.78,917.75,-189.01,88.72,56.61,-146.92,350.47,895.52,-967.68,-446.22,-144.28,-127.12,92.92,115.16,79.05,354.56,1771.89,-197.84,-2812.69,-215.81,-138.18,-223.05,81.97,178.38,375.01,-191.34,-19.37,68.12,-173.89,278.79,-251.37,-317.23,157.83,-108.37,103.51,92.53
Emisja akcji,,,,,,-100.0,,,,,,,,,,,,,,,,-100.0,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,-100.0,,,20.55,,,,0.29,,,,-100.0,,,,,2.56,,,,25.07,,,,13.28,,,,14.29,,,,0.0,,,,6.77,,,,-4.54,23.75,,,36.37,-41.75,,,72.08,-100.0,,,-56.66,
