,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Koszty finansowe,,,,,,,,66.04,,,,-64.77,-66.67,552.94,1153.85,235.48,1460.0,-144.14,-96.93,-100.0,-98.72,148.98,460.0,,700.0,123.61,864.29,2531.25,1875.0,135.4,0.74,89.07,130.06,-30.34,113.97,378.52,75.79,1543.18,127.66,19.14,282.16,-111.92,216.0,-5.44,30.61,2097.1,203.68,346.75,61.48,1.21,-20.25,-46.03
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,100.0,-100.0,,,,,,,,,,-6.17,,3500.0,,-119.74,,1158.82,27300.0,15873.33,-17311.11,-734.81,-145.48,-61.12,46.2,84.87,-33.95,-204.89,-73.07,-287.1,-27.16,-21.24
Zysk z działalności gospodarczej,,,,,17.19,7.36,0.68,17.34,87.98,88.38,92.77,-796.87,1282.64,179.49,-331.08,100.28,-116.14,104.3,262.38,3525.0,71.43,-36.32,-90.73,-87.7,1996.97,1733.06,702.08,-2019.63,-69.01,-28.85,68.31,104.33,467.78,92.33,517.75,6247.19,717.75,338.71,651.96,343.94,-39.78,-57.3,-89.07,-239.35,-232.96,-863.91,-704.38,-33.2,107.97,6.29,7.42,82.99
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,17.19,7.36,0.68,17.34,87.98,88.38,92.77,-796.87,1282.64,179.49,-332.43,100.29,-116.14,104.3,261.87,3380.0,71.43,-36.32,-90.73,-87.7,1996.97,1733.06,702.08,-2019.63,-69.01,-28.85,68.31,104.33,467.78,92.33,517.75,6247.19,717.75,338.71,651.96,343.94,-39.78,-57.3,-89.07,-239.35,-232.96,-863.91,-704.38,-33.2,107.97,6.29,7.42,82.99
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,16.98,4.77,3.69,17.45,87.98,90.66,90.63,-810.36,1228.93,42.27,23.66,98.3,-116.91,432.14,828.17,650.68,71.43,-34.95,-95.16,-90.3,1610.61,1363.64,920.0,-2319.23,-74.22,-29.14,30.2,108.43,528.02,99.28,846.69,2923.97,736.86,300.4,677.25,406.43,-36.39,-24.69,-112.19,-232.24,-260.77,-655.69,-657.4,-23.07,102.04,5.39,27.82,73.84
Zysk netto akcjonariuszy jednostki dominującej,,,,,16.98,4.77,3.69,17.45,87.98,90.66,90.63,-810.36,1228.93,42.27,-69.89,98.64,-116.4,403.57,434.81,784.62,70.54,-28.82,-95.27,-90.26,1610.61,1363.64,920.0,-2319.23,-74.22,-29.14,30.2,108.43,528.02,99.28,846.69,2929.45,736.86,300.4,677.25,410.22,-36.39,-80.78,-117.79,-228.54,-264.91,-2263.64,-415.16,-19.17,94.09,12.01,28.2,72.78
Aktywa trwałe,,,,,,,,-25.74,,,-9.86,-98.73,-98.64,-98.47,-93.6,375.22,335.83,-54.48,-90.14,-99.44,12057.55,104149.18,115518.18,2126133.4,20.51,29.98,34.57,39.86,16.46,8.73,4.67,-69.41,-67.08,-64.65,-62.43,-8.76,-35.14,21.86,326.72,1319.78,1929.53,1014.02,225.86,43.96,50.0,-47.78,-50.01,-45.99,-50.72,21.4,-3.95,-32.91
Wartości niematerialne i prawne,,,,,,,,-25.35,,,-9.88,-98.96,-99.05,-99.12,-99.64,-72.83,-77.11,-84.42,-80.65,-100.0,334436.84,529566.65,1059233.3,,1.51,1.51,1.51,1.73,0.19,0.18,0.16,-93.95,-89.57,-93.97,-93.98,1.2,-41.44,1.85,787.49,0.91,0.79,39.11,-84.16,102.25,140.61,163.83,205.66,119.48,87.76,24.26,8.92,29.17
Rzeczowe składniki majątku trwałego,,,,,,,,-79.82,,,-46.43,-43.48,-45.0,-41.18,-40.0,-30.77,-18.18,-100.0,-100.0,-100.0,111.11,,,,563.16,360.71,374.07,43.16,2.38,-6.2,-11.72,69.12,72.87,4470.25,4693.81,4508.26,4590.13,215.95,1047.72,2624.53,2846.22,1907.96,511.56,47.84,57.27,-56.7,-57.53,-58.86,-59.67,13.46,-18.24,-48.76
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,1141.55,389.66,23.97,433.28,127.1,160.22,-11.59
Inwestycje długoterminowe,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,,,,,,,2353700.0,104.81,39.74,18.86,-1.91,-10.78,-11.06,-2.05,-55.89,-79.68,-23.84,87.38,469.99,1072.71,145.66,69.93,-10.55,24.35,-2.16,-51.45,-29.41,-45.57,-14.97,-13.63,-12.39
Pozostałe aktywa trwałe,,,,,,,,85.71,,,66.67,-69.23,0.0,80.77,-8.0,0.0,-100.0,4.26,113.04,-62.5,,-91.84,-93.88,0.0,1000.0,725.0,933.33,29233.33,-100.0,-100.0,-100.0,-92.95,,,,158.06,-63.61,12700.0,11545.45,1594.37,10463.08,12548.44,164.01,123.42,-16.31,-72.66,236.58,313.95,31.22,213.8,115.41,-12.54
Aktywa obrotowe,,,,,,,,-79.83,,,-73.55,-25.35,-47.69,404.55,1390.62,654.72,170.59,184.23,142.35,420.0,10091.3,1204.12,602.85,432.21,-27.46,-12.61,-13.69,-55.92,31.41,35.36,91.26,295.43,168.54,255.46,314.72,507.48,673.58,479.02,249.81,148.14,40.14,28.92,34.45,5.29,41.45,167.91,176.85,65.34,30.21,-34.61,-40.52,-9.12
Zapasy,,,,,,,,,,,,,,,,,,,-100.0,-100.0,11980.0,,,,-34.77,4.26,226.15,122.73,141.12,180.82,-11.58,-31.34,629.37,734.81,718.67,13172.4,1258.33,482.82,221.34,26.56,-35.9,-35.82,9.05,10.53,81.29,130.25,48.88,20.93,-6.09,-40.88,-31.84,-54.26
Należności krótkoterminowe,,,,,509.52,70.89,74.24,-51.76,-63.28,-72.59,-75.65,-82.93,-42.55,72.97,267.86,1871.43,370.37,743.75,399.03,907.25,5433.07,745.74,917.32,499.06,-63.54,-35.69,-47.77,-53.91,164.21,128.4,259.28,300.39,53.04,112.85,98.03,76.4,457.63,316.73,242.55,173.25,74.35,84.3,88.0,72.63,46.52,-25.82,-35.18,-31.34,-27.47,1.05,-16.16,-24.47
Inwestycje krótkoterminowe,,,,,-86.79,-74.07,50.0,-88.64,157.14,0.0,-33.33,53.33,-61.11,2157.14,9225.0,460.87,-671.43,-42.41,71.85,167.44,4422.5,3167.03,208.58,251.01,120.94,18.26,-33.62,-85.3,-68.12,-70.56,-22.32,871.63,450.99,257.58,1376.96,698.03,403.16,1088.03,299.1,398.79,193.56,96.6,3.85,-33.95,12.05,-41.11,8.95,-65.56,-64.62,-55.13,-68.92,-39.37
Środki pieniężne i inne aktywa pieniężne,,,,,-86.79,-74.07,50.0,-88.64,2014.29,0.0,-33.33,53.33,-95.27,2157.14,7575.0,28.26,1157.14,-42.41,-86.64,35.59,1298.86,2394.51,3009.76,2262.5,204.96,48.77,-7.92,-81.16,-92.12,-81.64,-48.89,678.65,2022.3,426.94,2337.67,760.28,280.44,1221.37,305.11,451.87,314.46,81.13,-1.39,-53.35,9.28,-59.49,-8.51,-65.28,-76.97,-74.74,-87.52,-82.53
Pozostałe aktywa obrotowe,,,,,,,,-100.0,,,,,,,,,,,,,,,2200.0,,56.25,222.22,117.39,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.91,-42.67,15.98
Aktywa razem,,,,,,,,-27.28,,,-10.65,-98.15,-98.27,-95.96,-88.17,464.46,299.35,94.38,17.0,122.31,11763.41,10278.76,5821.97,3493.71,14.34,25.1,29.11,25.7,17.68,10.86,11.23,-50.49,-45.63,-33.37,-13.31,205.07,283.52,260.19,278.8,353.41,216.01,188.44,115.72,26.5,46.56,33.01,31.34,-4.16,-19.31,-20.86,-31.59,-17.49
Kapitał własny akcjonariuszy jednostki dominującej,,,,,-24.46,-26.23,-28.32,-34.57,-25.66,-18.22,-9.17,-118.01,-99.97,-97.5,-87.83,165.1,32100.0,252.46,34.2,129.52,10818.79,10803.57,5857.15,3503.35,6.79,9.29,9.62,2.88,0.3,-0.38,-0.27,-78.4,-76.32,-73.44,-69.47,100.38,167.44,188.15,257.26,215.22,251.83,186.96,98.46,27.67,-22.42,-55.27,-68.29,-80.45,-81.03,-115.46,-160.81,-251.67
Kapitał (fundusz) podstawowy,,,,,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37,4.37,4.37,4.36,0.0,336.26,336.26,336.31,336.26,0.0,5.0,5.0,5.0,5.0,0.0,0.0,2.61,0.0,0.0,0.0,-2.55,0.0,0.0,0.0,0.0,46.43,46.43,69.9,69.9,16.03,16.03,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,-60.38,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,,,,,,,,,,,,,,,24.09,9.06,2217.93,2117.5,2117.5,2059.14,9.96,9.96,9.96,4.85,-3.14,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,-78.05,-78.05,-78.02,-78.02,0.0
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,106.67,100.0,100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,-100.0,-97.58,474.37,159.91,,13466.0,-101.41,-97.25,-274.34,-98.11,-1477.38,487.16,176.51
Zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.49,71.94,51.72,-66.77,12.04,44.95,76.25,720.32,191.83,226.6,140.4,537.75,413.7,295.85,432.46,-18.8,131.69,-31.71,-28.85,15.28,-60.81,31.14,-75.0,-93.09
Z tytułu dostaw i usług,,,,,,,,-10.78,,,,-100.0,-73.2,,,,-65.38,-16.67,-82.76,66.67,8188.89,2880.0,5680.0,8700.0,221.98,261.97,408.65,36.82,-15.53,60.57,152.18,579.9,147.66,313.36,482.17,744.47,1125.09,298.81,170.73,84.96,-22.18,10.75,-4.17,3.82,53.85,71.64,32.54,-7.27,-20.44,-21.42,-9.56,-10.76
Kredyty i pożyczki,,,,,,,,115.85,,,,-100.0,-100.0,,,,,,,,,,,,-100.0,,,,,589.09,134.08,89.12,-10.56,-0.05,-89.6,33.17,204.44,335.39,10358.5,1604.5,776.56,491.27,87.31,61.36,7.07,67.62,123.99,14.69,135.77,40.75,58.01,72.58
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.27,-98.59,-98.56,-98.23,13588.75,-100.0,2501.25,3988.75,497.33,,1396.73,-100.0,-100.0,-100.0,-100.0,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.35,2595.45,3220.0,7450.0,3133.33,81.45,109.79,422.08,344.14,570.26,286.15,37.72,24.74,42.72,6.36,180.17,-0.37,-31.23,6.92,-23.85,-15.08
Inne zobowiązania długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.83,-92.73,25.55,12418.18,-67.19,148.0,158.72,-92.96,1319.05,-68.01,373.71,-40.72,-12.42,1264.71,1073.86,9239.13,6735.25,1136.15,-76.76,-30.6,-63.9,-90.29,-15.34
Zobowiązania krótkoterminowe,,,,,89.02,36.8,30.35,78.69,77.72,35.51,12.49,9.39,-89.65,-88.44,-87.78,-93.16,-79.61,-83.24,-85.48,-50.94,7225.81,3158.62,2822.22,2271.15,17.35,436.93,719.9,387.1,278.24,100.71,101.33,333.92,110.59,169.17,228.52,177.88,433.13,328.91,360.19,339.19,133.69,128.6,33.64,58.08,18.74,152.16,164.38,8.84,73.68,-22.6,-8.82,22.11
Inne zobowiązania krótkoterminowe,,,,,,,,-93.67,,,,-100.0,,,,,-82.54,366.67,633.33,-54.37,3368.18,3457.14,2172.73,1587.23,-65.53,419.08,320.0,88.9,530.04,-39.5,20.24,141.99,163.91,183.89,515.25,629.05,656.99,962.0,300.35,162.33,72.95,26.06,0.21,34.12,6.94,405.66,385.48,80.82,56.42,-70.01,-76.63,-56.73
Rozliczenia międzyokresowe,,,,,,,,,,,,,,-100.0,,100.0,,,-100.0,,37100.0,5988.89,,25500.0,47.04,-20.07,-30.59,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,-20.83,-22.3,-23.3,-27.28,-17.76,-12.3,-6.03,-98.15,-98.27,-95.96,-88.17,464.46,299.35,94.38,17.0,122.31,11763.41,10278.76,5821.97,3493.71,14.34,25.1,29.11,25.7,17.68,10.86,11.23,-50.49,-45.63,-33.37,-13.31,205.07,283.52,260.19,278.8,353.41,216.01,188.44,115.72,26.5,46.56,33.01,31.34,-4.16,-19.31,-20.86,-31.59,-17.49
Przepływy pieniężne z działalności operacyjnej,,,,,,,,100.0,,,99.72,,21.95,-491.67,-8550.0,-575.61,-484.38,46.48,56.07,44.1,992.51,5071.05,-1209.21,618.35,-256.62,-380.78,-353.67,-895.58,48.36,137.63,24.83,-33.84,199.11,-519.34,723.7,-89.69,-698.8,305.66,183.8,211.39,163.87,-184.45,-116.25,-12.44,-859.43,-25.3,567.89,-536.79,86.42,84.68,-86.44,138.62
Amortyzacja,,,,,-23.93,-0.52,-0.13,4.33,-92.66,-92.67,-92.78,-93.09,-76.79,-85.71,-80.0,-89.09,-53.85,-25.0,-36.36,0.0,-100.0,0.0,-85.71,-66.67,,-66.67,100.0,1100.0,900.0,950.0,900.0,-125.0,1080.0,1109.52,3170.0,13333.33,216.53,237.4,161.31,120.4,268.81,241.66,98.01,221.43,43.67,72.88,86.88,10.13,-8.46,-39.23,-41.0,-46.33
Przepływy pieniężne z działalności inwestycyjnej,,,,,,,,100.0,,,-100.0,,,,,,100.0,324.05,105.07,230.08,,-107.91,-100.0,-2501.88,-102.33,485.71,,112.2,-86700.0,-1935.19,2214.63,1171.43,235.37,147.23,-176.85,-29.01,-617.7,-2483.55,-3482.08,-1477.91,-537.74,-360.24,48.19,27.64,-51.78,70.62,-9.87,403.63,163.01,63.66,210.8,-111.3
CAPEX (niematerialne i rzeczowe),,,,,,,,-100.0,,,,,,,,,,-100.0,-100.0,100.0,,,,,45.45,-66.67,,-75.71,-100.0,-100.0,,105.88,,,,154.29,129.69,5209.62,8659.92,50365.17,16646.94,575.26,-33.06,-11.34,149.48,22.81,66.5,-79.21,-52.62,-77.52,-79.61,157.37
Przepływy pieniężne z działalności finansowej,,,,,,,,-87.34,,,-100.0,-100.0,-120.0,,,,1550.0,-100.0,-100.0,-100.0,-744.83,,,,898.75,682.78,,-4.75,-51.82,-113.98,-76.01,-39.99,-53.87,817.77,-1550.29,637.03,1320.38,170.27,551.81,619.35,-92.05,240.75,-11.03,-71.15,12764.23,-182.71,15.71,-470.88,-123.46,77.1,-260.14,96.22
Emisja akcji,,,,,,,,-100.0,,,,,,,,,,,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przepływy pieniężne razem,,,,,,,,245.17,,,99.22,-95.41,-263.64,1041.67,9550.0,-709.76,-150.0,23.01,-126.98,120.4,1251.0,647.48,-1850.98,1105.88,62.12,-136.38,-121.41,-151.71,-103.16,185.71,99.05,783.02,6047.46,-1030.25,54195.24,324.49,-98.52,739.35,41.58,684.72,-62701.92,-208.25,-222.88,-95.91,243.93,-238.13,284.49,-1677.93,-104.48,76.18,-102.97,98.98
