,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,1468.0,1964.0,651.0,2734.0,1551.0,5026.0,831.0,3976.0,1602.0,593.0,1818.0,850.0,735.0,319.0,525.0,415.0,459.0,550.0,593.0,642.0,2266.0,-722.0,2114.0,1201.0,549.0,480.0,537.0,706.0,849.0,995.0,905.0,1026.0,1672.0,687.0,1138.0,1513.0,2369.0,1996.0,4621.0,3699.0,2082.0,9320.0,632.0,1596.0,4608.0,-2775.0,574.0,681.0,554.0,775.0,455.0,385.0,429.0,319.0,416.0,536.0,342.0,140.0,354.0,608.0,427.0,707.0,861.0,1685.0,621.0,1052.0,895.0,1329.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618.0,0.0,112.0,-3270.0,-1.0,1.0,2062.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,11122.0,5950.0,5533.0,-3481.0,3552.0,-1721.0,1691.0,5164.0,9334.0,8277.0,-1834.0,-10856.0,-6824.0,-1172.0,-1535.0,172.0,1344.0,2304.0,6598.0,3269.0,3470.0,5725.0,5178.0,3412.0,4147.0,6672.0,4668.0,2825.0,4465.0,3866.0,7190.0,5089.0,800.0,7300.0,8003.0,5619.0,537.0,672.0,-4999.0,-12781.0,-4224.0,-14566.0,-6854.0,-14213.0,-5177.0,-1473.0,3328.0,-439.0,854.0,-349.0,2570.0,-487.0,-3612.0,-1661.0,6462.0,-1125.0,1580.0,-3362.0,1482.0,-13538.0,-2016.0,-4003.0,-5882.0,-18373.0,856.0,1144.0,1233.0,-8533.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,11122.0,5950.0,5533.0,-3481.0,3552.0,-1721.0,1691.0,5164.0,9334.0,8277.0,-1834.0,-10856.0,-6824.0,-1172.0,-1535.0,172.0,1344.0,2304.0,6598.0,3269.0,3470.0,5725.0,5178.0,3412.0,4147.0,6672.0,4668.0,2825.0,4465.0,3866.0,7190.0,5089.0,800.0,7300.0,8003.0,5619.0,537.0,672.0,-4999.0,-12781.0,-4224.0,-14566.0,-6854.0,-14213.0,-5177.0,-1473.0,3328.0,-439.0,854.0,-349.0,2570.0,-487.0,-3612.0,-1661.0,6462.0,-1125.0,1580.0,-3362.0,1482.0,-13538.0,-2016.0,-4003.0,-5882.0,-18373.0,856.0,1144.0,1233.0,-8533.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,-472.0,2727.0,0.0,-129.0,-105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,9238.0,4386.0,3967.0,-2383.0,2097.0,-2008.0,1526.0,4450.0,7718.0,6754.0,-1273.0,-9855.0,-6690.0,-867.0,-1439.0,673.0,413.0,2290.0,5585.0,2413.0,3049.0,4622.0,4051.0,2610.0,3196.0,5713.0,3715.0,2072.0,3596.0,3106.0,5952.0,4045.0,496.0,6037.0,6455.0,4475.0,331.0,313.0,-3991.0,-12374.0,-3692.0,-14221.0,-5865.0,-24740.0,-2709.0,-1612.0,2980.0,-578.0,785.0,-454.0,1544.0,-183.0,-3706.0,-1914.0,5280.0,-1208.0,1026.0,-3546.0,1691.0,-13097.0,-3144.0,-3109.0,-6292.0,-16485.0,790.0,757.0,1199.0,-5091.0
Zysk netto akcjonariuszy jednostki dominującej,9238.0,4386.0,3967.0,-2359.0,2097.0,-1866.0,1451.0,3857.0,7595.0,4883.0,-1743.0,-8620.0,-6243.0,-1588.0,-1551.0,723.0,310.0,2181.0,5532.0,2562.0,2951.0,4465.0,3026.0,2770.0,3053.0,5330.0,3393.0,2030.0,3453.0,2653.0,4681.0,2139.0,-243.0,4268.0,3903.0,3987.0,-550.0,-358.0,-2848.0,-15129.0,-8284.0,-9629.0,-14069.0,-16064.0,-4719.0,-1765.0,2806.0,-584.0,727.0,-517.0,1448.0,-288.0,-3637.0,-1839.0,5073.0,-1145.0,1026.0,-3546.0,1691.0,-13097.0,-3144.0,-3109.0,-6292.0,-16485.0,790.0,757.0,1199.0,-5091.0
Aktywa trwałe,43632.0,46070.0,48566.0,57076.0,57458.0,57189.0,81352.0,77689.0,77522.0,78536.0,83625.0,85911.0,87335.0,95595.0,94728.0,95901.0,94878.0,93522.0,92159.0,92837.0,90893.0,90910.0,91244.0,105920.0,107045.0,107318.0,105071.0,106250.0,104852.0,103405.0,102275.0,104901.0,110988.0,118965.0,140028.0,143273.0,143956.0,142342.0,141542.0,143860.0,144702.0,79314.0,80209.0,66565.0,59526.0,60416.0,57817.0,56336.0,54946.0,56351.0,55093.0,53116.0,52992.0,52377.0,51705.0,49070.0,49566.0,48235.0,47689.0,94877.0,89739.0,89447.0,89269.0,90952.0,88726.0,87371.0,85711.0,93835.0
Wartości niematerialne i prawne,1693.0,1892.0,1871.0,2539.0,2500.0,2474.0,7243.0,6339.0,6426.0,6321.0,6324.0,6338.0,6241.0,6021.0,5898.0,5834.0,5723.0,5606.0,5493.0,5381.0,5284.0,5024.0,4940.0,8724.0,8648.0,8609.0,8554.0,8701.0,8877.0,9012.0,9545.0,9651.0,9396.0,9385.0,9398.0,5684.0,5683.0,5636.0,5594.0,5559.0,5600.0,4130.0,4088.0,3082.0,3037.0,2435.0,2395.0,114.0,105.0,97.0,84.0,86.0,78.0,67.0,55.0,49.0,41.0,29.0,20.0,50.0,45.0,42.0,39.0,23.0,20.0,17.0,14.0,11.0
Rzeczowe składniki majątku trwałego,32336.0,35242.0,37908.0,46012.0,46680.0,49795.0,65591.0,66629.0,67001.0,69699.0,74894.0,77127.0,77516.0,85116.0,84227.0,84883.0,84322.0,83157.0,81552.0,80224.0,79017.0,78073.0,77348.0,87516.0,86502.0,86362.0,86075.0,85578.0,85161.0,84540.0,84135.0,85648.0,91244.0,99215.0,117292.0,71502.0,70547.0,69256.0,68245.0,67411.0,66564.0,61277.0,61414.0,57506.0,51368.0,50428.0,48607.0,49636.0,48847.0,50109.0,49377.0,48432.0,48338.0,47611.0,47641.0,44917.0,44604.0,43784.0,42783.0,85882.0,84880.0,83423.0,82049.0,82151.0,80770.0,79397.0,77999.0,85831.0
Należności długoterminowe,7372.0,7072.0,6747.0,6426.0,0.0,0.0,5503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,102.0,90.0,146.0,110.0,512.0,458.0,391.0,375.0,478.0,413.0,336.0,256.0,1652.0,1501.0,1369.0,1207.0,1070.0,920.0,787.0,678.0,657.0,594.0,567.0,565.0,528.0,484.0,487.0,475.0,473.0,457.0,2997.0,2546.0,2118.0,1746.0,1356.0,948.0,246.0,175.0,125.0,120.0,148.0,93.0,50.0,35.0,5653.0,1608.0,2184.0,2866.0,5007.0,5001.0,4692.0,4686.0,4661.0
Inwestycje długoterminowe,69.0,69.0,69.0,69.0,113.0,2936.0,475.0,1037.0,1036.0,1052.0,1052.0,1078.0,1967.0,2594.0,2511.0,2545.0,2556.0,2559.0,2467.0,2635.0,2529.0,2538.0,2446.0,2454.0,2463.0,2471.0,4281.0,4273.0,2347.0,2367.0,2275.0,2800.0,2286.0,1795.0,2293.0,58268.0,56219.0,57618.0,57182.0,56846.0,56486.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pozostałe aktywa trwałe,2162.0,1795.0,1971.0,2030.0,8165.0,1984.0,2540.0,3684.0,3059.0,1464.0,1355.0,1368.0,1611.0,1864.0,2012.0,2537.0,2187.0,2054.0,2537.0,4085.0,3605.0,4884.0,6135.0,6748.0,9019.0,9540.0,5905.0,6046.0,6966.0,6117.0,5113.0,5732.0,7142.0,7783.0,10367.0,7162.0,10913.0,9265.0,9956.0,13516.0,15568.0,13420.0,14182.0,5504.0,4664.0,4556.0,4269.0,4468.0,4248.0,4789.0,4684.0,4352.0,4401.0,4574.0,3889.0,3956.0,4828.0,4372.0,4851.0,3292.0,3206.0,3798.0,4315.0,3771.0,2935.0,3265.0,3012.0,3332.0
Aktywa obrotowe,88319.0,92640.0,102370.0,118542.0,106302.0,99953.0,111550.0,125806.0,132686.0,121656.0,112548.0,93095.0,87417.0,89617.0,84872.0,112433.0,116671.0,120461.0,137979.0,170902.0,132187.0,145020.0,149472.0,142279.0,159157.0,201049.0,152562.0,201414.0,191267.0,186847.0,209301.0,190414.0,188454.0,239005.0,232336.0,281286.0,233716.0,240402.0,222900.0,275739.0,239152.0,170843.0,158033.0,132303.0,65772.0,65152.0,53494.0,47815.0,40824.0,39834.0,44530.0,44659.0,45569.0,45203.0,51106.0,45440.0,51259.0,49174.0,66050.0,54367.0,63931.0,65479.0,56807.0,34129.0,37590.0,47325.0,51743.0,48797.0
Zapasy,12481.0,7266.0,5911.0,3752.0,4800.0,4233.0,7117.0,5151.0,4454.0,5010.0,6124.0,5851.0,5443.0,4540.0,6304.0,3986.0,5322.0,9949.0,12159.0,9323.0,16002.0,14299.0,12256.0,6733.0,6897.0,6421.0,3784.0,4192.0,9472.0,11517.0,6904.0,7286.0,7713.0,9808.0,10344.0,7608.0,10611.0,10281.0,9754.0,7742.0,7805.0,5994.0,3917.0,4499.0,6770.0,9046.0,6431.0,6035.0,5415.0,6945.0,4497.0,6528.0,11117.0,12262.0,10735.0,8217.0,5627.0,9207.0,14338.0,295.0,706.0,2418.0,801.0,760.0,470.0,367.0,907.0,538.0
Należności krótkoterminowe,51544.0,65879.0,66525.0,50291.0,52706.0,44020.0,68003.0,78607.0,99054.0,67441.0,62361.0,53561.0,56838.0,65036.0,56991.0,79759.0,89194.0,92985.0,89582.0,136687.0,83525.0,97280.0,85147.0,108740.0,105008.0,112560.0,112975.0,90138.0,65184.0,95934.0,134554.0,118669.0,122991.0,199922.0,193096.0,246689.0,207509.0,217195.0,201007.0,250186.0,216021.0,118541.0,117566.0,108553.0,54670.0,50990.0,39318.0,35817.0,31845.0,28554.0,35362.0,33342.0,30850.0,27069.0,33364.0,26376.0,32214.0,33164.0,43052.0,48151.0,58034.0,60437.0,54008.0,25632.0,33257.0,42150.0,44853.0,44052.0
Inwestycje krótkoterminowe,24294.0,19495.0,29934.0,64499.0,48796.0,51700.0,36430.0,42048.0,29178.0,49205.0,44063.0,33683.0,25136.0,20041.0,21577.0,28688.0,22155.0,17527.0,36238.0,24892.0,32660.0,18441.0,37402.0,26806.0,47252.0,82068.0,35803.0,107084.0,116611.0,79396.0,67843.0,64459.0,57750.0,29275.0,28896.0,26989.0,15596.0,12926.0,12139.0,17811.0,15326.0,30381.0,22832.0,19251.0,4332.0,4499.0,2493.0,5963.0,3564.0,4335.0,4671.0,4789.0,3602.0,5872.0,7007.0,10847.0,13418.0,6803.0,8660.0,5921.0,5191.0,2624.0,1998.0,7737.0,3863.0,4808.0,5983.0,4207.0
Środki pieniężne i inne aktywa pieniężne,21818.0,17085.0,27516.0,62206.0,46502.0,49553.0,33537.0,42048.0,29178.0,48387.0,42495.0,32191.0,22333.0,19929.0,20547.0,28012.0,21844.0,16847.0,36132.0,24777.0,32240.0,17745.0,36892.0,26630.0,46893.0,81592.0,35427.0,106592.0,116192.0,78790.0,67362.0,64070.0,56695.0,28087.0,28509.0,26680.0,15285.0,12908.0,12011.0,17681.0,15194.0,30247.0,22695.0,19113.0,4332.0,4499.0,2493.0,5963.0,3564.0,4335.0,4671.0,4789.0,3602.0,5872.0,7007.0,10847.0,13418.0,6803.0,8660.0,5921.0,5191.0,2624.0,1998.0,7737.0,3863.0,4808.0,5983.0,4207.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,14667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15927.0,13718.0,0.0,0.0,617.0,5252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,131951.0,138710.0,150936.0,175618.0,163760.0,157142.0,192902.0,203495.0,210208.0,200192.0,196173.0,179006.0,174752.0,185212.0,179600.0,208334.0,211549.0,213983.0,230138.0,263739.0,223080.0,235930.0,240716.0,248199.0,266202.0,308367.0,257633.0,307664.0,296119.0,290252.0,311576.0,295315.0,299442.0,357970.0,372364.0,424559.0,377672.0,382744.0,364442.0,419599.0,383854.0,250157.0,238242.0,198868.0,125298.0,125568.0,111311.0,104151.0,95770.0,96185.0,99623.0,97775.0,98561.0,97580.0,102811.0,94510.0,100825.0,97409.0,113739.0,149244.0,153670.0,154926.0,146076.0,125081.0,126316.0,134696.0,137454.0,142632.0
Kapitał własny akcjonariuszy jednostki dominującej,44523.0,48797.0,52778.0,112628.0,114625.0,112859.0,114310.0,119009.0,125845.0,130147.0,128404.0,119168.0,112925.0,111337.0,109786.0,110411.0,110721.0,112902.0,118434.0,120873.0,123899.0,123713.0,126700.0,129436.0,132534.0,132549.0,135934.0,137973.0,141173.0,133004.0,137686.0,139752.0,139688.0,132294.0,136206.0,140166.0,139783.0,130398.0,127520.0,112437.0,104153.0,89307.0,80432.0,54844.0,50127.0,48355.0,51157.0,49399.0,50126.0,49477.0,50819.0,50451.0,46761.0,44631.0,49678.0,44043.0,45138.0,41603.0,43260.0,67420.0,66942.0,63967.0,57352.0,42985.0,43834.0,44524.0,45770.0,47103.0
Kapitał (fundusz) podstawowy,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,27192.0,30045.0,30045.0,91529.0,91429.0,104652.0,104742.0,105544.0,106205.0,108432.0,108381.0,108605.0,108891.0,109757.0,109886.0,109954.0,109908.0,101252.0,101227.0,101168.0,101242.0,106746.0,106707.0,106691.0,106736.0,115862.0,115854.0,115863.0,115900.0,118354.0,118355.0,118223.0,121961.0,127490.0,127499.0,127471.0,127471.0,129960.0,129960.0,129976.0,129946.0,122224.0,122220.0,122016.0,122018.0,122194.0,122190.0,121637.0,121637.0,121901.0,121795.0,121715.0,121661.0,122731.0,122705.0,121563.0,121633.0,122037.0,122037.0,111538.0,111543.0,111677.0,111677.0,113472.0,113531.0,113464.0,113511.0,119935.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,4977.0,4588.0,4013.0,4990.0,5409.0,5014.0,4853.0,5635.0,5581.0,5697.0,5754.0,5751.0,5779.0,5694.0,5792.0,5795.0,6820.0,6543.0,6676.0,6982.0,7304.0,7346.0,9336.0,9794.0,11065.0,12960.0,11619.0,16013.0,18565.0,19034.0,15348.0,15437.0,14294.0,17078.0,15279.0,13808.0,16814.0,17399.0,1825.0,1978.0,2152.0,1216.0,1274.0,1337.0,1433.0,1538.0,1469.0,1394.0,1602.0,2661.0,2661.0,2661.0,2661.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,18750.0,18074.0,17327.0,15141.0,15065.0,8645.0,17723.0,13155.0,12707.0,11755.0,11755.0,11768.0,17966.0,18405.0,15485.0,18753.0,18884.0,18267.0,17982.0,18149.0,18292.0,18477.0,18149.0,19420.0,19232.0,19806.0,19035.0,19103.0,19995.0,19946.0,19862.0,19904.0,19429.0,25800.0,53327.0,55308.0,59771.0,59439.0,21123.0,22250.0,22152.0,19044.0,18298.0,18214.0,16290.0,16523.0,15601.0,15180.0,14831.0,16693.0,16811.0,16251.0,17592.0,20722.0,20243.0,18641.0,17810.0,16414.0,15742.0,21672.0,21820.0,20514.0,29850.0,29929.0,28813.0,29625.0,30474.0,30650.0
Z tytułu dostaw i usług,43079.0,43842.0,53247.0,39415.0,26186.0,10682.0,27630.0,28252.0,21426.0,18373.0,19340.0,20186.0,17339.0,18969.0,21679.0,34299.0,35756.0,37226.0,48514.0,55292.0,38436.0,48495.0,55077.0,53017.0,50845.0,90863.0,60197.0,61023.0,55345.0,55231.0,67505.0,53786.0,54981.0,78668.0,61589.0,84936.0,46832.0,55689.0,63613.0,95298.0,70145.0,53657.0,47243.0,59382.0,31306.0,29024.0,24932.0,20239.0,16005.0,13457.0,13536.0,13153.0,14962.0,10824.0,12240.0,11950.0,10075.0,14830.0,21518.0,31942.0,36733.0,34181.0,31843.0,25007.0,30935.0,33783.0,37341.0,37385.0
Kredyty i pożyczki,17737.0,20995.0,21664.0,0.0,0.0,4133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4074.0,6664.0,1174.0,1661.0,3287.0,0.0,3388.0,2014.0,2010.0,2498.0,5893.0,0.0,0.0,56.0,55.0,688.0,1084.0,33.0,33.0,3296.0,27635.0,31186.0,61992.0,56239.0,57915.0,88638.0,123663.0,116510.0,24751.0,29126.0,15400.0,9363.0,8475.0,4051.0,3349.0,3407.0,4315.0,6859.0,2716.0,1385.0,1649.0,2162.0,2317.0,2907.0,11355.0,17426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
