,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Koszty finansowe,2713.0,1842.0,3056.0,1690.0,2089.0,2563.0,3925.0,2058.0,2056.0,2167.0,2140.0,1681.0,1407.0,1291.0,1904.0,515.0,0.0,1494.0,1536.0,1043.0,877.0,1566.0,1826.0,633.0,926.0,1565.0,916.0,1669.0,1111.0,1593.0,1433.0,2558.0,2751.0,210.0,2803.0,1120.0,1297.0,1614.0,1047.0,3559.0,1155.0,1200.0,1218.0,1675.0,965.0,1179.0,3528.0,4712.0,2909.0,7876.0,-1994.0,1515.0,2133.0,3348.0,1475.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2726.0,0.0,-2726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,4015.0,6812.0,1679.0,2191.0,-4911.0,-2420.0,2830.0,2996.0,160.0,3107.0,2467.0,3063.0,2043.0,3164.0,2587.0,4092.0,2115.0,1454.0,3585.0,3777.0,-624.0,-764.0,-266.0,1923.0,-334.0,-727.0,-1910.0,-3225.0,-6363.0,1879.0,-1402.0,-5304.0,-5706.0,973.0,-1027.0,-493.0,43.0,-1599.0,-178.0,1842.0,7022.0,1812.0,400.0,63.0,3262.0,1127.0,4572.0,-19199.0,744.0,-6833.0,3210.0,3807.0,9049.0,-1235.0,-1315.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,4015.0,6812.0,1679.0,2191.0,-4911.0,-2420.0,2830.0,2996.0,160.0,3107.0,2467.0,3063.0,2043.0,3164.0,2587.0,4092.0,2115.0,1454.0,3585.0,3777.0,-624.0,-764.0,-266.0,1923.0,-334.0,-727.0,-1910.0,-3225.0,-6363.0,1879.0,-1402.0,-5304.0,-5706.0,973.0,-1027.0,-493.0,43.0,-1599.0,-178.0,1842.0,7022.0,1812.0,400.0,63.0,3262.0,1127.0,4572.0,-19199.0,744.0,-6833.0,3210.0,3807.0,9049.0,-1235.0,-1315.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,3588.0,5009.0,2152.0,2691.0,-3600.0,-1823.0,2361.0,3120.0,414.0,2933.0,2286.0,2622.0,1666.0,3292.0,2240.0,3179.0,16348.0,2305.0,3930.0,6713.0,-1354.0,-1183.0,-99.0,1231.0,33.0,-735.0,-1691.0,-2640.0,-6235.0,2377.0,-750.0,-5724.0,-5384.0,-430.0,-1654.0,-1235.0,11.0,-987.0,548.0,821.0,5940.0,1068.0,-293.0,1157.0,1965.0,1265.0,6541.0,-19854.0,1374.0,-7335.0,2331.0,4067.0,9828.0,-4318.0,-1156.0
Zysk netto akcjonariuszy jednostki dominującej,3588.0,5009.0,2152.0,2691.0,-3600.0,-1823.0,2361.0,2538.0,414.0,2933.0,2286.0,2622.0,1666.0,3292.0,2240.0,3179.0,16348.0,2305.0,3870.0,6773.0,-1354.0,-1183.0,-554.0,1686.0,33.0,-735.0,-1691.0,-2640.0,-6235.0,2377.0,-750.0,-5724.0,-5384.0,-430.0,-1654.0,-1235.0,11.0,-987.0,548.0,821.0,5940.0,1068.0,-293.0,1157.0,1965.0,1265.0,6541.0,-19854.0,1374.0,-7335.0,2331.0,4067.0,9828.0,-4318.0,-1156.0
Aktywa trwałe,93365.0,95060.0,59887.0,72484.0,73246.0,73899.0,72863.0,74158.0,75894.0,84534.0,89224.0,88566.0,89525.0,100808.0,118026.0,150428.0,175326.0,181130.0,183576.0,191006.0,189734.0,191161.0,192630.0,188048.0,187236.0,184919.0,182200.0,180651.0,178934.0,175491.0,171676.0,172608.0,173691.0,168240.0,165722.0,178151.0,174514.0,172542.0,169942.0,170687.0,165806.0,166987.0,165016.0,165930.0,162062.0,161277.0,162072.0,164209.0,163507.0,162771.0,159954.0,159074.0,158293.0,154966.0,152739.0
Wartości niematerialne i prawne,963.0,923.0,942.0,7466.0,5923.0,7672.0,7703.0,8929.0,9215.0,8892.0,8892.0,8891.0,8661.0,8725.0,8650.0,8713.0,8463.0,8284.0,8088.0,7897.0,7830.0,7782.0,7791.0,7828.0,7808.0,7720.0,7562.0,7558.0,7562.0,7505.0,7373.0,7282.0,7235.0,7109.0,6976.0,7800.0,6876.0,6865.0,6762.0,7513.0,6838.0,7500.0,7429.0,7363.0,7304.0,7323.0,7305.0,7730.0,7588.0,7030.0,1129.0,1140.0,1120.0,1065.0,1129.0
Rzeczowe składniki majątku trwałego,57240.0,58215.0,58223.0,61968.0,64005.0,62357.0,61721.0,61621.0,62352.0,70759.0,74861.0,75939.0,77206.0,88559.0,105862.0,138145.0,149834.0,155642.0,157942.0,162456.0,161706.0,163296.0,164723.0,162988.0,161618.0,159226.0,156508.0,154202.0,152422.0,149670.0,145334.0,142259.0,142894.0,139515.0,137806.0,149945.0,147330.0,144309.0,141101.0,138518.0,138150.0,138983.0,137872.0,139074.0,136644.0,135793.0,134795.0,136376.0,135186.0,135321.0,139283.0,138113.0,136553.0,135677.0,133042.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0,1583.0,1838.0,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,35140.0,35902.0,706.0,2917.0,2917.0,2917.0,2875.0,2917.0,2893.0,3618.0,3594.0,3571.0,3547.0,3524.0,3500.0,3477.0,3453.0,3430.0,3406.0,2039.0,2224.0,2258.0,1911.0,1739.0,1516.0,2013.0,1963.0,2176.0,2236.0,861.0,893.0,5313.0,5238.0,4954.0,4914.0,3797.0,3730.0,3924.0,4189.0,4319.0,1519.0,322.0,331.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0,227.0
Pozostałe aktywa trwałe,22.0,20.0,16.0,133.0,401.0,953.0,564.0,691.0,1434.0,1265.0,1877.0,165.0,111.0,0.0,14.0,93.0,13576.0,13774.0,14140.0,17107.0,16391.0,15987.0,16169.0,15493.0,16294.0,15960.0,16167.0,16715.0,16714.0,17455.0,18076.0,17754.0,18324.0,16662.0,16026.0,16609.0,16578.0,17444.0,17890.0,20337.0,19299.0,20182.0,19384.0,19266.0,17887.0,17934.0,19745.0,19876.0,20506.0,20193.0,19315.0,19594.0,20393.0,17997.0,18341.0
Aktywa obrotowe,69347.0,76803.0,82444.0,72767.0,81530.0,80256.0,86381.0,75027.0,72652.0,87546.0,87313.0,92069.0,82755.0,88438.0,84246.0,68485.0,84910.0,74649.0,69273.0,67483.0,62283.0,62718.0,60067.0,60924.0,60132.0,53523.0,54672.0,54617.0,55572.0,72232.0,79198.0,79098.0,70247.0,65383.0,65222.0,68096.0,72584.0,83601.0,75886.0,84183.0,98371.0,98706.0,84483.0,81312.0,101874.0,107918.0,111810.0,116097.0,132985.0,146312.0,132568.0,125849.0,147004.0,133340.0,110528.0
Zapasy,17245.0,20242.0,22266.0,19663.0,22277.0,22755.0,24039.0,24198.0,23583.0,25924.0,20979.0,19704.0,24228.0,25799.0,27129.0,19682.0,21941.0,26008.0,23941.0,23069.0,27385.0,24746.0,27414.0,21462.0,23180.0,19642.0,21098.0,21145.0,27285.0,28543.0,31008.0,30952.0,31053.0,32807.0,30112.0,28728.0,28017.0,33583.0,29046.0,29726.0,42263.0,40928.0,37740.0,34964.0,41547.0,40255.0,48618.0,46372.0,52859.0,51992.0,45669.0,39566.0,38777.0,37148.0,33577.0
Należności krótkoterminowe,40725.0,50130.0,46684.0,44743.0,53115.0,51166.0,56471.0,42577.0,42781.0,40306.0,39579.0,42343.0,38249.0,46244.0,40113.0,34562.0,36535.0,32896.0,34662.0,36234.0,26806.0,27340.0,27036.0,24858.0,31839.0,29085.0,28321.0,27150.0,25494.0,33295.0,41825.0,39724.0,30603.0,24599.0,22222.0,35844.0,42687.0,47700.0,45108.0,51413.0,52931.0,54740.0,45297.0,42554.0,58467.0,65289.0,60843.0,67282.0,77314.0,89060.0,81706.0,83502.0,105986.0,93806.0,74920.0
Inwestycje krótkoterminowe,8666.0,5449.0,12617.0,3249.0,4991.0,4938.0,4685.0,7145.0,4799.0,19454.0,24780.0,28117.0,18017.0,13552.0,14657.0,12491.0,23805.0,13495.0,8879.0,6860.0,6068.0,8465.0,3984.0,13431.0,3418.0,3197.0,4026.0,5213.0,1030.0,8621.0,5138.0,558.0,658.0,690.0,2755.0,567.0,125.0,840.0,527.0,794.0,555.0,1247.0,498.0,1865.0,333.0,593.0,990.0,1919.0,1407.0,3647.0,4082.0,404.0,351.0,116.0,412.0
Środki pieniężne i inne aktywa pieniężne,8667.0,5449.0,12618.0,3249.0,4991.0,4938.0,4685.0,7145.0,4799.0,19454.0,24780.0,28117.0,18017.0,13552.0,14657.0,12491.0,23805.0,13495.0,8879.0,6860.0,6068.0,8465.0,3984.0,13431.0,3418.0,3197.0,4026.0,5213.0,1030.0,3834.0,351.0,558.0,658.0,393.0,2755.0,567.0,125.0,471.0,527.0,794.0,555.0,1247.0,498.0,1865.0,333.0,593.0,990.0,1919.0,1407.0,3647.0,4082.0,404.0,351.0,116.0,412.0
Pozostałe aktywa obrotowe,2711.0,982.0,877.0,5112.0,1147.0,1397.0,1186.0,1107.0,1489.0,1862.0,1975.0,1905.0,2261.0,2843.0,2347.0,1750.0,2629.0,2250.0,1791.0,1320.0,2024.0,2167.0,1633.0,1173.0,1695.0,1599.0,1227.0,1109.0,1763.0,1773.0,1227.0,7864.0,7933.0,7287.0,10133.0,2957.0,1755.0,1478.0,1205.0,2250.0,2622.0,1791.0,948.0,1929.0,1527.0,1781.0,1359.0,524.0,1405.0,1613.0,1111.0,2377.0,1890.0,2270.0,1619.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,162712.0,171863.0,142331.0,145251.0,154776.0,154155.0,159244.0,149185.0,148546.0,172080.0,176537.0,180635.0,172280.0,189246.0,202272.0,218913.0,260236.0,255779.0,252849.0,258489.0,252017.0,253879.0,252697.0,248972.0,247368.0,238442.0,236872.0,235268.0,234506.0,247723.0,250874.0,251706.0,243938.0,233623.0,230944.0,246247.0,247098.0,256143.0,245828.0,254870.0,264177.0,265693.0,249499.0,247242.0,263936.0,269195.0,273882.0,280306.0,296492.0,309083.0,292522.0,284923.0,305297.0,288306.0,263267.0
Kapitał własny akcjonariuszy jednostki dominującej,6473.0,10975.0,14351.0,17725.0,14368.0,13020.0,15648.0,17201.0,17742.0,43351.0,45595.0,47878.0,49415.0,53092.0,55706.0,59698.0,75964.0,78848.0,82497.0,87881.0,86507.0,85913.0,84974.0,86155.0,86155.0,85682.0,84473.0,82383.0,76337.0,78771.0,78024.0,72313.0,66952.0,66555.0,64865.0,59138.0,59149.0,57081.0,57595.0,57595.0,63348.0,64528.0,64454.0,66113.0,68420.0,70046.0,77286.0,57431.0,58806.0,51470.0,53802.0,57869.0,67667.0,63349.0,62194.0
Kapitał (fundusz) podstawowy,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0,1546.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,1092.0,1092.0,1092.0,1092.0,12098.0,4848.0,4848.0,4848.0,4848.0,27691.0,27691.0,27691.0,27691.0,35154.0,35154.0,35154.0,35154.0,45814.0,45814.0,45814.0,45814.0,74851.0,74851.0,74851.0,74851.0,79172.0,79172.0,79172.0,79172.0,73791.0,73791.0,73791.0,73791.0,68318.0,70942.0,68318.0,68318.0,59614.0,59614.0,59614.0,59614.0,60007.0,60007.0,60007.0,60007.0,67879.0,67879.0,67879.0,67879.0,57795.0,57795.0,57795.0,57795.0,57795.0,57795.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,106534.0,103224.0,72333.0,73273.0,72591.0,68916.0,69459.0,64794.0,64239.0,61658.0,61951.0,58532.0,58563.0,58360.0,58109.0,52599.0,64783.0,62272.0,61631.0,54262.0,35807.0,85152.0,85388.0,8028.0,7813.0,56961.0,52667.0,59855.0,59579.0,50793.0,51181.0,42282.0,45177.0,41747.0,41748.0,47568.0,46042.0,52270.0,60605.0,84055.0,79695.0,81600.0,92030.0,91233.0,90723.0,53382.0,90973.0,100348.0,100894.0,107418.0,99547.0,98001.0,94378.0,99404.0,105875.0
Z tytułu dostaw i usług,20454.0,27850.0,24685.0,23659.0,29250.0,33431.0,39910.0,34935.0,31897.0,41025.0,38512.0,54858.0,50660.0,54879.0,57569.0,79788.0,78746.0,73143.0,71187.0,60768.0,49632.0,54484.0,54416.0,60515.0,50352.0,53175.0,57574.0,62803.0,64236.0,80644.0,84827.0,96737.0,96843.0,89605.0,84941.0,110742.0,104435.0,114037.0,98776.0,78838.0,89457.0,87438.0,62423.0,59373.0,73992.0,81169.0,81411.0,96703.0,108526.0,123413.0,110482.0,97837.0,111081.0,95135.0,68786.0
Kredyty i pożyczki,20865.0,21342.0,22489.0,20829.0,30008.0,29667.0,23159.0,13505.0,16687.0,8090.0,8356.0,12872.0,9447.0,10127.0,15873.0,15552.0,12656.0,28043.0,23781.0,39553.0,46384.0,21838.0,22986.0,89709.0,96877.0,38564.0,38043.0,26801.0,31783.0,35358.0,35509.0,39471.0,33698.0,34609.0,38109.0,20889.0,25283.0,23069.0,21866.0,24533.0,26161.0,24819.0,24850.0,26555.0,24837.0,53313.0,17469.0,19800.0,18678.0,18259.0,18794.0,19685.0,19929.0,18840.0,10520.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,1034.0,1584.0,1073.0,2757.0,2810.0,3000.0,2997.0,11663.0,7269.0,5598.0,12078.0,5499.0,3289.0,12013.0,13870.0,10875.0,27677.0,13394.0,13509.0,15784.0,14747.0,5328.0,4583.0,4180.0,4067.0,4057.0,3671.0,3177.0,2295.0,2157.0,1331.0,801.0,1166.0,1107.0,1280.0,7656.0,11935.0,9686.0,6986.0,6861.0,5028.0,7308.0,4089.0,3408.0,5405.0,10430.0,6743.0,5238.0,8800.0,8523.0,9617.0,11230.0,11942.0,10890.0,15018.0
Inne zobowiązania długoterminowe,1559.0,2075.0,1495.0,1200.0,157.0,141.0,122.0,104.0,103.0,61.0,61.0,855.0,1163.0,914.0,811.0,2231.0,782.0,8196.0,8214.0,12373.0,8207.0,8379.0,8431.0,3975.0,4686.0,4215.0,782.0,765.0,765.0,2599.0,3053.0,4233.0,3936.0,4012.0,4013.0,871.0,871.0,2180.0,1920.0,25039.0,23174.0,25890.0,26058.0,25363.0,24259.0,22546.0,22261.0,22378.0,21573.0,22391.0,16977.0,16900.0,16181.0,16798.0,25428.0
Zobowiązania krótkoterminowe,49703.0,57664.0,55647.0,54253.0,67817.0,72219.0,74137.0,67190.0,66565.0,67071.0,68991.0,74225.0,64302.0,77794.0,88457.0,106616.0,119489.0,114659.0,108721.0,116346.0,129703.0,82814.0,82335.0,154789.0,153400.0,95799.0,99732.0,93030.0,98590.0,118159.0,121669.0,137111.0,131809.0,125321.0,124331.0,139541.0,141907.0,146792.0,127628.0,113220.0,121134.0,119565.0,93015.0,89896.0,104793.0,145767.0,105623.0,122527.0,136792.0,150195.0,139173.0,129053.0,143252.0,125553.0,95198.0
Inne zobowiązania krótkoterminowe,7350.0,6888.0,7400.0,7008.0,5749.0,6121.0,8071.0,7087.0,10712.0,12358.0,10045.0,996.0,906.0,775.0,1145.0,401.0,410.0,79.0,244.0,241.0,18940.0,16.0,350.0,385.0,2104.0,3.0,444.0,249.0,276.0,0.0,2.0,102.0,102.0,0.0,1.0,254.0,254.0,0.0,0.0,2988.0,488.0,0.0,1653.0,560.0,559.0,855.0,0.0,786.0,788.0,0.0,280.0,301.0,300.0,688.0,874.0
Rozliczenia międzyokresowe,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,162712.0,171863.0,142331.0,145251.0,154776.0,154155.0,159244.0,149185.0,148546.0,172080.0,176537.0,180635.0,172280.0,189246.0,202272.0,218913.0,260236.0,255779.0,252849.0,258489.0,252017.0,253879.0,252697.0,248972.0,247368.0,238442.0,236872.0,235268.0,234506.0,247723.0,250874.0,251706.0,243938.0,233623.0,230944.0,246247.0,247098.0,256143.0,245828.0,254870.0,264177.0,265693.0,249499.0,247242.0,263936.0,269195.0,273882.0,280306.0,296492.0,309083.0,292522.0,284923.0,305297.0,288306.0,263267.0
Przepływy pieniężne z działalności operacyjnej,9555.0,3072.0,5490.0,-787.0,-4442.0,7961.0,9276.0,11967.0,3618.0,-99.0,21995.0,13685.0,127.0,8037.0,6581.0,14311.0,2878.0,8918.0,6159.0,6392.0,-4675.0,5243.0,721.0,25901.0,-15050.0,10465.0,3690.0,7483.0,-4463.0,11919.0,-3689.0,14718.0,7349.0,1437.0,-953.0,6940.0,-7422.0,121.0,-8060.0,-612.0,415.0,3113.0,5132.0,2722.0,-1959.0,2693.0,-4030.0,1517.0,3685.0,4284.0,1305.0,-2764.0,1268.0,2818.0,10071.0
Amortyzacja,1391.0,1417.0,1426.0,1550.0,1579.0,1553.0,1663.0,1699.0,1692.0,1440.0,2133.0,1816.0,1823.0,1796.0,1942.0,2070.0,2154.0,2326.0,2460.0,2329.0,2398.0,2496.0,2487.0,2674.0,3536.0,2961.0,3188.0,2936.0,3039.0,3280.0,2778.0,5097.0,2434.0,2525.0,2200.0,3021.0,3023.0,2903.0,2623.0,2860.0,3040.0,2903.0,2788.0,2702.0,2616.0,2686.0,2455.0,2129.0,1816.0,2755.0,2170.0,1863.0,1908.0,1680.0,2965.0
