,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Koszty finansowe,,,,,-99.49,-98.71,-78.38,59.03,18600.0,13969.23,4600.0,-301.75,185.03,-49.15,81.91,110.17,-31.89,-8.92,144.44,2514.89,-46.83,-69.66,-91.21,-93.33,-69.43,-92.61,253.06,-773.17,3298.31,14163.16,1063.58,145.83,-16.51,-146.64,-71.63,-830.04,-48.39,224.29,-57.03,166.05,-56.25,-92.74,-142.53,-104.02,-1.85,292.11,66.13,-155.1,-71.16,942.06,3635.85,656.8,15048.6,102.36,-293.84,610.92,-36.95,37.95,296.71,266.81,2.37,50.03,-234.19,111.57
Pozostałe przychody (koszty),,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk z działalności gospodarczej,,,,,-249.51,-597.17,134.24,-129.24,-190.16,228.98,-1072.11,495.69,610.85,732.15,195.13,-138.52,-94.51,-24.61,0.16,716.33,1233.06,-69.04,-6.56,-49.06,-44.62,3.94,-170.33,55.22,-352.54,6338.59,1514.56,1171.54,968.9,-55.88,-11.98,15.35,41.46,-29.76,-3.26,-42.43,-48.7,-58.15,-54.64,-36.0,-22.02,11.24,-5.6,191.44,344.04,43.83,46.08,823.12,-63.3,31.6,-40.98,-91.11,148.02,-21.69,583.0,46.87,-13.11,-33.77,104.99,47.5
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,-249.51,-597.17,134.24,-129.24,-190.16,228.98,-1072.11,495.69,610.85,732.15,195.13,-138.52,-94.51,-24.61,0.16,716.33,1233.06,-69.04,-6.56,-49.06,-44.62,3.94,-170.33,55.22,-352.54,6338.59,1514.56,1171.54,968.9,-55.88,-11.98,15.35,41.46,-29.76,-3.26,-42.43,-48.7,-58.15,-54.64,-36.0,-22.02,11.24,-5.6,191.44,344.04,43.83,46.08,823.12,-63.3,31.6,-40.98,-91.11,148.02,-21.69,583.0,46.87,-13.11,-33.77,104.99,47.5
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,-249.51,-597.17,134.24,-129.24,-190.16,179.38,-1080.86,322.46,566.78,1093.71,180.3,-162.66,-88.65,-18.24,21.01,777.7,768.02,-72.72,-23.36,-68.23,-65.95,-11.15,-178.22,29.82,-476.33,7366.54,1266.88,1767.38,724.27,-57.71,-9.55,20.54,38.99,-28.13,-2.24,-42.12,-49.42,-59.75,-56.66,-9.75,-22.26,14.71,-4.73,162.89,416.82,61.67,58.47,803.92,-64.68,32.46,-30.11,-91.11,112.14,-38.22,504.06,53.83,0.7,-51.21,101.29,41.96
Zysk netto akcjonariuszy jednostki dominującej,,,,,-249.51,-597.17,134.24,-129.24,-190.16,179.38,-1080.86,322.46,566.78,1093.71,180.3,-162.66,-88.65,-18.24,21.01,777.7,768.02,-72.72,-23.36,-67.65,-63.2,-16.4,-165.91,29.94,-448.2,7835.2,1484.82,1732.52,724.27,-57.71,-9.55,20.54,38.99,-28.13,-2.24,-42.12,-49.42,-59.75,-56.66,-9.75,-22.26,14.71,-4.73,162.89,416.82,61.67,58.47,803.92,-64.68,32.46,-30.11,-91.11,112.14,-38.22,504.06,53.83,0.7,-51.21,101.29,41.96
Aktywa trwałe,,,,,-7.72,-8.23,-7.23,373.64,378.82,1277.58,1280.87,172.71,174.88,-1.64,-0.53,1.26,1.01,3.51,2.44,3.79,4.07,1.56,3.46,0.9,1.2,-2.92,-0.97,-1.89,-0.69,16.06,10.67,27.81,23.41,31.45,46.68,43.17,60.79,49.53,51.49,49.75,48.32,55.52,54.21,51.96,52.86,39.47,40.28,74.89,70.4,81.46,72.6,12.53,24.29,14.52,7.37,18.54,4.01,9.95,17.25,23.64,28.89,24.79,16.73,29.52
Wartości niematerialne i prawne,,,,,-24.64,-23.73,-45.83,-45.9,-48.08,177928.89,204546.15,241266.67,295407.42,-0.59,-0.12,0.34,-0.08,1.68,1.62,1.62,1.98,0.56,0.81,1.97,2.97,4.23,6.4,3.86,4.79,3.63,1.86,9.6,6.26,44.09,57.65,64.99,84.25,50.7,50.3,51.57,50.27,59.91,59.62,48.23,43.62,30.89,31.81,43.66,48.86,50.53,45.23,4.18,-8.58,-17.7,-23.14,-11.09,-2.52,13.11,16.92,28.77,36.96,29.01,21.79,9.17
Rzeczowe składniki majątku trwałego,,,,,-6.79,-7.63,-6.94,-5.13,-7.21,43.04,39.56,40.79,44.66,1.74,8.88,9.45,16.76,6.03,8.73,8.37,4.51,9.53,6.46,4.02,0.2,-44.27,-43.43,-50.84,-50.38,-3.05,0.22,70.58,93.41,112.07,106.79,53.76,53.35,43.83,42.12,30.57,16.86,5.56,6.13,2.17,75.54,66.99,74.04,447.1,219.87,231.35,205.26,0.08,2.63,7.71,8.25,9.38,14.28,13.17,14.36,26.05,24.69,24.66,30.58,26.01
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.07,15.15,13.77,13.44,13.44,-88.42,-26.49,-45.64,-46.69,386.36,-19.09,5.77,13.07,113.71,11.5,122.42,127.46,-43.29,3.17,-48.91,-51.72,-1.54
Inwestycje długoterminowe,,,,,-48.53,-38.6,1.45,37604.29,37691.43,297.14,292.86,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-64.35,-64.53,-10.97,-4.57,131.79,132.99,-7.19,87.93,581.86,3597.79,3863.27,1925.99,439.33,217.01,204.24,439.57,545.3,127.05,304.12,151.35,145.16,121.15,18.05,5.47,18.9,9.61,15.26,13.65,5.6,81.15
Pozostałe aktywa trwałe,,,,,-5.0,0.0,0.0,-100.0,-100.0,9210.0,7140.0,,,-48.98,-62.15,0.11,-48.8,132.21,9.49,144.14,297.47,1.59,308.17,-53.34,-59.08,-59.84,-50.59,14.33,35.29,1257.22,652.73,1160.39,955.7,-97.41,-95.5,-96.75,-100.0,-100.0,593.17,-100.0,,,-100.0,,221.34,,,707.33,213.33,286.93,38.21,-18.94,367.78,562.02,365.08,287.64,-8.95,-1.75,17.6,42.62,30.6,38.19,-0.13,1.6
Aktywa obrotowe,,,,,-67.17,-75.38,-62.9,-85.96,-71.25,1662.88,1131.7,3198.77,2902.94,49.78,60.31,21.35,-1.69,5.33,26.49,15.0,25.94,9.98,7.65,12.79,46.42,61.1,46.87,27.0,17.18,169.16,170.76,256.34,240.9,34.83,36.71,26.96,24.94,11.57,10.01,3.08,0.03,-0.72,-4.35,1.73,-0.3,-0.79,5.65,-1.83,10.93,13.19,4.41,193.83,148.76,55.77,65.17,-41.19,-33.83,-3.72,-6.41,-7.88,-16.08,-23.64,-0.07,0.75
Zapasy,,,,,-45.41,-84.45,-86.44,-47.34,-46.53,4891.04,5492.36,3736.65,4385.79,15.34,17.54,12.16,2.79,29.74,21.96,7.25,7.88,29.99,40.22,55.74,59.76,63.23,71.33,85.72,83.18,-26.48,-40.27,-64.56,-54.79,-99.02,-98.97,-98.83,-98.98,14.91,0.8,-19.45,-44.49,-54.59,-30.34,-20.12,-9.93,190.08,3029.51,4885.27,9236.33,2111.08,45.63,-45.91,-30.48,4.58,4.14,128.35,-5.86,-10.45,-12.51,-20.05,-30.76,-46.37,-48.5,-71.84
Należności krótkoterminowe,,,,,-1.63,-60.62,-31.11,-88.52,-71.91,743.1,506.9,1195.63,1042.25,25.53,98.04,75.54,-0.68,-6.54,8.03,4.34,4.6,-9.64,-22.2,-39.19,61.64,57.08,7.25,-20.36,-27.85,520.59,250.76,557.35,141.32,-56.21,-32.58,-19.52,0.38,-7.69,-30.04,-30.56,-33.96,-31.92,9.88,-9.39,78.99,101.32,55.13,263.51,93.96,3.22,32.84,506.69,31.48,84.29,51.7,-81.28,-1.31,-52.8,18.69,-6.28,-22.23,18.1,70.68,12.73
Inwestycje krótkoterminowe,,,,,-92.87,-94.77,-76.83,-98.68,-93.05,830.93,184.74,51933.33,15365.96,933.5,268.53,-10.01,-54.11,-42.98,101.38,97.33,315.62,111.06,34.84,46.06,54.19,90.32,54.13,-8.27,-24.57,221.03,535.14,960.32,1248.41,202.05,81.95,51.66,48.65,15.54,15.55,8.41,2.41,4.32,-5.71,1.75,-6.06,-12.89,-1.32,-26.8,-1.86,11.95,-1.21,72.95,190.23,56.19,73.97,18.01,-38.14,8.49,-11.89,-9.11,-15.97,-28.72,-14.61,-1.75
Środki pieniężne i inne aktywa pieniężne,,,,,-92.87,-94.77,-76.83,-98.68,-93.05,830.93,184.74,51933.33,4677.66,700.32,133.51,-37.1,8.64,-52.57,206.26,173.61,450.75,217.88,36.12,47.71,55.74,93.04,49.38,-13.33,-29.55,220.85,573.63,1044.46,1375.01,207.15,81.95,41.55,48.65,15.54,15.55,-87.98,-86.99,-77.26,-92.45,55.07,84.4,-48.47,159.36,-52.44,-6.14,141.15,60.66,1040.22,965.43,306.4,244.01,-26.94,-51.74,2.38,-71.23,-32.5,-79.33,-78.2,18.9,-35.91
Pozostałe aktywa obrotowe,,,,,,,,,,13699.08,7615.33,15467.71,,5.87,35.65,0.13,50.49,58.09,17.29,-21.68,-25.5,-46.36,-32.4,-29.08,-34.29,2.64,20.71,-44.01,-39.75,-38.45,-27.3,169.08,543.68,48.68,27.88,17.58,-62.35,9.77,-12.49,-2.91,45.85,3.4,12.92,50.41,33.94,47.2,46.34,-9.05,-1.93,33.19,33.96,-31.57,-53.87,-59.68,-44.74,2.84,74.85,82.02,105.5,66.29,48.43,3.75,-5.99,21.79
Aktywa trwałe przeznaczone do sprzedaży,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,,,,,,,,,,,,,,,
Aktywa razem,,,,,-54.78,-52.59,-41.94,48.3,120.21,1409.74,1221.43,375.53,379.55,18.95,22.07,10.6,-0.26,4.43,14.17,9.51,14.2,5.84,5.73,7.27,24.3,30.91,25.35,14.38,10.06,115.64,113.87,170.73,162.71,34.2,38.54,29.83,31.0,18.57,18.08,12.18,10.04,12.35,10.27,14.81,14.56,12.16,17.75,24.61,33.1,40.51,32.78,106.14,89.35,34.46,33.91,-25.42,-21.98,2.29,3.85,5.35,2.71,-0.73,8.16,14.92
Kapitał własny akcjonariuszy jednostki dominującej,,,,,140.13,-15.38,59.57,-38.63,-50.8,1365.81,1029.98,2045.44,3556.88,111.13,147.12,58.9,23.13,14.76,14.57,22.78,25.84,16.41,14.75,9.88,7.86,3.59,-0.28,0.91,-2.22,144.69,172.52,205.73,232.55,60.37,54.82,51.25,50.47,22.36,20.62,13.64,10.37,18.07,14.9,13.59,12.66,3.73,3.73,10.25,17.45,29.26,8.73,97.83,85.28,43.28,69.54,-13.4,-12.01,5.36,9.0,7.34,7.34,6.86,10.49,18.2
Kapitał (fundusz) podstawowy,,,,,200.0,0.0,0.0,0.0,0.0,148.65,148.65,194.25,237.28,35.64,35.64,14.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.92,1.23,1.23,1.01,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,4.81,4.81,4.81,0.08,0.0,0.0,0.0,0.03,0.03,-0.82,-0.82,-0.85
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
Kapitał (fundusz) zapasowy,,,,,0.0,0.0,0.0,0.0,0.0,18.27,18.54,34.71,47.54,19.45,19.18,4.87,-4.21,-1.41,-1.41,-1.41,5.33,6.88,6.88,6.88,6.49,6.49,6.49,6.49,0.0,0.0,0.39,0.39,0.39,230.54,233.14,235.28,235.28,38.81,37.19,36.31,36.92,34.35,36.77,34.66,34.06,5.81,3.94,5.57,5.57,0.4,-7.2,-0.78,-0.67,81.82,96.71,83.99,83.78,9.48,7.32,9.94,9.94,9.85,12.06,9.4
Udziały niekontrolujące,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania długoterminowe,,,,,0.0,0.0,0.0,41527.27,44940.91,119986.36,179781.82,74.23,23.25,-55.11,-80.87,-52.43,-42.39,-23.61,-6.21,0.18,-22.83,-32.98,-19.76,-30.62,-10.35,1.93,1.63,-59.5,-70.32,-76.0,-71.64,761.68,615.92,248.48,189.4,-55.06,-78.49,25.14,-80.91,-50.09,29.98,103.95,1094.27,62.01,402.21,-49.44,-42.9,276.0,58.98,254.93,264.9,560.44,-13.85,-10.44,-7.97,-78.27,90.14,54.18,71.32,0.2,-14.74,-8.21,13.12,7.15
Z tytułu dostaw i usług,,,,,-79.95,-76.04,-76.44,-86.49,-71.91,393.18,278.12,1287.99,930.07,63.17,124.77,19.29,2.0,2.6,49.95,1.24,10.58,7.93,-25.31,-27.09,-3.73,24.5,29.32,-17.0,-20.48,-15.52,-37.97,10.09,15.98,-4.62,41.31,23.75,-16.96,-1.35,-31.67,33.62,69.41,35.97,47.27,33.55,30.15,16.68,35.14,19.94,23.93,20.68,6.51,92.84,163.21,-11.65,32.19,-53.76,-46.64,32.52,9.53,35.1,-35.46,-22.13,-0.63,-18.42
Kredyty i pożyczki,,,,,,,,,,,612.92,9339.6,-46.51,-56.38,-9.37,-43.2,-44.08,-33.47,-47.99,-64.6,-84.66,-99.15,-99.78,-99.56,-97.3,-57.63,68.75,-80.95,-100.0,-100.0,-100.0,-100.0,,,,,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,
Z tytułu emisji dłużnych papierów wartościowych,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,500.0,,-62.79,-37.09,42.86,146.36,2189.84,64.16,15.42,-6.27,-91.85,-8.8,-6.14,-13.39,36.82,79.92,52.69,73.18,9874.62,2568.67,4995.21,980.58,-99.48,-99.52,-99.69,-94.32,29.41,241.67,201.59,-0.43,10.91,33.66,29.47,2564.38,2134.02,1632.85,775.61,-62.11,-56.78,-38.69,36.17,239.63,193.08,422.78,779.71,317.21,330.47,153.59,-62.88,-73.68,-71.48,-63.1,-28.13
Inne zobowiązania długoterminowe,,,,,0.0,0.0,0.0,-22.73,-63.64,28313.64,28245.45,37864.71,80362.5,20.33,19.37,12.44,2.0,15.14,-8.93,1.54,-19.8,-34.06,-21.89,-30.8,-11.41,2.22,0.7,-63.19,-73.38,-76.22,-70.42,881.03,722.95,264.91,195.31,-55.47,-80.51,23.81,-84.32,-51.43,45.18,109.44,1358.22,63.94,152.63,-96.83,-96.48,13.47,-27.88,1460.82,1489.87,1927.1,-15.15,-9.19,-3.39,-89.99,224.67,54.6,102.52,15.11,-5.45,29.84,76.7,8.28
Zobowiązania krótkoterminowe,,,,,-78.89,-62.83,-59.88,25.88,117.42,1017.81,741.16,229.16,149.47,-28.15,-19.86,-26.55,-32.78,-13.69,16.59,-19.37,-16.9,-19.7,-16.41,2.82,109.02,142.98,114.27,75.11,48.53,89.63,33.57,80.06,38.89,-34.36,-24.03,-36.73,-38.87,-5.34,4.05,5.28,6.24,-39.59,-40.74,24.13,21.4,158.18,268.05,133.03,178.76,102.19,141.32,97.94,113.64,2.29,-41.25,-57.8,-60.17,-18.49,-33.05,-10.4,-30.34,-55.21,-16.45,-16.31
Inne zobowiązania krótkoterminowe,,,,,-28.04,-7.28,-60.67,605.67,-57.31,880.89,2023.74,9.36,1954.54,-54.49,-86.18,-67.7,-61.37,-51.22,24.99,-32.46,-42.67,-15.82,183.63,315.56,689.21,775.54,297.82,189.65,88.77,101.84,61.25,71.18,39.95,-21.73,-30.56,-37.68,-41.26,-6.94,23.36,-7.77,-11.93,-70.42,-67.65,17.93,6.12,399.17,573.79,214.76,308.79,146.1,184.05,100.02,102.22,3.51,-51.88,-64.72,-69.85,-36.91,-58.3,-17.61,-18.3,-65.01,-8.39,-14.15
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,-54.78,-52.59,-41.94,48.3,120.21,1409.74,1221.43,375.53,379.55,18.95,22.07,10.6,-0.26,4.43,14.17,9.51,14.2,5.84,5.73,7.27,24.3,30.91,25.35,14.38,10.06,115.64,113.87,170.73,162.71,34.2,38.54,29.83,31.0,18.57,18.08,12.18,10.04,12.35,10.27,14.81,14.56,12.16,17.75,24.61,33.1,40.51,32.78,106.14,89.35,34.46,33.91,-25.42,-21.98,2.29,3.85,5.35,2.71,-0.73,8.16,14.92
Przepływy pieniężne z działalności operacyjnej,,,,,17.32,83.52,-1140.32,59.35,13.93,317.04,88.29,911.91,-481.93,303.3,-6156.95,-57.67,119.53,-67.14,247.13,130.83,449.34,-62.55,-66.06,31.66,-32.67,214.36,-158.2,-184.5,-168.46,3219.61,4900.22,1229.87,1856.15,-25.57,-56.17,-43.38,59.6,-41.38,28.2,-43.54,-42.44,-115.34,-60.45,123.65,-105.3,612.94,284.43,-21.57,9642.56,110.37,23.5,384.73,467.32,-284.19,-38.29,-99.47,-86.62,100.29,-19.11,12543.22,-20.43,1493.63,77.41,88.77
Amortyzacja,,,,,-40.48,-31.58,-39.04,-28.46,-20.0,363.74,450.56,518.18,488.75,31.28,-8.57,-7.17,19.53,5.6,53.35,54.85,31.44,35.73,17.03,2.43,11.62,4.79,14.55,-27.22,42.25,26.08,40.5,179.25,61.36,2971.78,-2.32,-84.21,-49.31,-95.69,0.4,400.78,23.41,-16.2,-12.21,923.39,652.7,605.84,626.75,-7.01,3.02,9.54,6.41,1866.46,202.37,206.52,216.55,-90.84,-21.2,-21.53,50.27,-13.59,14.22,14.53,137.35,414.04
Przepływy pieniężne z działalności inwestycyjnej,,,,,-95.1,-3.88,-77.97,-8151.72,58.33,-34122.22,-29192.31,367.53,-56247.37,114.0,116.6,-102.44,119.1,-128.74,-97.77,10.07,-145.83,32.99,-7971.43,-43.92,-14.56,681.83,-192.2,91.55,-137.48,-134.49,334.16,-15480.0,126.72,-1682.99,-267.75,-2.48,-73303.39,1153.44,-756.2,-7.37,96.0,-83.13,-4.53,-14.79,376.25,-153.77,51.69,-579.08,-264.09,-154.21,74.47,157.29,9.01,-139.68,-352.81,-465.08,339.1,66.74,-618.19,94.84,-220.07,237.91,92.16,-2837.26
CAPEX (niematerialne i rzeczowe),,,,,,,,-100.0,,,,,,80.81,134.62,508.43,55.34,84.8,71.95,13.96,25.47,-40.71,18.64,23.02,83.69,15.91,51.96,-4.03,74.51,-47.78,-14.51,680.35,-68.34,1126.88,2904.81,59.39,2130.18,287.29,-53.23,62.07,32.14,60.21,70.91,-26.09,51.79,-24.5,64.23,741.19,63.94,143.79,-10.73,-76.69,-39.19,30.06,-39.96,-34.15,18.31,-21.4,115.09,185.66,115.12,38.38,14.17,-17.63
Przepływy pieniężne z działalności finansowej,,,,,-100.0,100.0,,,,,127.05,-339.15,399.64,-106.81,-121.72,98.16,-288.3,158.5,90.48,-364.29,48.78,-157.61,130.0,88.11,97.13,90.67,-633.33,680.59,33.62,5.63,50.0,-87.28,457.14,495.52,3496.25,407.97,-207.27,-38202.26,-118.22,-103.45,96.27,99.77,17.78,-29.55,-15036.36,-44352.81,-326.29,-1819.3,39.34,99.35,-5029.22,33.55,242.77,-75959.04,98.86,-61.35,-168.24,99.77,-9904.63,-19662.92,-3.05,-8603.8,99.33,99.61
Emisja akcji,,,,,,,,,,,,-100.0,,,-100.0,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dywidenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,,,,,,,,-100.0,,,,,,,,-100.0,,,,,-100.0,
Przepływy pieniężne razem,,,,,-105.0,92.25,365.57,57.31,106.56,288.44,5.75,1306.94,-18631.67,522.54,-1195.45,-83.17,55.57,-73.56,239.97,123.69,100.1,-110.4,-73.61,102.23,43200.0,2690.83,-268.02,-178.34,-326.88,1344.33,2373.49,1308.19,939.58,-48.45,-65.65,-50.05,-1150.07,333.21,-172.58,-63.27,103.96,-83.92,-142.82,236.71,199.04,-279.52,166.65,-235.67,87.71,121.94,-35.7,579.83,920.64,-4698.06,-40.27,-176.98,-65.67,92.74,-2353.56,81.27,-136.53,91.5,117.87,-11.27
