,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Koszty finansowe,0.0,0.0,0.0,53.0,0.0,0.0,0.0,88.0,30.0,51.0,13.0,31.0,10.0,333.0,163.0,104.0,156.0,-147.0,5.0,0.0,2.0,72.0,28.0,16.0,16.0,161.0,270.0,421.0,316.0,379.0,272.0,796.0,727.0,264.0,582.0,3809.0,1278.0,4338.0,1325.0,4538.0,4884.0,-517.0,4187.0,4291.0,6379.0,10325.0,12715.0,19170.0,10301.0,10450.0,10140.0,10346.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,-1.0,0.0,76.0,0.0,34.0,-7.0,-15.0,-9.0,428.0,1904.0,2366.0,-1567.0,-2717.0,-866.0,920.0,-843.0,-411.0,-1160.0,-965.0,-1459.0,-1591.0,-1475.0,-1170.0
Zysk z działalności gospodarczej,-1216.0,-1087.0,-1031.0,-1159.0,-1007.0,-1007.0,-1024.0,-958.0,-121.0,-117.0,-74.0,-8592.0,1431.0,93.0,-319.0,24.0,-231.0,190.0,518.0,870.0,-66.0,121.0,48.0,107.0,1252.0,2218.0,385.0,-2054.0,388.0,1578.0,648.0,89.0,2203.0,3035.0,4003.0,5649.0,18015.0,13315.0,30101.0,25078.0,10848.0,5686.0,3289.0,-34945.0,-14424.0,-43436.0,-19878.0,-46546.0,1150.0,-40704.0,-18404.0,-7916.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-1216.0,-1087.0,-1031.0,-1159.0,-1007.0,-1007.0,-1024.0,-958.0,-121.0,-117.0,-74.0,-8592.0,1431.0,93.0,-320.0,25.0,-231.0,190.0,518.0,870.0,-66.0,121.0,48.0,107.0,1252.0,2218.0,385.0,-2054.0,388.0,1578.0,648.0,89.0,2203.0,3035.0,4003.0,5649.0,18015.0,13315.0,30101.0,25078.0,10848.0,5686.0,3289.0,-34945.0,-14424.0,-43436.0,-19878.0,-46546.0,1150.0,-40704.0,-18404.0,-7916.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-1213.0,-1090.0,-1031.0,-1146.0,-1007.0,-1038.0,-993.0,-946.0,-121.0,-97.0,-93.0,-8612.0,1366.0,-56.0,-71.0,-146.0,-231.0,186.0,517.0,804.0,-66.0,121.0,25.0,78.0,997.0,1771.0,255.0,-1731.0,257.0,1255.0,332.0,146.0,1614.0,2501.0,3143.0,4415.0,13507.0,10014.0,24429.0,22359.0,8592.0,7542.0,-2979.0,-29567.0,-13813.0,-41910.0,-22563.0,-36389.0,282.0,-39649.0,-16287.0,-9521.0
Zysk netto akcjonariuszy jednostki dominującej,-1213.0,-1090.0,-1031.0,-1146.0,-1007.0,-1038.0,-993.0,-946.0,-121.0,-97.0,-93.0,-8612.0,1366.0,-56.0,-158.0,-117.0,-224.0,170.0,529.0,801.0,-66.0,121.0,25.0,78.0,997.0,1771.0,255.0,-1731.0,257.0,1255.0,332.0,146.0,1614.0,2501.0,3143.0,4423.0,13507.0,10014.0,24429.0,22567.0,8592.0,1925.0,-4347.0,-29007.0,-14169.0,-41650.0,-22394.0,-34567.0,-838.0,-36647.0,-16078.0,-9410.0
Aktywa trwałe,0.0,0.0,0.0,11964.0,0.0,0.0,9672.0,8885.0,8829.0,8774.0,8718.0,113.0,120.0,134.0,558.0,537.0,523.0,61.0,55.0,3.0,63584.0,63592.0,63590.0,63787.0,76624.0,82655.0,85576.0,89213.0,89237.0,89869.0,89572.0,27290.0,29377.0,31768.0,33650.0,24900.0,19055.0,38711.0,143590.0,353525.0,386727.0,431249.0,467908.0,508932.0,580105.0,225205.0,233894.0,274880.0,285892.0,273392.0,224648.0,184417.0
Wartości niematerialne i prawne,0.0,0.0,0.0,11836.0,0.0,0.0,9629.0,8836.0,8783.0,8731.0,8678.0,92.0,83.0,77.0,31.0,25.0,19.0,12.0,6.0,0.0,63562.0,63560.0,63560.0,63559.0,64521.0,64521.0,64521.0,64659.0,64646.0,64634.0,64622.0,3910.0,6742.0,3899.0,3893.0,3957.0,3948.0,3971.0,34550.0,3993.0,3979.0,5524.0,5474.0,8076.0,9574.0,14574.0,16732.0,17725.0,17976.0,18110.0,18224.0,22895.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,114.0,0.0,0.0,28.0,23.0,20.0,17.0,15.0,13.0,11.0,10.0,9.0,9.0,9.0,0.0,0.0,0.0,19.0,28.0,27.0,95.0,126.0,129.0,128.0,136.0,129.0,121.0,113.0,230.0,223.0,5530.0,5417.0,10599.0,10459.0,17472.0,62172.0,288773.0,308145.0,350831.0,380222.0,426921.0,484618.0,151924.0,161487.0,175648.0,195445.0,172378.0,132039.0,89994.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,1364.0,15956.0,2335.0,8964.0,6679.0,19781.0,12452.0,20357.0,17380.0,17488.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,495.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11944.0,17972.0,20896.0,23538.0,24462.0,25114.0,24837.0,23088.0,21824.0,22337.0,24329.0,10184.0,4434.0,17012.0,45587.0,58048.0,51998.0,41792.0,77466.0,51922.0,64660.0,40891.0,37613.0,36653.0,35194.0,34769.0,32485.0,32111.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,14.0,0.0,0.0,15.0,26.0,26.0,26.0,25.0,8.0,26.0,47.0,23.0,8.0,0.0,49.0,49.0,3.0,3.0,4.0,3.0,3.0,33.0,33.0,31.0,880.0,0.0,0.0,0.0,62.0,588.0,2.0,11.0,160.0,214.0,256.0,1281.0,2711.0,22605.0,32380.0,3382.0,6057.0,18918.0,8852.0,11383.0,25073.0,24825.0,27778.0,24520.0,21929.0
Aktywa obrotowe,0.0,0.0,0.0,352.0,0.0,0.0,121.0,71.0,65.0,44.0,32.0,53.0,34.0,222.0,477.0,400.0,92.0,631.0,1156.0,2080.0,9376.0,8229.0,8125.0,11070.0,6801.0,7191.0,7013.0,4880.0,8937.0,9734.0,13413.0,19297.0,23999.0,34600.0,55626.0,117225.0,185651.0,200340.0,194585.0,290878.0,260170.0,258270.0,261619.0,306262.0,368006.0,691929.0,724291.0,506363.0,479164.0,452469.0,430819.0,460163.0
Zapasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,604.0,680.0,895.0,308.0,394.0,709.0,2919.0,686.0,950.0,1991.0,2581.0,471.0,6929.0,16621.0,21130.0,62513.0,94119.0,96871.0,67900.0,79118.0,60331.0,62169.0,74047.0,87449.0,109372.0,143145.0,110240.0,105755.0,102715.0,84622.0,75139.0,48376.0
Należności krótkoterminowe,21.0,79.0,66.0,85.0,128.0,135.0,115.0,41.0,47.0,37.0,28.0,7.0,27.0,64.0,103.0,138.0,127.0,540.0,514.0,1390.0,7027.0,4567.0,5229.0,8327.0,2562.0,2937.0,2731.0,3838.0,6769.0,6708.0,9812.0,15367.0,10359.0,14278.0,19431.0,27108.0,57765.0,59500.0,66561.0,74073.0,100712.0,109659.0,125132.0,127869.0,147563.0,81341.0,81113.0,87790.0,107034.0,82192.0,68006.0,66308.0
Inwestycje krótkoterminowe,53.0,27.0,4.0,264.0,7.0,7.0,6.0,30.0,18.0,7.0,4.0,46.0,7.0,158.0,373.0,258.0,-40.0,91.0,641.0,690.0,1729.0,2973.0,1978.0,2422.0,3820.0,3516.0,1313.0,356.0,1218.0,1035.0,1020.0,3459.0,6711.0,3701.0,15065.0,27604.0,33767.0,43969.0,60124.0,137687.0,99127.0,86442.0,62440.0,90944.0,111071.0,50909.0,68026.0,31318.0,39301.0,22844.0,21140.0,18989.0
Środki pieniężne i inne aktywa pieniężne,53.0,27.0,4.0,264.0,7.0,7.0,6.0,30.0,148.0,7.0,4.0,46.0,7.0,158.0,307.0,59.0,88.0,91.0,41.0,80.0,1231.0,2270.0,1275.0,1890.0,3754.0,3377.0,1174.0,356.0,296.0,620.0,600.0,2772.0,6282.0,3267.0,14626.0,23847.0,23899.0,43169.0,59252.0,131604.0,99051.0,78191.0,58428.0,61387.0,108239.0,31674.0,53454.0,21311.0,24928.0,8001.0,6673.0,3724.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,9.0,23.0,13.0,25.0,29.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416534.0,464912.0,281500.0,230114.0,262811.0,266534.0,326490.0
Aktywa razem,0.0,0.0,0.0,12316.0,0.0,0.0,9793.0,8956.0,8894.0,8818.0,8750.0,166.0,154.0,356.0,1035.0,937.0,615.0,692.0,1211.0,2083.0,72960.0,71821.0,71715.0,74857.0,83425.0,89846.0,92589.0,94093.0,98174.0,99603.0,102985.0,46587.0,53376.0,66368.0,89276.0,142125.0,204706.0,239051.0,338175.0,644403.0,646897.0,689519.0,729527.0,815194.0,948111.0,917134.0,958185.0,781243.0,765056.0,725861.0,655467.0,644580.0
Kapitał własny akcjonariuszy jednostki dominującej,13223.0,12133.0,11102.0,11523.0,9989.0,8951.0,7958.0,7539.0,7426.0,7320.0,7228.0,-1358.0,2.0,183.0,880.0,884.0,644.0,645.0,1181.0,2029.0,70317.0,70328.0,70354.0,73112.0,75093.0,76864.0,77119.0,75219.0,75320.0,76575.0,76907.0,16250.0,17837.0,20338.0,23481.0,32561.0,47704.0,58604.0,83888.0,102640.0,167838.0,168171.0,166482.0,131036.0,130214.0,75217.0,52791.0,25617.0,24697.0,-11625.0,-32100.0,-38853.0
Kapitał (fundusz) podstawowy,15002.0,15002.0,15002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16002.0,16702.0,16702.0,16702.0,16700.0,16702.0,72864.0,72864.0,72864.0,72864.0,72864.0,76507.0,76507.0,76507.0,76507.0,76507.0,76507.0,78507.0,76507.0,76507.0,76507.0,76507.0,76507.0,76507.0,76507.0,76507.0,112027.0,112027.0,129982.0,129982.0,129982.0,129982.0,129982.0,129982.0,129982.0,129982.0,129982.0,129982.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,72.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,552.0,552.0,577.0,577.0,602.0,12795.0,12795.0,12795.0,12998.0,14070.0,14070.0,14070.0,13628.0,13628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21034.0,21034.0,21003.0,21003.0,4616.0,4616.0,4616.0,4616.0,4616.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-53.0,-61.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068.0,2068.0,2068.0,2073.0,0.0,50.0,11878.0,5388.0,-265.0,6783.0,-168.0,148.0,-992.0,128.0,-2650.0,869.0,759.0
Zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120.0,7470.0,8604.0,12868.0,12774.0,12844.0,13054.0,4276.0,14312.0,18618.0,23008.0,35077.0,41766.0,60806.0,55312.0,223705.0,214552.0,240703.0,294512.0,181647.0,497087.0,164370.0,209554.0,209394.0,194816.0,215554.0,52389.0,14479.0
Z tytułu dostaw i usług,0.0,0.0,0.0,102.0,0.0,0.0,0.0,91.0,97.0,0.0,0.0,0.0,26.0,18.0,29.0,3.0,9.0,15.0,5.0,5.0,746.0,447.0,289.0,440.0,2402.0,1618.0,1470.0,602.0,2029.0,2598.0,3707.0,4093.0,5025.0,10739.0,21581.0,34564.0,61561.0,42828.0,58426.0,63929.0,47909.0,47434.0,55987.0,66371.0,73706.0,81417.0,74206.0,61548.0,58639.0,63980.0,67114.0,54927.0
Kredyty i pożyczki,0.0,0.0,0.0,612.0,0.0,0.0,0.0,1321.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,871.0,2899.0,3889.0,6372.0,6002.0,6786.0,7355.0,5699.0,5999.0,706.0,9795.0,17350.0,26119.0,73837.0,166956.0,152083.0,154433.0,138307.0,269407.0,162840.0,258863.0,309798.0,308971.0,383929.0,364342.0,489524.0,533232.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10940.0,5537.0,5570.0,4512.0,80.0,78.0,80.0,80.0,10951.0,0.0,2081.0,3271.0,65414.0,5961.0,31147.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,20.0,6.0,48.0,593.0,664.0,453.0,1552.0,1076.0,1393.0,2365.0,6893.0,7212.0,5379.0,3257.0,8598.0,10293.0,5721.0,9125.0,8566.0,7078.0,6117.0,6949.0,7274.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2064.0,137.0,22.0,64.0,150.0,172.0,2754.0,21.0,372.0,445.0,194.0,298.0,119.0,2108.0,115.0,261.0,1624.0,24745.0,10740.0,17840.0,20075.0,5750.0,7454.0,6440.0,1950.0,4868.0
Zobowiązania krótkoterminowe,437.0,807.0,1038.0,793.0,826.0,1104.0,1353.0,1417.0,1468.0,1496.0,1522.0,1550.0,152.0,173.0,186.0,106.0,31.0,29.0,27.0,52.0,2271.0,945.0,789.0,1233.0,2665.0,5074.0,6469.0,6006.0,10080.0,10184.0,13024.0,26061.0,21227.0,27412.0,42787.0,72419.0,113168.0,117573.0,196902.0,318058.0,264457.0,268767.0,263145.0,502776.0,314027.0,677715.0,695692.0,547224.0,545415.0,524582.0,634309.0,668195.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,79.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,126.0,3.0,3.0,103.0,22.0,14.0,22.0,47.0,763.0,498.0,500.0,793.0,263.0,2585.0,2100.0,1498.0,1657.0,1564.0,2525.0,3625.0,4373.0,4440.0,15535.0,26428.0,33103.0,47153.0,62194.0,69329.0,57253.0,59440.0,62323.0,92986.0,61227.0,300567.0,302563.0,168139.0,95769.0,90143.0,70722.0,72762.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-26.0,0.0,0.0,14.0,0.0,1.0,9.0,0.0,2.0,372.0,548.0,572.0,512.0,547.0,438.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,13660.0,12940.0,12140.0,12316.0,10815.0,10055.0,9311.0,8956.0,8894.0,8818.0,8750.0,166.0,154.0,356.0,1035.0,937.0,615.0,692.0,1211.0,2083.0,72960.0,71821.0,71715.0,74857.0,83425.0,89846.0,92589.0,94093.0,98174.0,99603.0,102985.0,46587.0,53376.0,66368.0,89276.0,142125.0,204706.0,239051.0,338175.0,644403.0,646897.0,689519.0,729527.0,815194.0,948111.0,917134.0,958185.0,781243.0,765056.0,725861.0,655467.0,644580.0
Przepływy pieniężne z działalności operacyjnej,0.0,0.0,0.0,-1071.0,0.0,0.0,-718.0,0.0,-41.0,-12.0,-2.0,41.0,-32.0,-71.0,-173.0,-195.0,-187.0,-38.0,-76.0,-109.0,1669.0,1889.0,-995.0,565.0,-2614.0,-5304.0,-4514.0,-4495.0,-1350.0,1996.0,-3393.0,-6016.0,1338.0,-8370.0,21162.0,-11412.0,-8012.0,17214.0,60058.0,12712.0,5117.0,-14537.0,-9760.0,11130.0,-38860.0,-18215.0,45666.0,-48615.0,-5277.0,-2791.0,6193.0,18773.0
Amortyzacja,1003.0,768.0,763.0,763.0,763.0,764.0,762.0,796.0,56.0,56.0,55.0,55.0,13.0,8.0,11.0,6.0,6.0,6.0,7.0,6.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,24.0,20.0,21.0,20.0,-6.0,236.0,254.0,654.0,794.0,747.0,857.0,1709.0,1750.0,2755.0,2928.0,3384.0,5625.0,3958.0,5062.0,6324.0,6195.0,3623.0,3076.0,3731.0,3325.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,0.0,-60.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,-79.0,-493.0,-123.0,0.0,177.0,25.0,160.0,43.0,-14.0,0.0,-3843.0,-1.0,54.0,123.0,469.0,-868.0,-991.0,2847.0,5963.0,1175.0,468.0,-2188.0,4233.0,-6083.0,-11155.0,-78376.0,-58327.0,-38794.0,-51340.0,-40609.0,-42203.0,-58881.0,-15086.0,-44618.0,128142.0,37101.0,-5483.0,49436.0,-14475.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,-7.0,0.0,0.0,0.0,0.0,22.0,15.0,0.0,70.0,32.0,5.0,0.0,17.0,0.0,0.0,0.0,35.0,64.0,104.0,524.0,89.0,147.0,5522.0,45902.0,44914.0,24618.0,37288.0,30727.0,39822.0,61417.0,45794.0,51161.0,8278.0,29101.0,10296.0,10433.0,21305.0
Przepływy pieniężne z działalności finansowej,0.0,0.0,0.0,1390.0,0.0,0.0,450.0,176.0,30.0,0.0,0.0,0.0,-6.0,263.0,855.0,68.0,87.0,0.0,0.0,0.0,-561.0,-836.0,0.0,3893.0,4481.0,4872.0,2188.0,3708.0,2159.0,-681.0,525.0,2225.0,996.0,4888.0,-7614.0,16399.0,14147.0,13211.0,34401.0,117966.0,1124.0,45017.0,30606.0,34032.0,144594.0,-37232.0,35413.0,-126218.0,-33924.0,-8527.0,-56712.0,-4775.0
Emisja akcji,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45003.0,17758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
