,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Koszty finansowe,0.0,0.0,0.0,81.0,0.0,0.0,0.0,450.0,0.0,4.0,7.0,13.0,2.0,6.0,106.0,753.0,126.0,186.0,75.0,63.0,175.0,81.0,72.0,21.0,26.0,4.0,9.0,44.0,8.0,247.0,13.0,402.0,24.0,37.0,73.0,67.0,46.0,46.0,73.0,254.0,110.0,108.0,294.0,409.0,46.0,36.0,66.0,86.0,100.0,77.0,75.0,281.0,73.0,1454.0,-1248.0,2362.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,284.0,-10.0,-415.0
Zysk z działalności gospodarczej,-6.0,-10.0,-55.0,242.0,233.0,-115.0,-244.0,451.0,-248.0,-229.0,113.0,171.0,-8.0,50.0,-97.0,-1903.0,582.0,-296.0,905.0,-1946.0,-220.0,196.0,476.0,3695.0,462.0,3904.0,2414.0,1729.0,629.0,488.0,1374.0,-5612.0,949.0,1036.0,2089.0,688.0,1291.0,73.0,3149.0,-217.0,2433.0,6228.0,464.0,2303.0,5944.0,8328.0,4007.0,5916.0,6071.0,3744.0,11418.0,-871.0,8064.0,758.0,5235.0,-10542.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,-6.0,-10.0,-55.0,242.0,233.0,-115.0,-244.0,451.0,-248.0,-229.0,113.0,171.0,-8.0,50.0,-97.0,-1903.0,582.0,-296.0,905.0,-1946.0,-220.0,196.0,476.0,3695.0,462.0,3904.0,2414.0,1729.0,629.0,488.0,1374.0,-5612.0,949.0,1036.0,2089.0,688.0,1291.0,73.0,3149.0,-217.0,2433.0,6228.0,464.0,2303.0,5944.0,8328.0,4007.0,5916.0,6071.0,3744.0,11418.0,-871.0,8064.0,758.0,5235.0,-10542.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,-6.0,-10.0,-55.0,239.0,233.0,-115.0,-244.0,451.0,-248.0,-229.0,113.0,207.0,-8.0,50.0,-96.0,-1737.0,507.0,-295.0,755.0,-1577.0,-222.0,176.0,379.0,2977.0,372.0,3150.0,1939.0,1377.0,594.0,276.0,1023.0,-4582.0,726.0,932.0,1999.0,370.0,1056.0,97.0,3112.0,-1112.0,2303.0,6088.0,494.0,1612.0,5814.0,8198.0,3891.0,3039.0,5121.0,3676.0,9434.0,-1864.0,6858.0,710.0,4263.0,-9128.0
Zysk netto akcjonariuszy jednostki dominującej,-6.0,-10.0,-55.0,239.0,233.0,-115.0,-244.0,451.0,-248.0,-218.0,113.0,196.0,27.0,59.0,-93.0,-1733.0,505.0,-289.0,758.0,-1576.0,-222.0,180.0,381.0,2979.0,374.0,3164.0,1950.0,1362.0,601.0,366.0,1045.0,-4538.0,749.0,683.0,2002.0,194.0,1056.0,92.0,3123.0,-1168.0,2331.0,5893.0,494.0,1612.0,5814.0,8198.0,3891.0,3051.0,5107.0,3720.0,9472.0,-1830.0,6897.0,736.0,3982.0,-8912.0
Aktywa trwałe,0.0,0.0,0.0,153.0,0.0,0.0,0.0,1882.0,0.0,1201.0,1166.0,1758.0,1626.0,1502.0,1437.0,796.0,1441.0,1889.0,1740.0,2117.0,1746.0,1772.0,1644.0,1589.0,1542.0,1395.0,1279.0,1507.0,1388.0,1383.0,1568.0,2537.0,2338.0,3321.0,4046.0,4751.0,4792.0,5136.0,4975.0,23904.0,26498.0,27950.0,34463.0,36207.0,35829.0,34519.0,33810.0,34186.0,44350.0,46271.0,47008.0,54548.0,59314.0,57052.0,59005.0,93951.0
Wartości niematerialne i prawne,0.0,0.0,0.0,49.0,0.0,0.0,0.0,40.0,0.0,336.0,313.0,853.0,813.0,687.0,609.0,554.0,466.0,1355.0,1231.0,1130.0,1162.0,818.0,728.0,1258.0,991.0,961.0,801.0,777.0,598.0,449.0,352.0,227.0,269.0,350.0,422.0,210.0,603.0,478.0,691.0,13645.0,21314.0,21341.0,24453.0,26186.0,24130.0,21407.0,18846.0,16436.0,13925.0,14046.0,12459.0,15638.0,18440.0,33097.0,35183.0,66681.0
Rzeczowe składniki majątku trwałego,0.0,0.0,0.0,11.0,0.0,0.0,0.0,55.0,0.0,54.0,41.0,87.0,48.0,47.0,12.0,5.0,187.0,296.0,271.0,234.0,243.0,218.0,179.0,144.0,260.0,248.0,289.0,506.0,566.0,586.0,869.0,726.0,1050.0,1057.0,1478.0,1672.0,1654.0,1631.0,1564.0,1472.0,1425.0,1516.0,2224.0,2709.0,2782.0,2578.0,2531.0,3656.0,3741.0,4130.0,5044.0,6023.0,8154.0,8046.0,7736.0,15442.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,652.0,652.0,652.0,652.0
Inwestycje długoterminowe,0.0,0.0,0.0,93.0,0.0,0.0,0.0,1738.0,0.0,763.0,763.0,764.0,764.0,764.0,764.0,67.0,764.0,67.0,67.0,73.0,93.0,77.0,79.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,40.0,39.0,307.0,39.0,307.0,0.0,0.0,0.0,1801.0,1959.0,1843.0,1298.0,1298.0,1924.0,1606.0,12962.0,12974.0,13277.0,13793.0,13944.0,12735.0,12032.0,11176.0
Pozostałe aktywa trwałe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,48.0,49.0,54.0,1.0,4.0,52.0,170.0,24.0,171.0,171.0,680.0,248.0,659.0,658.0,187.0,277.0,186.0,189.0,224.0,224.0,348.0,308.0,1545.0,980.0,1874.0,2107.0,2562.0,2496.0,2720.0,2720.0,8787.0,3759.0,3292.0,5827.0,5469.0,7619.0,9236.0,10509.0,12488.0,13722.0,15121.0,16228.0,18442.0,18124.0,2522.0,3402.0,0.0
Aktywa obrotowe,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,5751.0,0.0,4842.0,4975.0,5628.0,5746.0,5979.0,7527.0,6577.0,9563.0,6901.0,9222.0,8568.0,19690.0,18476.0,17797.0,21261.0,22633.0,25944.0,28785.0,31592.0,32136.0,31913.0,33510.0,30821.0,37048.0,35458.0,36591.0,40424.0,45526.0,45312.0,50443.0,37259.0,37288.0,40175.0,44877.0,47715.0,48374.0,51174.0,47606.0,49586.0,51709.0,55683.0,65089.0,67265.0,70799.0,66577.0,74617.0,43218.0
Zapasy,0.0,0.0,0.0,1817.0,0.0,0.0,0.0,2089.0,0.0,3201.0,3520.0,3366.0,3875.0,4448.0,5334.0,5924.0,6312.0,5821.0,7028.0,7391.0,8469.0,10391.0,11820.0,12999.0,15555.0,16848.0,18039.0,19602.0,21624.0,23007.0,24255.0,22839.0,27439.0,27189.0,28856.0,31773.0,35520.0,37501.0,39944.0,23683.0,22922.0,23435.0,28669.0,33842.0,22787.0,15071.0,13300.0,10430.0,10278.0,11411.0,13267.0,28633.0,25890.0,23492.0,26629.0,0.0
Należności krótkoterminowe,105.0,68.0,69.0,49.0,41.0,111.0,161.0,117.0,169.0,356.0,488.0,559.0,676.0,330.0,460.0,344.0,2126.0,371.0,1388.0,268.0,2413.0,877.0,1403.0,2547.0,3475.0,3814.0,5710.0,6535.0,5436.0,3801.0,4527.0,2514.0,3680.0,3044.0,4244.0,3257.0,4525.0,4676.0,4650.0,5907.0,8519.0,8117.0,7562.0,6571.0,4903.0,5363.0,11778.0,13228.0,12804.0,15748.0,23396.0,7200.0,15150.0,15429.0,14622.0,25246.0
Inwestycje krótkoterminowe,0.0,0.0,0.0,658.0,0.0,0.0,0.0,3509.0,0.0,472.0,66.0,651.0,68.0,71.0,647.0,159.0,220.0,611.0,716.0,719.0,8763.0,7128.0,4499.0,5615.0,3519.0,5183.0,4807.0,5358.0,4967.0,4509.0,4142.0,4974.0,5195.0,4487.0,2946.0,5091.0,5092.0,2829.0,5561.0,7505.0,5608.0,8448.0,8479.0,7154.0,20582.0,30604.0,22235.0,25705.0,28476.0,28286.0,28157.0,29669.0,28296.0,23779.0,29732.0,14141.0
Środki pieniężne i inne aktywa pieniężne,465.0,319.0,38.0,393.0,93.0,4073.0,2912.0,1617.0,903.0,472.0,66.0,160.0,68.0,71.0,647.0,159.0,220.0,611.0,716.0,719.0,8763.0,7128.0,4499.0,5615.0,3519.0,5183.0,4807.0,5358.0,4967.0,4503.0,4137.0,4974.0,5189.0,4461.0,2920.0,5091.0,4819.0,2829.0,5561.0,7505.0,5608.0,8448.0,8479.0,7048.0,16582.0,26299.0,22097.0,25067.0,27633.0,27441.0,27306.0,28953.0,27581.0,22585.0,27923.0,12397.0
Pozostałe aktywa obrotowe,0.0,0.0,0.0,76.0,0.0,0.0,0.0,36.0,0.0,813.0,901.0,1052.0,1127.0,1130.0,1086.0,150.0,905.0,98.0,90.0,190.0,45.0,80.0,75.0,100.0,84.0,99.0,229.0,97.0,109.0,596.0,586.0,494.0,734.0,738.0,545.0,303.0,389.0,306.0,288.0,164.0,239.0,175.0,167.0,148.0,102.0,136.0,293.0,223.0,151.0,238.0,269.0,1763.0,1463.0,3877.0,3634.0,3831.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,0.0,0.0,0.0,2753.0,0.0,0.0,0.0,7633.0,0.0,6043.0,6141.0,7386.0,7372.0,7481.0,8964.0,7373.0,11004.0,8790.0,10962.0,10685.0,21436.0,20248.0,19441.0,22850.0,24175.0,27339.0,30064.0,33099.0,33524.0,33296.0,35078.0,33358.0,39386.0,38779.0,40637.0,45175.0,50318.0,50448.0,55418.0,61163.0,63786.0,68125.0,79340.0,83922.0,84203.0,85693.0,81416.0,83772.0,96059.0,101954.0,112097.0,121813.0,130113.0,123629.0,133622.0,137169.0
Kapitał własny akcjonariuszy jednostki dominującej,1289.0,1171.0,1115.0,1355.0,1888.0,7292.0,7047.0,7493.0,7245.0,5523.0,5637.0,5840.0,5867.0,5926.0,6025.0,3880.0,6279.0,4096.0,4854.0,3278.0,14645.0,13035.0,13416.0,16395.0,15615.0,20028.0,21833.0,23194.0,23795.0,25069.0,26114.0,20716.0,26027.0,22148.0,24151.0,24344.0,26348.0,25492.0,28615.0,27565.0,29968.0,35779.0,36193.0,34692.0,40624.0,48823.0,50185.0,52543.0,69542.0,73154.0,82844.0,81245.0,88135.0,88783.0,92828.0,94796.0
Kapitał (fundusz) podstawowy,0.0,0.0,0.0,72.0,0.0,0.0,0.0,133.0,0.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103.0,-800.0,-800.0,-3270.0,-2399.0,0.0,0.0,0.0,-48.0,0.0,-71.0,-71.0,-71.0
Kapitał (fundusz) zapasowy,0.0,0.0,0.0,1672.0,0.0,0.0,0.0,7424.0,0.0,7424.0,7424.0,7424.0,7424.0,7461.0,7461.0,7461.0,7461.0,7461.0,7461.0,7461.0,17216.0,17216.0,17216.0,17216.0,17216.0,17216.0,17071.0,17071.0,17071.0,17216.0,17216.0,17216.0,17238.0,17238.0,17238.0,13198.0,17238.0,13198.0,13198.0,13198.0,15801.0,15801.0,13801.0,18789.0,18789.0,28497.0,28497.0,28497.0,16659.0,49389.0,49360.0,49360.0,52203.0,69885.0,69885.0,69885.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,799.0,744.0,741.0,737.0,740.0,733.0,730.0,728.0,727.0,724.0,722.0,720.0,718.0,3213.0,3201.0,3217.0,3210.0,1257.0,1234.0,1190.0,1182.0,1431.0,1428.0,1589.0,1205.0,1596.0,1595.0,1538.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,294.0,277.0,239.0,206.0,168.0,141.0,1311.0,1075.0
Zobowiązania długoterminowe,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593.0,2169.0,0.0,0.0,104.0,572.0,455.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,492.0,299.0,465.0,462.0,2151.0,1051.0,2200.0,1051.0,1051.0,410.0,1549.0,1155.0,1297.0,1485.0,1525.0,1252.0,981.0,1390.0,1328.0,1179.0,1128.0,2480.0,1194.0,1264.0,1093.0,18612.0
Z tytułu dostaw i usług,0.0,0.0,0.0,81.0,0.0,0.0,0.0,48.0,0.0,117.0,100.0,98.0,158.0,187.0,115.0,188.0,221.0,271.0,169.0,264.0,191.0,269.0,251.0,185.0,376.0,406.0,424.0,425.0,442.0,1169.0,500.0,616.0,711.0,629.0,574.0,616.0,1795.0,2489.0,1857.0,2497.0,2000.0,4229.0,5300.0,3891.0,1657.0,1432.0,2620.0,3269.0,3633.0,3756.0,4026.0,8756.0,9171.0,4096.0,3511.0,5118.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,5.0,57.0,1.0,143.0,340.0,676.0,490.0,621.0,314.0,418.0,296.0,205.0,48.0,11.0,10.0,7.0,17.0,10.0,18.0,26.0,84.0,1916.0,1537.0,3256.0,1759.0,2128.0,2633.0,3587.0,3721.0,2884.0,3146.0,2126.0,1680.0,1688.0,0.0,1522.0,1205.0,666.0,112.0,878.0,449.0,1511.0,81.0,1602.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,0.0,0.0,0.0,3228.0,3175.0,2477.0,2641.0,1592.0,1939.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,161.0,157.0,149.0,143.0,137.0,131.0,124.0,118.0,233.0,221.0,177.0,301.0,297.0,56.0,89.0,78.0,121.0,104.0,253.0,257.0,192.0,127.0,57.0,314.0,371.0,292.0,533.0,402.0,233.0,191.0,182.0,269.0,267.0,552.0,534.0,530.0,522.0,514.0,598.0,1925.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,0.0,11149.0
Zobowiązania krótkoterminowe,729.0,555.0,339.0,1391.0,1236.0,557.0,218.0,131.0,249.0,213.0,215.0,470.0,373.0,525.0,1912.0,523.0,1205.0,3420.0,4852.0,5277.0,4060.0,4311.0,3166.0,3807.0,2213.0,2167.0,2664.0,3040.0,2450.0,2737.0,2140.0,1943.0,2290.0,4261.0,3924.0,5683.0,5390.0,6811.0,7292.0,8536.0,8274.0,9610.0,10551.0,9920.0,6327.0,5998.0,6934.0,7837.0,9023.0,7718.0,7407.0,18730.0,19466.0,13769.0,12448.0,22686.0
Inne zobowiązania krótkoterminowe,0.0,0.0,0.0,502.0,0.0,0.0,0.0,83.0,0.0,90.0,105.0,371.0,210.0,276.0,202.0,192.0,483.0,2316.0,816.0,1074.0,941.0,852.0,903.0,1360.0,1521.0,1529.0,2053.0,2307.0,1694.0,1502.0,1533.0,1223.0,1374.0,1612.0,1560.0,1554.0,1644.0,2067.0,2745.0,2138.0,2182.0,2205.0,1572.0,3501.0,2757.0,2687.0,4132.0,2777.0,3918.0,2744.0,2735.0,8566.0,9324.0,7648.0,8258.0,14041.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,317.0,299.0,1076.0,333.0,286.0,286.0,640.0,611.0,541.0,526.0,1298.0,1432.0,1723.0,1689.0,1928.0,5629.0,1931.0,2366.0,3648.0,4069.0,4006.0,5098.0,9210.0,9422.0,10477.0,8983.0,12508.0,15175.0,15498.0,16865.0,23114.0,22485.0,21581.0,31299.0,37825.0,35727.0,29620.0,23316.0,21695.0,15872.0,19626.0,20479.0,19152.0,21150.0,19672.0,25942.0,0.0
Pasywa razem,2318.0,2026.0,1754.0,2753.0,3124.0,7849.0,7265.0,7633.0,7494.0,6043.0,6141.0,7386.0,7372.0,7481.0,8964.0,7373.0,11004.0,8790.0,10962.0,10685.0,21436.0,20248.0,19441.0,22850.0,24175.0,27339.0,30064.0,33099.0,33524.0,33296.0,35078.0,33358.0,39386.0,38779.0,40637.0,45175.0,50318.0,50448.0,55418.0,61163.0,63786.0,68125.0,79340.0,83922.0,84203.0,85693.0,81416.0,83772.0,96059.0,101954.0,112097.0,121813.0,130113.0,123629.0,133622.0,137169.0
Przepływy pieniężne z działalności operacyjnej,0.0,0.0,0.0,-175.0,0.0,0.0,0.0,-899.0,0.0,0.0,0.0,-863.0,-583.0,0.0,-1623.0,-643.0,-662.0,1665.0,-1266.0,-804.0,-1147.0,-1758.0,-1443.0,2080.0,15.0,-555.0,-244.0,873.0,-283.0,-317.0,-302.0,962.0,85.0,-2048.0,-2313.0,-1796.0,541.0,-3697.0,2681.0,-6164.0,-2165.0,2183.0,5267.0,8139.0,13933.0,7840.0,-3453.0,6708.0,8764.0,451.0,5449.0,8411.0,6379.0,11888.0,-9013.0,2167.0
Amortyzacja,45.0,57.0,45.0,23.0,9.0,5.0,28.0,31.0,16.0,71.0,36.0,82.0,131.0,85.0,204.0,78.0,118.0,119.0,205.0,183.0,155.0,307.0,133.0,136.0,188.0,189.0,203.0,256.0,239.0,232.0,187.0,67.0,109.0,120.0,112.0,226.0,246.0,256.0,259.0,217.0,1162.0,1547.0,1928.0,2589.0,2941.0,2916.0,2882.0,2876.0,2838.0,1681.0,3667.0,2244.0,3650.0,2540.0,4505.0,10709.0
Przepływy pieniężne z działalności inwestycyjnej,0.0,0.0,0.0,-270.0,0.0,0.0,0.0,-2519.0,0.0,0.0,0.0,-121.0,0.0,0.0,17.0,-84.0,-212.0,-1099.0,0.0,1067.0,-63.0,-21.0,-2.0,-537.0,-139.0,2274.0,-84.0,-449.0,-118.0,-112.0,-100.0,73.0,19.0,-457.0,-118.0,-547.0,-371.0,-358.0,-404.0,-1003.0,-834.0,887.0,-5546.0,-9071.0,-2620.0,-1803.0,-1520.0,-3438.0,-13768.0,-3879.0,-5219.0,-8371.0,-7678.0,-22221.0,6206.0,-2845.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,17.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,118.0,212.0,1099.0,0.0,-1073.0,63.0,21.0,2.0,537.0,139.0,44.0,84.0,449.0,118.0,112.0,100.0,-73.0,19.0,419.0,118.0,280.0,371.0,358.0,404.0,1006.0,834.0,2637.0,5046.0,9027.0,2311.0,1693.0,2085.0,2940.0,2235.0,3930.0,5008.0,8105.0,12016.0,19372.0,-10815.0,19939.0
