,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
Aktywa obrotowe,131748.0,125875.0,152897.0,132186.0,131039.0,190295.0,235077.0,248480.0,234659.0,243288.0,268052.0,247190.0,280966.0,350667.0,335686.0,408499.0,385774.0,388235.0,446696.0,568688.0,625257.0,693059.0,695794.0,831028.0,742540.0,715786.0,743686.0,714848.0,646721.0,700928.0,684657.0,752087.0,805194.0,1077617.0,1226799.0,1205628.0,1274910.0,1104504.0,1024694.0,1083927.0,1211400.0,1248691.0
Zapasy,55992.0,66009.0,95989.0,75533.0,74880.0,109312.0,134137.0,150169.0,124726.0,115975.0,147769.0,171643.0,186603.0,212865.0,250380.0,294755.0,257415.0,242320.0,274303.0,278919.0,294032.0,340586.0,358778.0,353839.0,339304.0,369681.0,365935.0,294006.0,249561.0,228781.0,222376.0,237026.0,247357.0,263187.0,325964.0,346240.0,401674.0,396497.0,411645.0,441691.0,430093.0,393695.0
Należności krótkoterminowe,71498.0,43592.0,44447.0,47316.0,48000.0,53277.0,73569.0,61674.0,100920.0,114984.0,102333.0,69201.0,87599.0,96299.0,74836.0,98567.0,121820.0,114056.0,143396.0,229011.0,264833.0,281957.0,284490.0,354370.0,260061.0,223802.0,285492.0,301462.0,272401.0,311032.0,354969.0,386780.0,454929.0,621150.0,736512.0,688729.0,725227.0,460399.0,384137.0,390372.0,460805.0,539051.0
Inwestycje krótkoterminowe,3495.0,15516.0,7860.0,8126.0,6721.0,5374.0,3131.0,10002.0,8401.0,11857.0,17585.0,4653.0,4593.0,38198.0,6871.0,9891.0,5053.0,29738.0,27200.0,57279.0,62758.0,65957.0,47562.0,117720.0,137057.0,116264.0,85961.0,112813.0,121208.0,157493.0,103773.0,108733.0,97784.0,190627.0,164323.0,170658.0,148009.0,247608.0,228912.0,251864.0,320502.0,315945.0
Środki pieniężne i inne aktywa pieniężne,3495.0,15516.0,7860.0,8126.0,6721.0,5374.0,3131.0,10002.0,8401.0,11857.0,17465.0,4653.0,4593.0,38198.0,6871.0,9891.0,5053.0,29738.0,23200.0,40374.0,37458.0,41585.0,20649.0,90316.0,117773.0,88079.0,63726.0,107796.0,118744.0,138477.0,80307.0,77394.0,53808.0,173244.0,137723.0,144179.0,116762.0,216734.0,205179.0,202443.0,293748.0,246725.0
Pozostałe aktywa obrotowe,763.0,758.0,4601.0,1211.0,1438.0,22332.0,24240.0,26635.0,612.0,472.0,365.0,1693.0,2171.0,3305.0,3599.0,5286.0,1486.0,2121.0,1797.0,3479.0,3634.0,4559.0,4964.0,5099.0,6118.0,6039.0,6298.0,6567.0,3551.0,3622.0,3539.0,19548.0,5124.0,2653.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,173541.0,172253.0,172533.0,182288.0,187196.0,216851.0,261526.0,283486.0,308330.0,327897.0,347731.0,364847.0,404219.0,466795.0,458031.0,529632.0,516298.0,550881.0,614852.0,749055.0,817166.0,900817.0,906054.0,1039374.0,981188.0,954981.0,983576.0,951727.0,882352.0,953497.0,934672.0,1010008.0,1083073.0,1357149.0,1524803.0,1498833.0,1593912.0,1386779.0,1313145.0,1377497.0,1503696.0,1542797.0
Kapitał własny akcjonariuszy jednostki dominującej,49674.0,57513.0,58102.0,62272.0,67112.0,74145.0,102836.0,107430.0,114062.0,116013.0,117348.0,125316.0,130731.0,138914.0,143351.0,140824.0,158978.0,167443.0,176484.0,172654.0,179788.0,191524.0,197458.0,209017.0,215680.0,242312.0,250439.0,275676.0,286825.0,291477.0,300863.0,321866.0,329068.0,368589.0,385384.0,390289.0,404807.0,458037.0,466458.0,490390.0,511319.0,557905.0
Kapitał (fundusz) podstawowy,6410.0,6410.0,6410.0,6410.0,6410.0,6410.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0,8363.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,25694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,33315.0,33315.0,33314.0,51103.0,51103.0,51103.0,51103.0,95414.0,95414.0,95414.0,95414.0,162914.0,162908.0,162908.0,162908.0,167379.0,167379.0,167379.0,167379.0,178116.0,178116.0,178116.0,180899.0,211281.0,211281.0,214788.0,214788.0,214788.0,258025.0,254731.0,256628.0,254570.0,284305.0,26309.0,26309.0,26309.0,26309.0,26309.0,26309.0,26309.0,26309.0,26309.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2002.0,2002.0,2002.0,2002.0,18679.0,18679.0,18679.0,18657.0,18924.0,18976.0,19662.0,19808.0,19958.0
Zobowiązania długoterminowe,39695.0,31255.0,50415.0,48445.0,50347.0,45580.0,55769.0,64663.0,63867.0,114450.0,135004.0,127557.0,119970.0,122615.0,70950.0,83153.0,104680.0,108276.0,182227.0,224813.0,238716.0,258515.0,247906.0,285319.0,284397.0,197100.0,118208.0,83022.0,109806.0,128920.0,175888.0,236268.0,258292.0,282261.0,310756.0,374563.0,338746.0,269261.0,274286.0,291742.0,296614.0,292859.0
Z tytułu dostaw i usług,0.0,33231.0,0.0,32482.0,0.0,59833.0,47990.0,43466.0,48428.0,57964.0,39042.0,40127.0,39069.0,168523.0,216740.0,262278.0,207149.0,186402.0,176934.0,262764.0,321059.0,361018.0,356709.0,430818.0,333036.0,339747.0,391048.0,329292.0,257352.0,287361.0,257831.0,259235.0,296369.0,489662.0,562819.0,510618.0,649707.0,425825.0,354795.0,381284.0,392768.0,382786.0
Kredyty i pożyczki,0.0,16351.0,0.0,19865.0,0.0,17138.0,26814.0,31615.0,25953.0,11801.0,741.0,16514.0,32511.0,26322.0,16894.0,30121.0,26871.0,67070.0,55000.0,68873.0,56751.0,60338.0,71505.0,81201.0,110926.0,142445.0,185456.0,194809.0,172435.0,161844.0,133159.0,123969.0,124529.0,113786.0,132018.0,129292.0,87636.0,123443.0,109948.0,119390.0,166982.0,113976.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,203.0,0.0,100.0,0.0,241.0,474.0,177.0,331.0,385.0,367.0,309.0,309.0,1043.0,718.0,4325.0,4588.0,4707.0,7213.0,7358.0,7762.0,8462.0,8985.0,8840.0,6587.0,7287.0,6525.0,5500.0,14727.0,11919.0,12167.0,4426.0,15358.0,7214.0,8972.0,5331.0,22182.0,20302.0,8269.0,6995.0,6689.0,8340.0
Inne zobowiązania długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,4905.0,6766.0,6860.0,6485.0,7107.0,11514.0,11759.0,8154.0,8809.0,9331.0,10744.0,22737.0,23712.0,32287.0,36432.0,36784.0,38666.0,40514.0,46372.0,48749.0,50866.0,51829.0,45444.0,38992.0,37027.0,46515.0,50751.0,76121.0,78547.0,44340.0,57776.0,28965.0,33520.0,27103.0,29462.0,32273.0
Zobowiązania krótkoterminowe,83505.0,77351.0,58510.0,66919.0,66242.0,91126.0,102921.0,109913.0,130401.0,97434.0,95379.0,111974.0,153518.0,205266.0,243730.0,305655.0,252640.0,275161.0,256140.0,351587.0,398661.0,450777.0,460688.0,545036.0,481109.0,515567.0,614927.0,593027.0,485719.0,531098.0,455919.0,449872.0,493711.0,687620.0,809984.0,715302.0,831702.0,640557.0,553425.0,575703.0,675955.0,672075.0
Inne zobowiązania krótkoterminowe,0.0,15066.0,0.0,14472.0,0.0,13914.0,27643.0,34655.0,55689.0,27284.0,55229.0,55024.0,81629.0,9378.0,9378.0,8931.0,14032.0,16982.0,16993.0,12592.0,13089.0,20959.0,23489.0,24177.0,30560.0,26088.0,31898.0,63426.0,41205.0,69974.0,52762.0,62242.0,57455.0,76958.0,106175.0,70061.0,72177.0,70987.0,80413.0,68034.0,109516.0,166973.0
Rozliczenia międzyokresowe,667.0,6134.0,5506.0,4652.0,3495.0,6000.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,173541.0,172253.0,172533.0,182288.0,187196.0,216851.0,261526.0,283486.0,308330.0,327897.0,347731.0,364847.0,404219.0,466795.0,458031.0,529632.0,516298.0,550881.0,614852.0,749055.0,817166.0,900817.0,906054.0,1039374.0,981188.0,954981.0,983576.0,951727.0,882352.0,953497.0,934672.0,1010008.0,1083073.0,1357149.0,1524803.0,1498833.0,1593912.0,1386779.0,1313145.0,1377497.0,1503696.0,1542797.0
Przepływy pieniężne z działalności operacyjnej,7189.0,16079.0,-14234.0,6642.0,8761.0,3898.0,-44233.0,-5127.0,7277.0,-15279.0,-7981.0,8243.0,2990.0,29933.0,34314.0,-18202.0,-12062.0,26722.0,-61784.0,-33076.0,33514.0,-6231.0,-8223.0,28959.0,36085.0,26004.0,12970.0,56029.0,4496.0,53252.0,-50728.0,-40989.0,2626.0,144910.0,-50390.0,-1742.0,49580.0,105333.0,5501.0,-10725.0,47947.0,54356.0
Amortyzacja,844.0,712.0,678.0,758.0,869.0,911.0,655.0,793.0,1054.0,812.0,909.0,955.0,1461.0,581.0,1045.0,1213.0,1344.0,2300.0,1596.0,2070.0,2040.0,2191.0,2239.0,2735.0,2316.0,2929.0,2518.0,3151.0,2778.0,2520.0,2591.0,2579.0,3275.0,3546.0,3301.0,3468.0,3986.0,4764.0,4150.0,4368.0,3907.0,3777.0
Przepływy pieniężne z działalności inwestycyjnej,-1844.0,-7019.0,-1643.0,-3550.0,-7358.0,-296.0,-2494.0,-3471.0,-1522.0,-15624.0,4306.0,-20666.0,-10593.0,7299.0,-1998.0,234.0,-4690.0,-26310.0,-5855.0,2499.0,-14535.0,-548.0,-3196.0,110.0,-31027.0,15838.0,-2873.0,-71.0,-550.0,-5351.0,-3784.0,-1253.0,-15035.0,4354.0,-12824.0,-7842.0,-16321.0,2606.0,-1287.0,-1537.0,560.0,-3869.0
CAPEX (niematerialne i rzeczowe),-2575.0,4847.0,1407.0,1840.0,8357.0,966.0,3013.0,2135.0,3551.0,14506.0,165.0,16206.0,11890.0,-6107.0,2510.0,14.0,4720.0,21726.0,1744.0,662.0,13218.0,1852.0,2858.0,120.0,31298.0,-18766.0,2439.0,563.0,535.0,2751.0,854.0,945.0,1199.0,1139.0,14889.0,4915.0,3011.0,-2213.0,1481.0,2530.0,-63.0,3753.0
Przepływy pieniężne z działalności finansowej,-9197.0,2960.0,8221.0,-2826.0,-2807.0,-4949.0,44484.0,15469.0,-7330.0,34357.0,9283.0,-388.0,7542.0,-3626.0,-63644.0,20989.0,11914.0,24273.0,61100.0,32874.0,-13502.0,9978.0,-6976.0,41089.0,14278.0,-62625.0,-47466.0,-29605.0,12014.0,-11616.0,791.0,47203.0,1459.0,-56420.0,36911.0,13898.0,-57915.0,-21794.0,-21727.0,27476.0,34012.0,-67494.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,27646.0,615.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4432.0,0.0,0.0,9868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-3852.0,12020.0,-7656.0,266.0,-1404.0,-1347.0,-2243.0,6871.0,-1575.0,3454.0,5608.0,-12811.0,-61.0,33606.0,-31328.0,3021.0,-4838.0,24685.0,-6539.0,2297.0,5477.0,3199.0,-18395.0,70158.0,19336.0,-20783.0,-37369.0,26353.0,15960.0,36285.0,-53721.0,4961.0,-10950.0,92844.0,-26303.0,4314.0,-24656.0,86145.0,-17513.0,15214.0,82519.0,-17007.0
