,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Koszty finansowe,,,,,724.37,-227.45,105.82,447.38,311.56,-587.05,-371.48,-124.18,-96.41,130.91,93.53,113.79,198.1,-57.16,3826.68,156.17,-50.06,85.52,-91.53,-72.46,279.17,476.89,-484.23,-258.58,42.29,-58.69,211.55,1565.83,-19.07,53.69,0.4,-66.14,9.89,307.62,-201.06,203.59,-13.43,-76.89,188.01,-63.07,78.55,321.24,-156.37,90.59,-30.74,-69.21,381.12,-71.49,363.22,-131.27,-26.98,158.74,-83.39,114.1,-33.82,-62.84,104.26,856.44,61.74,-191.99,-72.68,54.39,-34.39,246.29
Pozostałe przychody (koszty),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2440.0,-18050.0,54.41,-459.69,-211.81,-19.78,10.49
Zysk z działalności gospodarczej,,,,,1116.04,2732.56,-99.02,204.06,-70.74,-80.19,186.5,-578.08,409.05,191.35,220.28,144.01,-11.89,-35.27,143.29,-25.42,-143.59,-15.35,-105.75,277.73,391.58,251.16,1295.76,-81.4,-8.17,-49.14,-25.01,257.45,-15.42,133.84,121.75,-18.12,41.4,168.07,-130.51,3.59,-47.69,-57.69,822.93,-151.41,688.56,103.12,-103.36,216.79,39.96,-71.36,1807.85,-285.61,-39.09,-383.6,-58.08,-247.76,-50.32,141.15,108.35,158.56,-61.39,-130.49,20.3,127.94,360.95,347.9,29.02,-13.72
Wynik zdarzeń nadzwyczajnych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk przed opodatkowaniem,,,,,1116.04,2732.56,-99.02,204.06,-70.74,-80.19,186.5,-578.08,409.05,191.35,220.28,144.01,-11.89,-35.27,143.29,-25.42,-143.59,-15.35,-105.75,277.73,391.58,251.16,1295.76,-81.4,-8.17,-49.14,-25.01,257.45,-15.42,133.84,121.75,-18.12,41.4,168.07,-130.51,3.59,-47.69,-57.69,822.93,-151.41,688.56,103.12,-103.36,216.79,39.96,-71.36,1807.85,-285.61,-39.09,-383.6,-58.08,-247.76,-50.32,141.15,108.35,158.56,-61.39,-130.49,20.3,127.94,360.95,347.9,29.02,-13.72
Zysk (strata) netto z działalności zaniechanej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zysk netto,,,,,897.23,4341.55,-99.18,80.03,-74.42,-83.26,189.22,-680.78,468.48,216.21,252.88,130.19,-8.36,50.26,121.86,-22.12,-47.99,-63.03,-67.59,314.58,148.38,322.89,156.93,-73.79,-3.46,-48.66,-26.32,154.12,25.13,40.29,118.98,26.41,-12.75,285.23,-135.03,-33.8,-39.55,-57.88,750.36,-171.47,609.02,116.95,-104.6,178.29,39.06,-76.01,1345.83,-358.24,-39.96,-443.05,-57.09,-292.96,-47.05,137.15,104.79,142.74,-62.3,-87.16,19.34,162.12,347.19,682.85,30.07,-16.91
Zysk netto akcjonariuszy jednostki dominującej,,,,,897.23,4341.55,-99.18,65.88,-78.15,-84.61,150.54,-734.25,551.27,236.05,296.03,129.68,-7.47,52.14,125.94,-22.23,-48.39,-62.99,-66.19,319.68,153.39,327.09,148.77,-73.79,-3.46,-48.66,-26.32,154.12,25.13,40.29,118.98,26.41,-12.75,285.23,-135.03,-33.8,-39.55,-57.88,750.36,-171.47,609.02,116.95,-104.6,178.29,39.06,-76.01,1345.83,-358.24,-39.96,-443.05,-57.09,-292.96,-47.05,137.15,104.79,142.74,-62.3,-87.16,19.34,162.12,347.25,683.59,30.4,-16.86
Aktywa trwałe,,,,,75.0,58.13,17.87,16.84,20.89,14.94,9.74,-33.27,-38.68,-35.16,-35.6,7.88,12.19,9.48,39.02,34.71,39.62,42.41,15.09,22.99,23.91,30.01,37.37,86.22,78.6,66.37,59.48,9.22,6.06,7.06,9.08,10.86,14.39,20.13,13.93,8.68,3.91,-1.91,2.62,-0.01,6.44,8.86,4.56,6.55,-19.25,-19.98,-39.41,-39.67,-18.32,-23.86,3.71,-14.66,-18.51,-15.36,-45.57,-50.13,-49.62,-47.07,-11.69,-53.05,-53.98,-36.4,-29.6,75.21
Wartości niematerialne i prawne,,,,,1327.71,1389.29,749.18,127.29,-20.42,-29.26,-20.75,-25.79,-22.48,-24.75,-30.21,-30.64,-35.98,-35.14,-33.86,-34.61,-38.89,-46.53,-36.68,1.46,13.64,30.74,20.0,7.2,4.92,6.62,7.29,-21.77,-20.53,-21.12,-20.39,-8.25,-9.23,-3.54,4.07,62.55,65.45,65.31,71.88,4.15,10.07,12.35,-6.82,-15.49,-5.13,-16.48,-15.85,-12.57,-22.59,-10.26,8.99,20.96,14.59,27.57,47.34,7.18,30.77,12.87,-4.87,160.28,231.44,586.15,13279.89,6256.08
Rzeczowe składniki majątku trwałego,,,,,-75.8,-74.36,372.61,87.38,68.96,-94.43,-95.69,-99.12,-99.24,-81.37,-83.06,-31.81,13.64,-5.05,23.67,38.01,-9.74,29.47,12.19,20.99,16.09,-7.07,20.29,270.17,288.38,312.11,231.9,0.11,-0.68,-1.74,0.32,22.41,20.65,23.56,16.0,-7.68,-6.17,-6.29,7.45,7.76,6.97,4.47,-2.65,-2.04,11.58,18.41,6.66,4.71,2.79,-7.84,-8.06,-23.47,-30.34,-26.76,-20.16,12.96,15.05,11.56,7.83,16.89,7.52,25.2,74.59,74.68
Należności długoterminowe,,,,,,,,,,,,,,,,,,,,,1499.25,1512.19,1353.17,1351.27,0.02,0.11,0.16,-93.53,-93.5,-93.53,-93.5,235.17,229.96,233.61,235.25,1.02,2.64,3.17,1.69,2.45,0.57,-30.0,-29.36,62.48,73.31,149.63,152.53,9.12,9.88,11.65,-39.06,-31.77,-29.89,-36.0,15.91,3.61,2.19,71.28,58.57,-71.42,-73.13,-81.57,-80.83,275.54,245.14,140.3,329.41,22.58
Inwestycje długoterminowe,,,,,2039170.9,2039241.6,-0.76,7.44,13.69,37.16,35.31,-17.24,-24.24,-34.81,-35.26,7.63,11.75,7.33,36.42,33.58,30.87,35.77,8.84,16.92,25.31,31.43,40.13,96.12,87.19,73.94,66.41,9.1,5.67,7.51,9.54,10.81,14.85,20.35,13.9,9.36,4.61,-1.7,3.13,-0.31,6.35,8.81,4.02,6.62,-19.67,-20.55,-39.8,-41.25,-19.8,-25.67,1.47,-14.15,-18.21,-15.73,-46.73,-50.16,-49.91,-47.92,-11.3,-57.88,-58.58,-60.17,-65.99,42.24
Pozostałe aktywa trwałe,,,,,56.94,172.5,950.25,-39.75,-31.94,-55.72,-45.43,-44.02,-41.22,-35.98,-31.81,125.78,25.51,516.6,643.86,133.13,699.39,67.5,77.17,131.37,18.43,36.03,11.19,-4.12,6.12,-1.17,-5.51,-3.84,13.23,-43.25,-42.0,17.02,-14.06,0.43,23.55,-43.72,-56.86,-17.3,-46.42,6.13,-31.31,-49.28,44.76,-1.83,28.57,86.8,2.56,199.21,305.02,285.08,218.32,-35.03,-35.78,-22.92,-38.06,-54.09,-39.0,-8.78,14.62,55.72,44.27,399.25,411.92,110.66
Aktywa obrotowe,,,,,221.77,2.87,7.14,3.77,2.34,6.06,1.38,-14.64,-23.08,-23.08,-24.51,-6.65,1.94,12.51,3.79,3.01,3.97,-1.65,10.05,6.81,6.96,2.39,-2.12,7.63,11.8,10.27,21.96,9.66,14.14,13.33,10.88,7.36,3.5,0.8,5.34,13.6,10.59,19.18,4.19,8.05,15.7,8.69,9.36,10.82,29.24,27.33,40.04,31.48,-9.83,-5.7,-15.92,-12.28,4.41,11.39,35.12,54.57,53.26,29.55,11.26,-0.81,4.14,6.28,31.75,24.93
Zapasy,,,,,233.38,75.37,56.99,30.31,10.66,11.31,7.2,-21.56,-26.15,-28.61,-30.17,-2.93,-2.22,1.72,-8.11,-3.26,3.56,3.11,19.81,8.62,3.22,2.26,6.32,2.58,4.87,11.41,4.57,1.1,3.77,11.98,13.86,13.82,20.96,-6.52,-2.37,6.53,-1.5,13.88,0.72,10.55,3.72,-2.59,0.74,0.12,-9.36,-11.18,-3.88,8.47,29.15,47.08,40.64,17.32,15.59,9.54,7.8,25.98,30.41,44.13,43.92,5.58,-0.38,-12.2,21.17,33.56
Należności krótkoterminowe,,,,,508.82,53.63,85.34,-23.62,-80.12,-85.12,-87.43,-88.66,-67.05,-41.14,-36.44,8.81,40.63,127.11,432.78,195.53,150.38,34.85,-26.02,20.69,-15.86,10.39,13.2,50.93,98.67,70.67,38.06,-40.64,-8.67,26.15,-4.94,61.17,4.05,-45.98,-22.4,-29.14,0.16,17.83,15.1,23.49,47.77,19.21,6.31,68.25,57.13,83.35,71.39,135.95,66.81,-29.27,-48.53,-78.44,-67.9,-26.02,94.45,259.79,80.67,2.25,-58.97,-76.65,-53.57,130.81,286.67,954.51
Inwestycje krótkoterminowe,,,,,173.3,-86.11,-80.44,-67.54,3.31,53.25,37.02,132.5,17.36,37.62,32.07,-22.69,26.39,64.41,41.82,24.46,-2.88,-20.57,-15.43,-2.51,30.02,1.63,-44.76,22.86,29.71,-5.14,171.65,52.0,52.71,16.85,3.49,-13.25,-36.81,49.05,38.96,42.36,62.94,34.17,11.36,0.23,45.56,37.97,31.54,35.12,3.14,3.32,28.41,-24.85,0.73,-1.27,-30.85,32.27,-2.24,19.11,21.82,-1.38,68.46,-36.48,-23.65,0.68,-25.11,94.25,82.08,40.86
Środki pieniężne i inne aktywa pieniężne,,,,,173.3,-86.11,-80.44,-67.54,3.31,53.25,37.02,-31.65,17.36,37.62,32.07,162.89,26.34,64.37,41.78,24.47,-2.88,-20.56,-16.3,-4.49,28.88,1.63,-44.38,24.37,29.14,-8.86,148.14,50.5,39.57,12.16,4.96,-15.48,-31.68,57.16,44.43,46.58,59.85,28.82,14.69,-2.99,47.36,40.99,28.74,35.86,2.94,4.86,29.68,-27.11,-1.6,-3.47,-38.86,10.6,-25.65,0.49,3.67,-11.74,99.71,-52.85,-33.16,5.82,-20.25,188.86,137.21,41.7
Pozostałe aktywa obrotowe,,,,,-51.83,277.34,246.63,-24.49,47.9,60.97,15.99,-68.35,-38.04,-38.75,-34.84,-6.97,5.05,4.87,7.26,71.37,9.92,9.99,46.43,44.47,11.65,16.51,4.03,83.63,101.19,95.38,126.33,50.1,14.06,14.97,6.02,29.7,8.28,21.16,41.34,122.2,56.53,62.92,60.1,50.99,-3.39,-9.42,-17.03,-20.95,-28.89,-48.23,-43.07,-52.16,-18.41,-24.8,-21.44,23.42,-2.73,44.04,39.82,82.96,-13.22,135.65,-4.75,-18.45,598.2,-69.19,148.91,714.68
Aktywa trwałe przeznaczone do sprzedaży,,,,,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-100.0,-100.0,,,,,,,-42.97,-5.92,154.36,-4.03,-3.71,-63.67
Aktywa razem,,,,,146.16,18.51,10.82,8.55,9.13,9.42,4.43,-21.98,-29.41,-27.87,-28.77,-1.75,5.56,11.43,16.01,14.73,17.32,13.79,12.15,13.84,14.52,14.5,14.73,44.51,44.02,38.2,41.14,9.4,9.31,9.57,9.84,9.47,9.82,12.12,10.26,10.59,6.56,5.95,3.26,3.21,10.24,8.79,6.54,8.33,1.64,-0.17,-5.87,-9.25,-13.67,-14.17,-8.62,-13.18,-5.4,0.34,1.05,15.4,15.34,2.83,6.04,-9.26,-5.22,-1.38,20.13,29.13
Kapitał własny akcjonariuszy jednostki dominującej,,,,,146.31,18.21,4.72,4.68,3.65,1.58,1.72,-4.8,-3.5,-2.65,-1.99,5.54,5.34,5.91,6.98,6.5,5.74,4.53,3.12,7.34,8.33,10.32,11.23,9.79,9.49,7.99,7.4,5.94,6.3,6.94,8.05,8.72,8.26,5.95,3.34,2.31,1.98,2.57,7.46,3.74,8.38,5.53,1.14,3.41,5.02,0.54,2.99,-0.38,-2.29,0.93,-3.22,-11.68,-13.68,-14.07,-10.32,6.27,4.75,-6.0,-5.27,2.44,5.49,8.9,10.02,7.83
Kapitał (fundusz) podstawowy,,,,,35.16,14.89,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udziały (akcje) własne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapitał (fundusz) zapasowy,,,,,3277.62,16.54,38.43,38.32,34.83,2.45,2.45,2.45,5.13,-12.91,-12.91,-12.91,-12.91,22.87,22.87,14.84,14.84,12.93,12.93,21.88,21.88,21.84,21.78,26.92,40.8,16.41,16.2,10.2,9.7,10.13,10.2,10.51,13.39,2.98,3.14,3.38,3.78,10.33,10.33,10.19,5.34,-2.87,-2.98,-3.34,4.6,3.33,3.4,4.19,0.65,14.15,9.35,8.83,-17.42,-24.61,-21.25,-20.82,9.86,-4.78,-4.49,-5.47,3.4,5.92,6.79,9.07
Udziały niekontrolujące,,,,,,,,,,,,5.25,4.94,4.77,4.39,3.75,3.13,2.81,2.61,2.52,2.41,1.94,3.24,-100.0,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.06
Zobowiązania długoterminowe,,,,,82.3,8.81,38.17,12.58,12.58,37.84,7.56,-39.46,-44.69,-41.2,-47.96,-3.74,3.34,37.83,56.8,53.6,56.16,31.13,26.47,35.27,40.97,6.43,8.5,93.62,86.42,116.06,117.53,12.94,11.37,8.7,4.34,2.18,1.35,12.84,9.76,4.04,-0.83,-11.95,-9.69,-5.55,4.6,3.76,1.64,15.25,6.85,15.71,-2.92,-14.87,-34.43,-48.15,-38.52,-35.64,-18.45,9.0,9.63,-13.19,-7.92,-27.8,-26.25,-16.33,9.36,-28.77,20.75,47.25
Z tytułu dostaw i usług,,,,,-6.69,-12.07,-20.74,31.95,-29.44,-22.42,3.27,-71.16,-44.5,-20.84,-43.89,33.12,46.57,-14.81,35.76,111.96,120.88,188.23,146.43,60.19,17.46,39.18,9.06,51.93,24.87,10.62,8.84,-12.52,14.35,6.51,15.4,23.71,43.94,41.84,32.75,6.96,10.77,27.37,31.22,31.73,41.88,73.67,-9.29,19.95,17.74,26.36,3.86,-10.51,-19.06,-57.75,25.61,-23.76,-20.4,58.32,-13.29,153.65,212.35,-8.01,40.7,-20.81,-40.09,124.45,66.99,37.79
Kredyty i pożyczki,,,,,486.18,63.57,36.32,32.94,28.21,-11.37,-18.78,-64.08,-95.6,-95.06,-94.66,-84.94,10.09,16.02,49.2,46.12,58.32,30.91,12.29,-8.65,3.33,567.54,555.77,627.71,539.77,-11.81,-11.58,-10.58,4.92,-35.82,-36.49,-28.39,-64.25,-25.1,-28.28,122.3,215.31,179.6,190.6,5.54,17.23,55.01,47.92,-32.29,5.92,-39.99,-43.9,5.85,-46.27,43.9,14.19,30.56,99.91,-21.71,7.82,108.7,-39.26,-2.63,1.97,-45.09,44.71,53.4,73.58,46.09
Z tytułu emisji dłużnych papierów wartościowych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zobowiązania z tytułu leasingu finansowego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.41,21.72,11.3,22.75,15.56,24.48,25.24,47.49,53.63,43.2,43.1,-14.97,10.01,-15.33,-4.96,-11.52
Inne zobowiązania długoterminowe,,,,,383.32,417.68,30.97,-2.25,-1.15,-3.82,1.76,-53.42,-54.04,-53.42,-52.97,54.5,59.45,48.76,92.96,47.95,19.36,23.7,-15.47,25.48,58.08,67.39,97.6,311.47,300.06,275.34,256.78,-6.13,-7.41,-6.27,-4.86,-8.67,-7.79,-5.47,-9.38,-9.91,-14.14,-16.79,-15.09,-22.29,-16.46,-14.53,-19.22,-21.2,-15.23,-20.0,-36.52,-3.63,-43.93,-51.3,-33.9,-60.59,-40.62,-23.08,-28.58,35.21,53.32,19.78,41.62,44.27,42.1,22.39,36.6,7.9
Zobowiązania krótkoterminowe,,,,,322.32,29.05,3.18,7.01,13.13,-0.86,0.5,-54.04,-85.97,-84.34,-81.27,-45.3,21.55,-5.43,9.64,4.25,61.92,87.36,71.61,40.59,14.5,129.73,95.08,167.52,197.29,32.2,47.57,12.07,14.59,23.58,32.82,34.5,39.75,32.44,31.34,50.37,34.43,61.26,19.55,16.17,22.79,21.8,24.86,8.19,-11.37,-20.08,-24.06,-16.74,-5.22,13.53,26.12,15.63,27.31,19.42,13.97,52.38,47.64,36.09,44.97,-18.95,-23.08,-0.24,28.69,50.18
Inne zobowiązania krótkoterminowe,,,,,1448.1,-49.09,-65.36,-51.56,-14.35,118.89,177.56,14.89,-56.77,-65.21,-57.93,2.49,15.0,-9.74,-16.32,-38.11,27.64,52.53,51.13,48.92,17.65,-5.81,-9.02,132.0,210.1,262.47,300.64,54.87,24.51,95.36,90.38,79.12,127.15,48.68,45.49,44.16,15.89,52.14,-3.57,17.12,20.33,-2.72,26.93,19.82,-32.33,-40.3,-28.77,-29.6,21.37,70.64,31.69,22.18,25.94,26.44,23.06,15.84,47.64,59.66,56.87,-3.49,-29.93,-30.52,16.6,62.45
Rozliczenia międzyokresowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasywa razem,,,,,146.16,18.51,10.82,8.55,9.13,9.42,4.43,-21.98,-29.41,-27.87,-28.77,-1.75,5.56,11.43,16.01,14.73,17.32,13.79,12.15,13.84,14.52,14.5,14.73,44.51,44.02,38.2,41.14,9.4,9.31,9.57,9.84,9.47,9.82,12.12,10.26,10.59,6.56,5.95,3.26,3.21,10.24,8.79,6.54,8.33,1.64,-0.17,-5.87,-9.25,-13.67,-14.17,-8.62,-13.18,-5.4,0.34,1.05,15.4,15.34,2.83,6.04,-9.26,-5.22,-1.38,20.13,29.13
Przepływy pieniężne z działalności operacyjnej,,,,,-62.65,276.67,-361.44,106.34,114.67,-96.33,100.34,-336.37,-48.49,216.88,1223.45,115.11,-32.24,-208.0,-186.68,-464.59,-671.81,75.8,-30.03,390.23,135.07,51.65,-313.93,38.99,66.69,-686.35,109.47,124.79,-241.67,-64.49,888.96,-42.18,129.36,286.89,16.47,-33.73,154.77,-28.07,4.62,-62.92,328.78,1.23,57.31,71.72,-55.05,-61.03,-125.78,-506.75,-132.65,-5.19,131.62,137.21,176.53,268.65,170.82,-140.55,1318.44,-414.33,112.24,797.64,-41.73,73.08,185.33,-147.48
Amortyzacja,,,,,-69.47,-38.89,-37.76,404.81,86.24,-10.0,-25.3,-43.81,-52.46,-52.27,-52.38,-45.42,-16.58,-12.17,-9.44,6.83,-6.83,-11.45,-6.75,-4.07,8.67,-10.88,-11.84,-9.7,-1.23,23.66,19.4,10.07,10.56,9.26,8.12,7.93,35.96,26.55,32.95,23.73,-3.31,30.8,15.65,10.05,20.51,-3.75,10.9,23.65,218.09,-165.96,22.71,21.14,-59.31,429.57,42.82,3.32,-4.93,-32.79,-23.6,7.24,34.29,20.63,33.16,34.25,18.24,22.54,150.57,-11.73
Przepływy pieniężne z działalności inwestycyjnej,,,,,75.57,85.37,-81.64,481.61,39.33,99.75,87.76,-107.15,1778.03,-1502.86,85.2,76.24,-100.43,131.91,50.78,-26.75,-2141.52,-9740.78,-7737.39,-2083.0,-123.33,-81.37,-211.32,92.55,15.71,-44.26,95.92,-1209.78,62.32,79.58,-382.81,-16.8,-9.17,-151.14,-78.11,6.41,-164.11,19.12,22.22,-66.45,-24.99,-186.83,14.16,34.26,16.47,34.02,3754.18,-75.42,1876.53,66.34,-109.78,56.73,-106.86,221.87,31.98,-52.45,1582.81,-327.29,58.02,-1068.65,-104.4,1159.33,-2709.0,95.99
CAPEX (niematerialne i rzeczowe),,,,,-75.5,-71.01,78.86,183.33,-38.92,-99.67,-87.67,-42.69,-92.13,1093.62,-84.33,-74.75,-5.41,-64.35,-52.6,39.63,2039.05,8537.0,7532.89,847.25,123.35,81.19,211.29,-149.93,-15.7,-89.94,-95.92,508.81,-62.33,194.19,383.03,-69.61,9.17,150.29,80.72,-24.76,164.11,-19.19,-23.34,317.66,24.99,186.83,-17.88,-64.03,-16.47,-34.02,56.41,259.21,-57.75,-66.34,-45.32,-95.8,-8.94,-64.02,-51.69,462.6,-46.13,14.21,65.4,-17.52,-66.16,-57.07,-78.63,-79.36
